event,confirm,exit,min_hold,filter,n_trades,n_weeks,t_stat,win_rate,cagr,maxdd,calmar,by_year
var11,ma20_w5,water_slope,0,mkt_ma60,1999,88,-4.34,40.9,-0.64,-14.02,-0.046,"{""2021"": 7.1, ""2022"": -7.2, ""2023"": -1.3, ""2024"": -1.3}"
var11,ma20_w5,water_slope,0,mkt_ma20,2307,115,-5.07,39.7,-0.84,-15.98,-0.053,"{""2021"": 6.3, ""2022"": -7.6, ""2023"": -1.2, ""2024"": -0.7}"
var11,ma20_w5,water_slope,10,none,3529,196,-5.48,40.3,-1.5,-22.44,-0.067,"{""2021"": 12.2, ""2022"": -12.4, ""2023"": -0.4, ""2024"": -4.5}"
var11,ma20_w5,water_slope,10,mkt_ma60,1825,82,-3.16,42.2,0.02,-13.08,0.001,"{""2021"": 10.1, ""2022"": -7.8, ""2023"": -0.7, ""2024"": -1.6}"
var11,ma20_w5,water_slope,10,mkt_ma20,2120,112,-2.55,43.1,0.22,-13.73,0.016,"{""2021"": 9.6, ""2022"": -7.3, ""2023"": -0.3, ""2024"": -1.0}"
var11,ma20_w5,water_slope,20,none,3042,192,-4.8,37.7,-0.2,-23.89,-0.008,"{""2021"": 15.2, ""2022"": -11.0, ""2023"": 0.6, ""2024"": -5.1}"
var11,ma20_w5,water_slope,20,mkt_ma60,1644,79,-3.13,36.9,0.16,-15.61,0.01,"{""2021"": 11.3, ""2022"": -8.0, ""2023"": 0.2, ""2024"": -3.2}"
var11,ma20_w5,water_slope,20,mkt_ma20,1914,110,-2.4,39.2,0.27,-16.03,0.017,"{""2021"": 11.3, ""2022"": -6.2, ""2023"": -0.1, ""2024"": -4.0}"
var11,ma20_w5,ndaylow5,0,none,5243,201,-1.62,34.1,0.0,-15.14,0.0,"{""2021"": 2.8, ""2022"": -4.7, ""2023"": -2.2, ""2024"": 4.0}"
var11,ma20_w5,ndaylow5,0,mkt_ma60,2378,86,-0.97,36.8,0.95,-7.52,0.126,"{""2021"": 2.1, ""2022"": -1.6, ""2023"": 0.2, ""2024"": 2.6}"
var11,ma20_w5,ndaylow5,0,mkt_ma20,2688,113,-0.43,37.1,1.05,-7.47,0.141,"{""2021"": 2.3, ""2022"": 0.3, ""2023"": -0.9, ""2024"": 2.2}"
var11,ma20_w5,ndaylow5,10,none,4727,201,-1.33,40.1,0.56,-17.39,0.032,"{""2021"": 6.6, ""2022"": -4.7, ""2023"": -2.5, ""2024"": 2.2}"
var11,ma20_w5,ndaylow5,10,mkt_ma60,2224,86,-1.12,41.5,1.2,-9.16,0.132,"{""2021"": 4.4, ""2022"": -1.9, ""2023"": 0.1, ""2024"": 1.5}"
var11,ma20_w5,ndaylow5,10,mkt_ma20,2540,113,-0.48,41.6,0.86,-9.78,0.088,"{""2021"": 3.1, ""2022"": -0.3, ""2023"": -1.3, ""2024"": 1.6}"
var11,ma20_w5,ndaylow5,20,none,4061,198,-0.17,42.6,0.42,-19.81,0.021,"{""2021"": 9.2, ""2022"": -4.8, ""2023"": -2.1, ""2024"": -1.3}"
var11,ma20_w5,ndaylow5,20,mkt_ma60,2022,84,-0.89,44.6,0.91,-11.7,0.078,"{""2021"": 6.8, ""2022"": -2.8, ""2023"": 0.4, ""2024"": -1.8}"
var11,ma20_w5,ndaylow5,20,mkt_ma20,2372,111,0.15,43.3,0.77,-13.25,0.058,"{""2021"": 5.8, ""2022"": -0.2, ""2023"": -1.8, ""2024"": -1.4}"
var11,ma20_w5,ndaylow10,0,none,4518,201,-1.41,32.2,0.7,-20.88,0.034,"{""2021"": 10.0, ""2022"": -7.1, ""2023"": -3.3, ""2024"": 3.1}"
var11,ma20_w5,ndaylow10,0,mkt_ma60,2157,86,-1.47,33.8,0.9,-10.87,0.083,"{""2021"": 6.9, ""2022"": -3.7, ""2023"": -0.1, ""2024"": -0.2}"
var11,ma20_w5,ndaylow10,0,mkt_ma20,2467,113,-0.22,33.9,0.99,-12.97,0.076,"{""2021"": 6.6, ""2022"": -1.4, ""2023"": -2.2, ""2024"": 0.6}"
var11,ma20_w5,ndaylow10,10,none,4283,201,-1.16,34.7,0.84,-21.28,0.039,"{""2021"": 11.1, ""2022"": -7.6, ""2023"": -3.1, ""2024"": 3.0}"
var11,ma20_w5,ndaylow10,10,mkt_ma60,2096,86,-1.57,35.8,0.86,-11.19,0.077,"{""2021"": 7.5, ""2022"": -3.9, ""2023"": -0.2, ""2024"": -0.7}"
var11,ma20_w5,ndaylow10,10,mkt_ma20,2404,113,-0.4,35.6,0.66,-13.48,0.049,"{""2021"": 6.7, ""2022"": -2.2, ""2023"": -2.4, ""2024"": 0.1}"
var11,ma20_w5,ndaylow10,20,none,3736,197,-0.39,39.2,0.89,-22.21,0.04,"{""2021"": 13.4, ""2022"": -7.7, ""2023"": -2.3, ""2024"": 0.1}"
var11,ma20_w5,ndaylow10,20,mkt_ma60,1924,83,-1.26,40.3,1.03,-12.54,0.082,"{""2021"": 10.0, ""2022"": -4.7, ""2023"": 0.7, ""2024"": -2.6}"
var11,ma20_w5,ndaylow10,20,mkt_ma20,2250,110,0.54,39.5,0.9,-14.56,0.062,"{""2021"": 8.6, ""2022"": -1.9, ""2023"": -1.1, ""2024"": -2.6}"
var11,ma20_w5,ndaylow20,0,none,3504,199,-1.79,30.9,0.89,-25.65,0.035,"{""2021"": 14.3, ""2022"": -9.2, ""2023"": -2.7, ""2024"": 1.3}"
var11,ma20_w5,ndaylow20,0,mkt_ma60,1872,85,-2.04,29.8,-0.04,-15.32,-0.002,"{""2021"": 10.7, ""2022"": -6.5, ""2023"": -1.0, ""2024"": -3.5}"
var11,ma20_w5,ndaylow20,0,mkt_ma20,2177,112,-0.87,30.0,0.18,-18.49,0.01,"{""2021"": 9.2, ""2022"": -2.7, ""2023"": -2.4, ""2024"": -3.5}"
var11,ma20_w5,ndaylow20,10,none,3430,199,-1.77,31.4,0.88,-25.48,0.034,"{""2021"": 14.4, ""2022"": -9.4, ""2023"": -2.6, ""2024"": 1.3}"
var11,ma20_w5,ndaylow20,10,mkt_ma60,1851,85,-2.16,30.4,-0.04,-15.5,-0.003,"{""2021"": 10.9, ""2022"": -6.6, ""2023"": -1.1, ""2024"": -3.6}"
var11,ma20_w5,ndaylow20,10,mkt_ma20,2149,112,-0.77,30.6,0.06,-18.42,0.003,"{""2021"": 9.2, ""2022"": -3.3, ""2023"": -2.3, ""2024"": -3.4}"
var11,ma20_w5,ndaylow20,20,none,3178,194,-0.89,33.8,1.22,-25.51,0.048,"{""2021"": 15.5, ""2022"": -8.7, ""2023"": -2.0, ""2024"": 0.3}"
var11,ma20_w5,ndaylow20,20,mkt_ma60,1759,82,-1.22,33.5,0.29,-15.22,0.019,"{""2021"": 12.3, ""2022"": -7.0, ""2023"": -0.1, ""2024"": -4.3}"
var11,ma20_w5,ndaylow20,20,mkt_ma20,2051,110,-0.13,33.0,0.23,-19.2,0.012,"{""2021"": 10.2, ""2022"": -2.9, ""2023"": -2.0, ""2024"": -4.6}"
var11,ma20_w5,hold10,0,none,5328,200,-1.6,47.4,0.59,-6.89,0.086,"{""2021"": 2.8, ""2022"": -1.3, ""2023"": -0.8, ""2024"": 1.5}"
var11,ma20_w5,hold10,0,mkt_ma60,2418,86,-0.56,50.7,1.4,-5.26,0.267,"{""2021"": 1.9, ""2022"": -0.4, ""2023"": 0.6, ""2024"": 3.2}"
var11,ma20_w5,hold10,0,mkt_ma20,2724,113,-0.58,50.2,1.29,-5.21,0.248,"{""2021"": 1.7, ""2022"": 0.2, ""2023"": 0.2, ""2024"": 2.9}"
var11,ma20_w5,hold10,10,none,5328,200,-1.6,47.4,0.59,-6.89,0.086,"{""2021"": 2.8, ""2022"": -1.3, ""2023"": -0.8, ""2024"": 1.5}"
var11,ma20_w5,hold10,10,mkt_ma60,2418,86,-0.56,50.7,1.4,-5.26,0.267,"{""2021"": 1.9, ""2022"": -0.4, ""2023"": 0.6, ""2024"": 3.2}"
var11,ma20_w5,hold10,10,mkt_ma20,2724,113,-0.58,50.2,1.29,-5.21,0.248,"{""2021"": 1.7, ""2022"": 0.2, ""2023"": 0.2, ""2024"": 2.9}"
var11,ma20_w5,hold10,20,none,5328,200,-1.6,47.4,0.59,-6.89,0.086,"{""2021"": 2.8, ""2022"": -1.3, ""2023"": -0.8, ""2024"": 1.5}"
var11,ma20_w5,hold10,20,mkt_ma60,2418,86,-0.56,50.7,1.4,-5.26,0.267,"{""2021"": 1.9, ""2022"": -0.4, ""2023"": 0.6, ""2024"": 3.2}"
var11,ma20_w5,hold10,20,mkt_ma20,2724,113,-0.58,50.2,1.29,-5.21,0.248,"{""2021"": 1.7, ""2022"": 0.2, ""2023"": 0.2, ""2024"": 2.9}"
var11,ma20_w5,hold20,0,none,4594,199,-0.16,47.8,1.27,-11.12,0.114,"{""2021"": 6.5, ""2022"": -3.2, ""2023"": 1.3, ""2024"": -0.2}"
var11,ma20_w5,hold20,0,mkt_ma60,2154,84,-0.33,51.0,1.5,-8.32,0.181,"{""2021"": 4.1, ""2022"": -1.0, ""2023"": 1.0, ""2024"": 0.8}"
var11,ma20_w5,hold20,0,mkt_ma20,2522,111,0.25,50.5,1.44,-8.16,0.176,"{""2021"": 3.6, ""2022"": 0.6, ""2023"": 0.1, ""2024"": 0.6}"
var11,ma20_w5,hold20,10,none,4594,199,-0.16,47.8,1.27,-11.12,0.114,"{""2021"": 6.5, ""2022"": -3.2, ""2023"": 1.3, ""2024"": -0.2}"
var11,ma20_w5,hold20,10,mkt_ma60,2154,84,-0.33,51.0,1.5,-8.32,0.181,"{""2021"": 4.1, ""2022"": -1.0, ""2023"": 1.0, ""2024"": 0.8}"
var11,ma20_w5,hold20,10,mkt_ma20,2522,111,0.25,50.5,1.44,-8.16,0.176,"{""2021"": 3.6, ""2022"": 0.6, ""2023"": 0.1, ""2024"": 0.6}"
var11,ma20_w5,hold20,20,none,4594,199,-0.16,47.8,1.27,-11.12,0.114,"{""2021"": 6.5, ""2022"": -3.2, ""2023"": 1.3, ""2024"": -0.2}"
var11,ma20_w5,hold20,20,mkt_ma60,2154,84,-0.33,51.0,1.5,-8.32,0.181,"{""2021"": 4.1, ""2022"": -1.0, ""2023"": 1.0, ""2024"": 0.8}"
var11,ma20_w5,hold20,20,mkt_ma20,2522,111,0.25,50.5,1.44,-8.16,0.176,"{""2021"": 3.6, ""2022"": 0.6, ""2023"": 0.1, ""2024"": 0.6}"
var11,ma20_w5,hold30,0,none,3990,195,0.5,46.2,0.74,-17.52,0.042,"{""2021"": 10.1, ""2022"": -4.3, ""2023"": -0.9, ""2024"": -2.0}"
var11,ma20_w5,hold30,0,mkt_ma60,1977,82,0.28,48.5,1.4,-11.08,0.126,"{""2021"": 6.1, ""2022"": -2.4, ""2023"": 0.7, ""2024"": 0.0}"
var11,ma20_w5,hold30,0,mkt_ma20,2335,112,0.06,45.9,0.82,-12.17,0.067,"{""2021"": 5.3, ""2022"": -1.8, ""2023"": -1.6, ""2024"": 0.5}"
var11,ma20_w5,hold30,10,none,3990,195,0.5,46.2,0.74,-17.52,0.042,"{""2021"": 10.1, ""2022"": -4.3, ""2023"": -0.9, ""2024"": -2.0}"
var11,ma20_w5,hold30,10,mkt_ma60,1977,82,0.28,48.5,1.4,-11.08,0.126,"{""2021"": 6.1, ""2022"": -2.4, ""2023"": 0.7, ""2024"": 0.0}"
var11,ma20_w5,hold30,10,mkt_ma20,2335,112,0.06,45.9,0.82,-12.17,0.067,"{""2021"": 5.3, ""2022"": -1.8, ""2023"": -1.6, ""2024"": 0.5}"
var11,ma20_w5,hold30,20,none,3990,195,0.5,46.2,0.74,-17.52,0.042,"{""2021"": 10.1, ""2022"": -4.3, ""2023"": -0.9, ""2024"": -2.0}"
var11,ma20_w5,hold30,20,mkt_ma60,1977,82,0.28,48.5,1.4,-11.08,0.126,"{""2021"": 6.1, ""2022"": -2.4, ""2023"": 0.7, ""2024"": 0.0}"
var11,ma20_w5,hold30,20,mkt_ma20,2335,112,0.06,45.9,0.82,-12.17,0.067,"{""2021"": 5.3, ""2022"": -1.8, ""2023"": -1.6, ""2024"": 0.5}"
var11,ma20_w5,zhz_break,0,none,0,0,0.0,0.0,4.35,-31.41,0.139,"{""2021"": 27.5, ""2022"": -11.8, ""2023"": 3.2, ""2024"": -2.0}"
var11,ma20_w5,zhz_break,0,mkt_ma60,0,0,0.0,0.0,4.35,-29.93,0.145,"{""2021"": 25.5, ""2022"": -10.8, ""2023"": 3.5, ""2024"": -1.8}"
var11,ma20_w5,zhz_break,0,mkt_ma20,0,0,0.0,0.0,3.29,-30.22,0.109,"{""2021"": 21.3, ""2022"": -10.7, ""2023"": 3.8, ""2024"": -2.4}"
var11,ma20_w5,zhz_break,10,none,0,0,0.0,0.0,4.35,-31.41,0.139,"{""2021"": 27.5, ""2022"": -11.8, ""2023"": 3.2, ""2024"": -2.0}"
var11,ma20_w5,zhz_break,10,mkt_ma60,0,0,0.0,0.0,4.35,-29.93,0.145,"{""2021"": 25.5, ""2022"": -10.8, ""2023"": 3.5, ""2024"": -1.8}"
var11,ma20_w5,zhz_break,10,mkt_ma20,0,0,0.0,0.0,3.29,-30.22,0.109,"{""2021"": 21.3, ""2022"": -10.7, ""2023"": 3.8, ""2024"": -2.4}"
var11,ma20_w10,guanbian_dn,10,mkt_ma60,2388,86,-1.06,45.7,1.09,-5.79,0.187,"{""2021"": 2.2, ""2022"": -0.7, ""2023"": 0.3, ""2024"": 2.0}"
var11,ma20_w10,guanbian_dn,10,mkt_ma20,2673,113,-1.0,44.6,0.79,-5.65,0.139,"{""2021"": 1.4, ""2022"": -0.1, ""2023"": -0.4, ""2024"": 1.9}"
var11,ma20_w10,guanbian_dn,20,none,4454,199,0.14,46.0,0.27,-14.06,0.019,"{""2021"": 5.7, ""2022"": -4.3, ""2023"": -0.0, ""2024"": -0.8}"
var11,ma20_w10,guanbian_dn,20,mkt_ma60,2156,84,-0.64,49.6,0.84,-9.8,0.086,"{""2021"": 3.5, ""2022"": -1.8, ""2023"": 1.4, ""2024"": -0.8}"
var11,ma20_w10,guanbian_dn,20,mkt_ma20,2486,111,-0.41,47.8,0.46,-9.79,0.047,"{""2021"": 2.8, ""2022"": -0.3, ""2023"": -0.3, ""2024"": -1.1}"
var11,ma20_w10,trend_dn,0,none,0,0,0.0,0.0,4.36,-31.85,0.137,"{""2021"": 28.2, ""2022"": -12.3, ""2023"": 3.3, ""2024"": -2.0}"
var11,ma20_w10,trend_dn,0,mkt_ma60,0,0,0.0,0.0,4.34,-30.39,0.143,"{""2021"": 26.1, ""2022"": -11.4, ""2023"": 3.6, ""2024"": -1.8}"
var11,ma20_w10,trend_dn,0,mkt_ma20,0,0,0.0,0.0,3.28,-30.16,0.109,"{""2021"": 21.1, ""2022"": -10.7, ""2023"": 3.9, ""2024"": -2.4}"
var11,ma20_w5,zhz_break,20,none,0,0,0.0,0.0,4.35,-31.41,0.139,"{""2021"": 27.5, ""2022"": -11.8, ""2023"": 3.2, ""2024"": -2.0}"
var11,ma20_w5,zhz_break,20,mkt_ma60,0,0,0.0,0.0,4.35,-29.93,0.145,"{""2021"": 25.5, ""2022"": -10.8, ""2023"": 3.5, ""2024"": -1.8}"
var11,ma20_w5,zhz_break,20,mkt_ma20,0,0,0.0,0.0,3.29,-30.22,0.109,"{""2021"": 21.3, ""2022"": -10.7, ""2023"": 3.8, ""2024"": -2.4}"
var11,ma20_w5,giveback,0,none,629,122,18.48,99.4,4.4,-27.0,0.163,"{""2021"": 24.0, ""2022"": -10.3, ""2023"": 3.7, ""2024"": -1.0}"
var11,ma20_w5,giveback,0,mkt_ma60,539,62,13.93,99.6,3.9,-24.8,0.157,"{""2021"": 19.6, ""2022"": -9.2, ""2023"": 2.3, ""2024"": 1.3}"
var11,ma20_w5,giveback,0,mkt_ma20,523,85,12.18,99.6,3.48,-25.94,0.134,"{""2021"": 16.4, ""2022"": -6.3, ""2023"": 1.3, ""2024"": 0.6}"
var11,ma20_w5,giveback,10,none,629,122,18.48,99.4,4.4,-27.0,0.163,"{""2021"": 24.0, ""2022"": -10.3, ""2023"": 3.7, ""2024"": -1.0}"
var11,ma20_w5,giveback,10,mkt_ma60,539,62,13.93,99.6,3.9,-24.8,0.157,"{""2021"": 19.6, ""2022"": -9.2, ""2023"": 2.3, ""2024"": 1.3}"
var11,ma20_w5,giveback,10,mkt_ma20,523,85,12.18,99.6,3.48,-25.94,0.134,"{""2021"": 16.4, ""2022"": -6.3, ""2023"": 1.3, ""2024"": 0.6}"
var11,ma20_w5,giveback,20,none,629,122,18.48,99.4,4.4,-27.0,0.163,"{""2021"": 24.0, ""2022"": -10.3, ""2023"": 3.7, ""2024"": -1.0}"
var11,ma20_w5,giveback,20,mkt_ma60,539,62,13.93,99.6,3.9,-24.8,0.157,"{""2021"": 19.6, ""2022"": -9.2, ""2023"": 2.3, ""2024"": 1.3}"
var11,ma20_w5,giveback,20,mkt_ma20,523,85,12.18,99.6,3.48,-25.94,0.134,"{""2021"": 16.4, ""2022"": -6.3, ""2023"": 1.3, ""2024"": 0.6}"
var11,ma20_w10,guanbian_dn,0,none,5623,202,-1.99,36.8,-0.01,-8.52,-0.001,"{""2021"": 1.5, ""2022"": -2.4, ""2023"": -1.0, ""2024"": 1.8}"
var11,ma20_w10,guanbian_dn,0,mkt_ma60,2516,89,-1.04,40.4,0.95,-5.32,0.178,"{""2021"": 0.6, ""2022"": -0.5, ""2023"": 0.7, ""2024"": 2.6}"
var11,ma20_w10,guanbian_dn,0,mkt_ma20,2770,116,-0.65,39.9,1.05,-5.38,0.196,"{""2021"": 0.9, ""2022"": 0.9, ""2023"": -0.1, ""2024"": 2.4}"
var11,ma20_w10,guanbian_dn,10,none,5197,200,-1.81,42.6,0.15,-10.79,0.014,"{""2021"": 3.6, ""2022"": -3.3, ""2023"": -1.3, ""2024"": 1.4}"
var11,ma20_w10,trend_dn,10,none,0,0,0.0,0.0,4.36,-31.85,0.137,"{""2021"": 28.2, ""2022"": -12.3, ""2023"": 3.3, ""2024"": -2.0}"
var11,ma20_w10,trend_dn,10,mkt_ma60,0,0,0.0,0.0,4.34,-30.39,0.143,"{""2021"": 26.1, ""2022"": -11.4, ""2023"": 3.6, ""2024"": -1.8}"
var11,ma20_w10,trend_dn,10,mkt_ma20,0,0,0.0,0.0,3.28,-30.16,0.109,"{""2021"": 21.1, ""2022"": -10.7, ""2023"": 3.9, ""2024"": -2.4}"
var11,ma20_w10,trend_dn,20,none,0,0,0.0,0.0,4.36,-31.85,0.137,"{""2021"": 28.2, ""2022"": -12.3, ""2023"": 3.3, ""2024"": -2.0}"
var11,ma20_w10,trend_dn,20,mkt_ma60,0,0,0.0,0.0,4.34,-30.39,0.143,"{""2021"": 26.1, ""2022"": -11.4, ""2023"": 3.6, ""2024"": -1.8}"
var11,ma20_w10,trend_dn,20,mkt_ma20,0,0,0.0,0.0,3.28,-30.16,0.109,"{""2021"": 21.1, ""2022"": -10.7, ""2023"": 3.9, ""2024"": -2.4}"
var11,ma20_w10,v1_tp_or_td,0,none,5627,202,-1.97,36.7,-0.02,-8.54,-0.002,"{""2021"": 1.4, ""2022"": -2.3, ""2023"": -1.0, ""2024"": 1.7}"
var11,ma20_w10,v1_tp_or_td,0,mkt_ma60,2517,89,-1.03,40.3,0.94,-5.32,0.177,"{""2021"": 0.5, ""2022"": -0.5, ""2023"": 0.7, ""2024"": 2.7}"
var11,ma20_w10,v1_tp_or_td,0,mkt_ma20,2771,116,-0.64,39.7,1.03,-5.37,0.193,"{""2021"": 0.8, ""2022"": 0.9, ""2023"": -0.1, ""2024"": 2.4}"
var11,ma20_w10,v1_tp_or_td,10,none,5197,200,-1.8,42.6,0.16,-10.75,0.015,"{""2021"": 3.6, ""2022"": -3.2, ""2023"": -1.3, ""2024"": 1.4}"
var11,ma20_w10,v1_tp_or_td,10,mkt_ma60,2388,86,-1.06,45.7,1.09,-5.79,0.187,"{""2021"": 2.2, ""2022"": -0.7, ""2023"": 0.3, ""2024"": 2.0}"
var11,ma20_w10,v1_tp_or_td,10,mkt_ma20,2673,113,-0.99,44.6,0.79,-5.64,0.14,"{""2021"": 1.4, ""2022"": -0.1, ""2023"": -0.4, ""2024"": 1.9}"
var11,ma20_w10,v1_tp_or_td,20,none,4454,199,0.15,46.0,0.26,-14.03,0.019,"{""2021"": 5.7, ""2022"": -4.3, ""2023"": 0.0, ""2024"": -0.8}"
var11,ma20_w10,v1_tp_or_td,20,mkt_ma60,2156,84,-0.63,49.6,0.85,-9.8,0.087,"{""2021"": 3.5, ""2022"": -1.8, ""2023"": 1.4, ""2024"": -0.8}"
var11,ma20_w10,v1_tp_or_td,20,mkt_ma20,2487,111,-0.4,47.8,0.47,-9.79,0.048,"{""2021"": 2.8, ""2022"": -0.3, ""2023"": -0.3, ""2024"": -1.1}"
var11,ma20_w10,water_slope,0,none,4058,201,-7.07,39.4,-1.94,-21.22,-0.091,"{""2021"": 9.8, ""2022"": -12.8, ""2023"": -0.2, ""2024"": -3.7}"
var11,ma20_w10,water_slope,0,mkt_ma60,2014,88,-4.25,41.0,-0.56,-14.12,-0.039,"{""2021"": 7.8, ""2022"": -7.5, ""2023"": -1.3, ""2024"": -1.3}"
var11,ma20_w10,water_slope,0,mkt_ma20,2309,115,-5.12,39.8,-0.87,-16.03,-0.054,"{""2021"": 6.3, ""2022"": -7.6, ""2023"": -1.2, ""2024"": -0.7}"
var11,ma20_w10,water_slope,10,none,3540,196,-5.31,40.4,-1.43,-22.63,-0.063,"{""2021"": 12.9, ""2022"": -12.8, ""2023"": -0.4, ""2024"": -4.4}"
var11,ma20_w10,water_slope,10,mkt_ma60,1840,82,-3.15,42.2,0.07,-13.37,0.005,"{""2021"": 10.8, ""2022"": -8.1, ""2023"": -0.8, ""2024"": -1.7}"
var11,ma20_w10,water_slope,10,mkt_ma20,2123,112,-2.58,43.0,0.16,-13.79,0.012,"{""2021"": 9.5, ""2022"": -7.4, ""2023"": -0.3, ""2024"": -1.1}"
var11,ma20_w10,water_slope,20,none,3052,192,-4.67,37.8,-0.14,-24.04,-0.006,"{""2021"": 15.6, ""2022"": -11.3, ""2023"": 0.6, ""2024"": -4.9}"
var11,ma20_w10,water_slope,20,mkt_ma60,1659,79,-3.12,36.9,0.19,-15.84,0.012,"{""2021"": 11.9, ""2022"": -8.4, ""2023"": 0.2, ""2024"": -3.2}"
var11,ma20_w10,water_slope,20,mkt_ma20,1917,110,-2.49,39.2,0.17,-16.0,0.01,"{""2021"": 10.9, ""2022"": -6.3, ""2023"": -0.0, ""2024"": -4.0}"
var11,ma20_w10,ndaylow5,0,none,5266,201,-1.62,34.2,0.02,-15.09,0.001,"{""2021"": 2.8, ""2022"": -4.7, ""2023"": -2.2, ""2024"": 4.0}"
var11,ma20_w10,ndaylow5,0,mkt_ma60,2400,86,-1.0,36.9,0.96,-7.47,0.129,"{""2021"": 2.1, ""2022"": -1.6, ""2023"": 0.1, ""2024"": 2.7}"
var11,ma20_w10,ndaylow5,0,mkt_ma20,2691,113,-0.47,37.0,1.02,-7.5,0.136,"{""2021"": 2.1, ""2022"": 0.3, ""2023"": -0.9, ""2024"": 2.2}"
var11,ma20_w10,ndaylow5,10,none,4745,201,-1.32,40.2,0.57,-17.36,0.033,"{""2021"": 6.6, ""2022"": -4.7, ""2023"": -2.5, ""2024"": 2.3}"
var11,ma20_w10,ndaylow5,10,mkt_ma60,2243,86,-1.11,41.7,1.22,-9.09,0.134,"{""2021"": 4.4, ""2022"": -1.9, ""2023"": 0.0, ""2024"": 1.5}"
var11,ma20_w10,ndaylow5,10,mkt_ma20,2543,113,-0.49,41.6,0.84,-9.79,0.086,"{""2021"": 3.0, ""2022"": -0.3, ""2023"": -1.4, ""2024"": 1.6}"
var11,ma20_w10,ndaylow5,20,none,4078,198,-0.15,42.7,0.44,-19.68,0.022,"{""2021"": 9.2, ""2022"": -4.8, ""2023"": -2.2, ""2024"": -1.2}"
var11,ma20_w10,ndaylow5,20,mkt_ma60,2041,84,-0.87,44.7,0.9,-11.64,0.078,"{""2021"": 6.7, ""2022"": -2.8, ""2023"": 0.3, ""2024"": -1.8}"
var11,ma20_w10,ndaylow5,20,mkt_ma20,2375,111,0.13,43.2,0.72,-13.24,0.055,"{""2021"": 5.6, ""2022"": -0.2, ""2023"": -1.8, ""2024"": -1.4}"
var11,ma20_w10,ndaylow10,0,none,4537,201,-1.4,32.3,0.73,-20.82,0.035,"{""2021"": 10.1, ""2022"": -7.1, ""2023"": -3.4, ""2024"": 3.2}"
var11,ma20_w10,ndaylow10,0,mkt_ma60,2179,86,-1.48,33.9,0.92,-10.82,0.085,"{""2021"": 7.0, ""2022"": -3.7, ""2023"": -0.2, ""2024"": -0.1}"
var11,ma20_w10,ndaylow10,0,mkt_ma20,2470,113,-0.25,33.8,0.94,-13.01,0.072,"{""2021"": 6.4, ""2022"": -1.4, ""2023"": -2.2, ""2024"": 0.5}"
var11,ma20_w10,ndaylow10,10,none,4299,201,-1.16,34.8,0.88,-21.24,0.041,"{""2021"": 11.3, ""2022"": -7.6, ""2023"": -3.2, ""2024"": 3.1}"
var11,ma20_w10,ndaylow10,10,mkt_ma60,2115,86,-1.57,36.1,0.91,-11.12,0.081,"{""2021"": 7.6, ""2022"": -3.9, ""2023"": -0.2, ""2024"": -0.6}"
var11,ma20_w10,ndaylow10,10,mkt_ma20,2407,113,-0.42,35.5,0.62,-13.49,0.046,"{""2021"": 6.6, ""2022"": -2.1, ""2023"": -2.4, ""2024"": 0.1}"
var11,ma20_w10,ndaylow10,20,none,3754,197,-0.4,39.2,0.9,-22.18,0.041,"{""2021"": 13.5, ""2022"": -7.7, ""2023"": -2.3, ""2024"": 0.1}"
var11,ma20_w10,ndaylow10,20,mkt_ma60,1944,83,-1.27,40.4,1.02,-12.46,0.082,"{""2021"": 9.9, ""2022"": -4.8, ""2023"": 0.6, ""2024"": -2.6}"
var11,ma20_w10,ndaylow10,20,mkt_ma20,2253,110,0.52,39.4,0.86,-14.56,0.059,"{""2021"": 8.4, ""2022"": -1.9, ""2023"": -1.1, ""2024"": -2.7}"
var11,ma20_w10,ndaylow20,0,none,3517,199,-1.53,31.0,0.88,-25.61,0.034,"{""2021"": 14.3, ""2022"": -9.3, ""2023"": -2.7, ""2024"": 1.4}"
var11,ma20_w10,ndaylow20,0,mkt_ma60,1890,85,-2.05,29.9,-0.07,-15.3,-0.005,"{""2021"": 10.6, ""2022"": -6.5, ""2023"": -1.0, ""2024"": -3.5}"
var11,ma20_w10,ndaylow20,0,mkt_ma20,2180,112,-0.88,30.0,0.14,-18.51,0.008,"{""2021"": 9.0, ""2022"": -2.6, ""2023"": -2.4, ""2024"": -3.5}"
var11,ma20_w10,ndaylow20,10,none,3442,199,-1.51,31.5,0.87,-25.43,0.034,"{""2021"": 14.4, ""2022"": -9.4, ""2023"": -2.6, ""2024"": 1.3}"
var11,ma20_w10,ndaylow20,10,mkt_ma60,1868,85,-2.15,30.5,-0.08,-15.51,-0.005,"{""2021"": 10.9, ""2022"": -6.6, ""2023"": -1.1, ""2024"": -3.6}"
var11,ma20_w10,ndaylow20,10,mkt_ma20,2152,112,-0.79,30.5,0.02,-18.43,0.001,"{""2021"": 9.0, ""2022"": -3.3, ""2023"": -2.3, ""2024"": -3.5}"
var11,ma20_w10,ndaylow20,20,none,3190,194,-0.67,33.9,1.21,-25.41,0.048,"{""2021"": 15.4, ""2022"": -8.7, ""2023"": -2.1, ""2024"": 0.3}"
var11,ma20_w10,ndaylow20,20,mkt_ma60,1776,82,-1.23,33.7,0.24,-15.19,0.016,"{""2021"": 12.1, ""2022"": -7.0, ""2023"": -0.2, ""2024"": -4.3}"
