event,confirm,exit,min_hold,filter,n_trades,n_weeks,t_stat,win_rate,cagr,maxdd,calmar,by_year
tm21_25,ma20_w15,water_slope,10,mkt_ma60,1164,76,-1.66,47.6,0.97,-7.35,0.132,"{""2021"": 5.0, ""2022"": -3.4, ""2023"": -0.4, ""2024"": 2.3}"
tm21_25,ma20_w15,water_slope,10,mkt_ma20,1417,103,-3.7,47.3,0.48,-9.21,0.052,"{""2021"": 4.3, ""2022"": -2.8, ""2023"": -0.8, ""2024"": 0.9}"
tm21_25,ma20_w15,water_slope,20,none,2537,186,-3.33,44.9,1.76,-12.93,0.136,"{""2021"": 10.0, ""2022"": -4.6, ""2023"": 1.7, ""2024"": -0.7}"
tm21_25,ma20_w15,water_slope,20,mkt_ma60,1132,74,-2.18,44.8,1.33,-7.62,0.174,"{""2021"": 5.5, ""2022"": -3.6, ""2023"": 0.5, ""2024"": 2.4}"
tm21_25,ma20_w15,water_slope,20,mkt_ma20,1383,102,-2.4,44.6,0.84,-8.77,0.095,"{""2021"": 4.6, ""2022"": -2.6, ""2023"": 0.2, ""2024"": 0.7}"
tm21_25,ma20_w15,ndaylow5,0,none,3582,196,-0.64,37.5,2.54,-9.16,0.277,"{""2021"": 3.8, ""2022"": 1.8, ""2023"": -0.5, ""2024"": 4.3}"
tm21_25,ma20_w15,ndaylow5,0,mkt_ma60,1372,81,-0.59,39.1,1.13,-5.54,0.205,"{""2021"": 0.5, ""2022"": -1.0, ""2023"": 0.4, ""2024"": 4.4}"
tm21_25,ma20_w15,ndaylow5,0,mkt_ma20,1651,106,-1.9,38.9,0.7,-6.0,0.116,"{""2021"": -1.0, ""2022"": 1.0, ""2023"": -0.8, ""2024"": 3.5}"
tm21_25,ma20_w15,ndaylow5,10,none,3406,195,-0.33,44.2,3.04,-10.64,0.286,"{""2021"": 5.1, ""2022"": 1.2, ""2023"": 0.2, ""2024"": 4.8}"
tm21_25,ma20_w15,ndaylow5,10,mkt_ma60,1333,80,-0.46,44.7,1.27,-6.66,0.19,"{""2021"": 1.2, ""2022"": -1.3, ""2023"": 1.0, ""2024"": 3.7}"
tm21_25,ma20_w15,ndaylow5,10,mkt_ma20,1610,105,-1.57,44.0,0.86,-7.21,0.12,"{""2021"": 0.4, ""2022"": 0.2, ""2023"": -0.3, ""2024"": 2.9}"
tm21_25,ma20_w15,ndaylow5,20,none,3156,188,0.36,47.8,3.34,-12.04,0.278,"{""2021"": 8.1, ""2022"": 1.5, ""2023"": -0.6, ""2024"": 3.3}"
tm21_25,ma20_w15,ndaylow5,20,mkt_ma60,1294,74,-0.11,49.1,1.23,-8.96,0.137,"{""2021"": 3.0, ""2022"": -1.7, ""2023"": 1.2, ""2024"": 1.8}"
tm21_25,ma20_w15,ndaylow5,20,mkt_ma20,1573,102,-1.32,46.2,0.76,-9.24,0.082,"{""2021"": 1.8, ""2022"": 1.0, ""2023"": -0.7, ""2024"": 0.6}"
tm21_25,ma20_w15,ndaylow10,0,none,3445,194,-1.4,36.0,2.32,-13.38,0.173,"{""2021"": 8.3, ""2022"": -0.4, ""2023"": -1.5, ""2024"": 2.2}"
tm21_25,ma20_w15,ndaylow10,0,mkt_ma60,1332,79,-1.38,35.1,0.69,-9.14,0.075,"{""2021"": 3.3, ""2022"": -2.3, ""2023"": 0.6, ""2024"": 0.9}"
tm21_25,ma20_w15,ndaylow10,0,mkt_ma20,1614,105,-2.17,34.9,0.59,-9.77,0.06,"{""2021"": 1.7, ""2022"": 0.7, ""2023"": -0.9, ""2024"": 0.6}"
tm21_25,ma20_w15,ndaylow10,10,none,3307,193,-0.27,39.3,3.25,-13.24,0.246,"{""2021"": 10.0, ""2022"": -0.5, ""2023"": -0.7, ""2024"": 3.4}"
tm21_25,ma20_w15,ndaylow10,10,mkt_ma60,1309,78,-0.47,37.9,1.25,-9.3,0.134,"{""2021"": 5.6, ""2022"": -2.4, ""2023"": 0.7, ""2024"": 0.6}"
tm21_25,ma20_w15,ndaylow10,10,mkt_ma20,1583,104,-1.13,37.7,1.05,-9.98,0.105,"{""2021"": 4.0, ""2022"": 0.2, ""2023"": -0.7, ""2024"": 0.3}"
tm21_25,ma20_w15,ndaylow10,20,none,3072,188,0.47,43.9,4.1,-14.21,0.288,"{""2021"": 13.1, ""2022"": -0.6, ""2023"": 0.1, ""2024"": 2.8}"
tm21_25,ma20_w15,ndaylow20,20,none,2828,186,-0.09,37.6,3.2,-21.22,0.151,"{""2021"": 15.5, ""2022"": -4.5, ""2023"": -1.0, ""2024"": 2.4}"
tm21_25,ma20_w15,ndaylow20,20,mkt_ma60,1219,72,-0.7,34.6,0.21,-13.38,0.016,"{""2021"": 8.9, ""2022"": -3.9, ""2023"": -0.3, ""2024"": -3.9}"
tm21_25,ma20_w15,ndaylow20,20,mkt_ma20,1480,101,-0.07,34.1,1.06,-13.71,0.077,"{""2021"": 8.3, ""2022"": -0.8, ""2023"": -0.7, ""2024"": -2.8}"
tm21_25,ma20_w15,hold10,0,none,3549,195,-0.27,50.9,1.86,-4.34,0.428,"{""2021"": 2.9, ""2022"": 1.3, ""2023"": 1.2, ""2024"": 1.7}"
tm21_25,ma20_w15,hold10,0,mkt_ma60,1376,80,0.84,55.5,1.49,-4.27,0.349,"{""2021"": 1.6, ""2022"": -0.4, ""2023"": 0.5, ""2024"": 3.9}"
tm21_25,ma20_w15,hold10,0,mkt_ma20,1652,105,-0.22,54.0,1.33,-4.35,0.306,"{""2021"": 1.0, ""2022"": 0.7, ""2023"": 0.0, ""2024"": 3.5}"
tm21_25,ma20_w15,hold10,10,none,3549,195,-0.27,50.9,1.86,-4.34,0.428,"{""2021"": 2.9, ""2022"": 1.3, ""2023"": 1.2, ""2024"": 1.7}"
tm21_25,ma20_w15,hold10,10,mkt_ma60,1376,80,0.84,55.5,1.49,-4.27,0.349,"{""2021"": 1.6, ""2022"": -0.4, ""2023"": 0.5, ""2024"": 3.9}"
tm21_25,ma20_w15,ndaylow10,20,mkt_ma60,1274,74,-0.3,42.5,1.31,-10.8,0.121,"{""2021"": 7.4, ""2022"": -2.8, ""2023"": 0.9, ""2024"": -0.8}"
tm21_25,ma20_w15,ndaylow10,20,mkt_ma20,1550,102,-0.42,41.3,1.26,-11.46,0.11,"{""2021"": 5.5, ""2022"": 0.5, ""2023"": -0.0, ""2024"": -1.4}"
tm21_25,ma20_w15,ndaylow20,0,none,3124,192,-0.56,33.3,2.54,-20.2,0.126,"{""2021"": 13.8, ""2022"": -3.9, ""2023"": -1.6, ""2024"": 1.5}"
tm21_25,ma20_w15,ndaylow20,0,mkt_ma60,1259,77,-0.87,31.5,0.34,-12.59,0.027,"{""2021"": 7.7, ""2022"": -3.4, ""2023"": -0.3, ""2024"": -2.6}"
tm21_25,ma20_w15,ndaylow20,0,mkt_ma20,1535,104,-0.69,30.9,0.75,-12.91,0.058,"{""2021"": 6.8, ""2022"": -0.6, ""2023"": -0.6, ""2024"": -2.7}"
tm21_25,ma20_w15,ndaylow20,10,none,3020,189,-0.42,34.9,2.8,-19.93,0.141,"{""2021"": 13.6, ""2022"": -4.3, ""2023"": -1.2, ""2024"": 2.6}"
tm21_25,ma20_w15,ndaylow20,10,mkt_ma60,1245,75,-0.7,32.9,0.37,-12.68,0.029,"{""2021"": 8.1, ""2022"": -3.6, ""2023"": -0.3, ""2024"": -2.9}"
tm21_25,ma20_w15,ndaylow20,10,mkt_ma20,1512,103,-0.59,32.1,1.01,-13.05,0.077,"{""2021"": 7.3, ""2022"": -1.1, ""2023"": -0.6, ""2024"": -1.7}"
tm21_25,ma20_w15,hold10,10,mkt_ma20,1652,105,-0.22,54.0,1.33,-4.35,0.306,"{""2021"": 1.0, ""2022"": 0.7, ""2023"": 0.0, ""2024"": 3.5}"
tm21_25,ma20_w15,hold10,20,none,3549,195,-0.27,50.9,1.86,-4.34,0.428,"{""2021"": 2.9, ""2022"": 1.3, ""2023"": 1.2, ""2024"": 1.7}"
tm21_25,ma20_w15,hold10,20,mkt_ma60,1376,80,0.84,55.5,1.49,-4.27,0.349,"{""2021"": 1.6, ""2022"": -0.4, ""2023"": 0.5, ""2024"": 3.9}"
tm21_25,ma20_w15,hold10,20,mkt_ma20,1652,105,-0.22,54.0,1.33,-4.35,0.306,"{""2021"": 1.0, ""2022"": 0.7, ""2023"": 0.0, ""2024"": 3.5}"
tm21_25,ma20_w15,hold20,0,none,3304,192,0.05,53.5,3.98,-7.16,0.557,"{""2021"": 5.8, ""2022"": 2.9, ""2023"": 2.1, ""2024"": 4.3}"
tm21_25,ma20_w15,hold20,0,mkt_ma60,1306,78,1.13,58.3,2.68,-4.59,0.583,"{""2021"": 3.2, ""2022"": -0.6, ""2023"": 2.1, ""2024"": 5.4}"
tm21_25,ma20_w15,hold20,0,mkt_ma20,1600,103,-0.18,54.5,1.92,-4.88,0.393,"{""2021"": 1.9, ""2022"": 1.1, ""2023"": 0.3, ""2024"": 4.1}"
tm21_25,ma20_w15,hold20,10,none,3304,192,0.05,53.5,3.98,-7.16,0.557,"{""2021"": 5.8, ""2022"": 2.9, ""2023"": 2.1, ""2024"": 4.3}"
tm21_25,ma20_w15,hold20,10,mkt_ma60,1306,78,1.13,58.3,2.68,-4.59,0.583,"{""2021"": 3.2, ""2022"": -0.6, ""2023"": 2.1, ""2024"": 5.4}"
tm21_25,ma20_w15,hold20,10,mkt_ma20,1600,103,-0.18,54.5,1.92,-4.88,0.393,"{""2021"": 1.9, ""2022"": 1.1, ""2023"": 0.3, ""2024"": 4.1}"
tm21_25,ma20_w15,hold20,20,none,3304,192,0.05,53.5,3.98,-7.16,0.557,"{""2021"": 5.8, ""2022"": 2.9, ""2023"": 2.1, ""2024"": 4.3}"
tm21_25,ma20_w15,hold20,20,mkt_ma60,1306,78,1.13,58.3,2.68,-4.59,0.583,"{""2021"": 3.2, ""2022"": -0.6, ""2023"": 2.1, ""2024"": 5.4}"
tm21_25,ma20_w15,hold20,20,mkt_ma20,1600,103,-0.18,54.5,1.92,-4.88,0.393,"{""2021"": 1.9, ""2022"": 1.1, ""2023"": 0.3, ""2024"": 4.1}"
tm21_25,ma20_w15,hold30,0,none,3050,189,0.96,52.1,4.79,-8.85,0.541,"{""2021"": 9.5, ""2022"": 2.9, ""2023"": 1.6, ""2024"": 4.2}"
tm21_25,ma20_w15,hold30,0,mkt_ma60,1293,75,0.78,54.1,2.4,-8.53,0.281,"{""2021"": 4.2, ""2022"": -1.0, ""2023"": 1.9, ""2024"": 3.7}"
tm21_25,ma20_w15,hold30,0,mkt_ma20,1536,103,-1.04,51.2,1.38,-8.06,0.171,"{""2021"": 2.8, ""2022"": 0.4, ""2023"": 0.4, ""2024"": 1.6}"
tm21_25,ma20_w15,hold30,10,none,3050,189,0.96,52.1,4.79,-8.85,0.541,"{""2021"": 9.5, ""2022"": 2.9, ""2023"": 1.6, ""2024"": 4.2}"
tm21_25,ma20_w15,hold30,10,mkt_ma60,1293,75,0.78,54.1,2.4,-8.53,0.281,"{""2021"": 4.2, ""2022"": -1.0, ""2023"": 1.9, ""2024"": 3.7}"
tm21_25,ma20_w15,hold30,10,mkt_ma20,1536,103,-1.04,51.2,1.38,-8.06,0.171,"{""2021"": 2.8, ""2022"": 0.4, ""2023"": 0.4, ""2024"": 1.6}"
tm21_25,ma20_w15,hold30,20,none,3050,189,0.96,52.1,4.79,-8.85,0.541,"{""2021"": 9.5, ""2022"": 2.9, ""2023"": 1.6, ""2024"": 4.2}"
tm21_25,ma20_w15,hold30,20,mkt_ma60,1293,75,0.78,54.1,2.4,-8.53,0.281,"{""2021"": 4.2, ""2022"": -1.0, ""2023"": 1.9, ""2024"": 3.7}"
tm21_25,ma20_w15,hold30,20,mkt_ma20,1536,103,-1.04,51.2,1.38,-8.06,0.171,"{""2021"": 2.8, ""2022"": 0.4, ""2023"": 0.4, ""2024"": 1.6}"
tm21_25,ma20_w15,zhz_break,0,none,0,0,0.0,0.0,4.35,-30.96,0.14,"{""2021"": 26.9, ""2022"": -11.7, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w15,zhz_break,0,mkt_ma60,0,0,0.0,0.0,4.14,-28.37,0.146,"{""2021"": 23.0, ""2022"": -10.5, ""2023"": 3.9, ""2024"": -1.2}"
tm21_25,ma20_w20,guanbian_dn,0,none,3634,196,-0.5,41.4,2.53,-7.08,0.357,"{""2021"": 2.4, ""2022"": 2.4, ""2023"": 0.6, ""2024"": 4.3}"
tm21_25,ma20_w20,guanbian_dn,0,mkt_ma60,1390,81,0.6,44.9,1.88,-4.31,0.436,"{""2021"": 1.1, ""2022"": -0.7, ""2023"": 1.0, ""2024"": 5.7}"
tm21_25,ma20_w20,guanbian_dn,0,mkt_ma20,1672,106,-0.32,44.3,1.55,-4.47,0.346,"{""2021"": 0.1, ""2022"": 1.5, ""2023"": -0.2, ""2024"": 4.6}"
tm21_25,ma20_w20,guanbian_dn,10,none,3522,194,0.28,45.7,3.12,-7.24,0.432,"{""2021"": 3.5, ""2022"": 2.4, ""2023"": 1.2, ""2024"": 4.8}"
tm21_25,ma20_w20,guanbian_dn,10,mkt_ma60,1368,79,1.04,48.2,1.96,-4.32,0.453,"{""2021"": 1.6, ""2022"": -0.5, ""2023"": 1.3, ""2024"": 5.0}"
tm21_25,ma20_w20,guanbian_dn,10,mkt_ma20,1645,105,-0.38,47.0,1.48,-4.64,0.319,"{""2021"": 0.4, ""2022"": 1.0, ""2023"": 0.2, ""2024"": 4.1}"
tm21_25,ma20_w20,guanbian_dn,20,none,3259,191,0.95,51.4,3.75,-9.69,0.387,"{""2021"": 6.2, ""2022"": 3.0, ""2023"": 1.7, ""2024"": 3.4}"
tm21_25,ma20_w20,guanbian_dn,20,mkt_ma60,1308,77,0.72,54.7,1.9,-6.55,0.29,"{""2021"": 2.7, ""2022"": -1.0, ""2023"": 1.9, ""2024"": 3.5}"
tm21_25,ma20_w15,zhz_break,0,mkt_ma20,0,0,0.0,0.0,3.91,-28.95,0.135,"{""2021"": 22.3, ""2022"": -9.8, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w15,zhz_break,10,none,0,0,0.0,0.0,4.35,-30.96,0.14,"{""2021"": 26.9, ""2022"": -11.7, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w15,zhz_break,10,mkt_ma60,0,0,0.0,0.0,4.14,-28.37,0.146,"{""2021"": 23.0, ""2022"": -10.5, ""2023"": 3.9, ""2024"": -1.2}"
tm21_25,ma20_w15,zhz_break,10,mkt_ma20,0,0,0.0,0.0,3.91,-28.95,0.135,"{""2021"": 22.3, ""2022"": -9.8, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w15,zhz_break,20,none,0,0,0.0,0.0,4.35,-30.96,0.14,"{""2021"": 26.9, ""2022"": -11.7, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w15,zhz_break,20,mkt_ma60,0,0,0.0,0.0,4.14,-28.37,0.146,"{""2021"": 23.0, ""2022"": -10.5, ""2023"": 3.9, ""2024"": -1.2}"
tm21_25,ma20_w15,zhz_break,20,mkt_ma20,0,0,0.0,0.0,3.91,-28.95,0.135,"{""2021"": 22.3, ""2022"": -9.8, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w15,giveback,0,none,617,108,13.53,99.5,5.3,-25.68,0.207,"{""2021"": 24.1, ""2022"": -8.9, ""2023"": 3.6, ""2024"": 1.0}"
tm21_25,ma20_w15,giveback,0,mkt_ma60,456,54,11.03,99.6,4.91,-20.63,0.238,"{""2021"": 18.4, ""2022"": -6.2, ""2023"": 0.8, ""2024"": 5.4}"
tm21_25,ma20_w15,giveback,0,mkt_ma20,497,77,15.43,99.8,5.26,-21.02,0.25,"{""2021"": 16.8, ""2022"": -4.4, ""2023"": 0.6, ""2024"": 6.0}"
tm21_25,ma20_w15,giveback,10,none,617,108,13.53,99.5,5.3,-25.68,0.207,"{""2021"": 24.1, ""2022"": -8.9, ""2023"": 3.6, ""2024"": 1.0}"
tm21_25,ma20_w15,giveback,10,mkt_ma60,456,54,11.03,99.6,4.91,-20.63,0.238,"{""2021"": 18.4, ""2022"": -6.2, ""2023"": 0.8, ""2024"": 5.4}"
tm21_25,ma20_w15,giveback,10,mkt_ma20,497,77,15.43,99.8,5.26,-21.02,0.25,"{""2021"": 16.8, ""2022"": -4.4, ""2023"": 0.6, ""2024"": 6.0}"
tm21_25,ma20_w15,giveback,20,none,617,108,13.53,99.5,5.3,-25.68,0.207,"{""2021"": 24.1, ""2022"": -8.9, ""2023"": 3.6, ""2024"": 1.0}"
tm21_25,ma20_w15,giveback,20,mkt_ma60,456,54,11.03,99.6,4.91,-20.63,0.238,"{""2021"": 18.4, ""2022"": -6.2, ""2023"": 0.8, ""2024"": 5.4}"
tm21_25,ma20_w15,giveback,20,mkt_ma20,497,77,15.43,99.8,5.26,-21.02,0.25,"{""2021"": 16.8, ""2022"": -4.4, ""2023"": 0.6, ""2024"": 6.0}"
tm21_25,ma20_w20,guanbian_dn,20,mkt_ma20,1598,103,-0.54,51.3,1.36,-6.94,0.195,"{""2021"": 1.8, ""2022"": 1.3, ""2023"": -0.1, ""2024"": 2.2}"
tm21_25,ma20_w20,trend_dn,0,none,0,0,0.0,0.0,4.36,-30.97,0.141,"{""2021"": 27.0, ""2022"": -11.7, ""2023"": 3.6, ""2024"": -2.0}"
tm21_25,ma20_w20,trend_dn,0,mkt_ma60,0,0,0.0,0.0,4.17,-28.37,0.147,"{""2021"": 23.1, ""2022"": -10.5, ""2023"": 3.9, ""2024"": -1.2}"
tm21_25,ma20_w20,trend_dn,0,mkt_ma20,0,0,0.0,0.0,3.91,-28.95,0.135,"{""2021"": 22.3, ""2022"": -9.8, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w20,trend_dn,10,none,0,0,0.0,0.0,4.36,-30.97,0.141,"{""2021"": 27.0, ""2022"": -11.7, ""2023"": 3.6, ""2024"": -2.0}"
tm21_25,ma20_w20,trend_dn,10,mkt_ma60,0,0,0.0,0.0,4.17,-28.37,0.147,"{""2021"": 23.1, ""2022"": -10.5, ""2023"": 3.9, ""2024"": -1.2}"
tm21_25,ma20_w20,trend_dn,10,mkt_ma20,0,0,0.0,0.0,3.91,-28.95,0.135,"{""2021"": 22.3, ""2022"": -9.8, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w20,trend_dn,20,none,0,0,0.0,0.0,4.36,-30.97,0.141,"{""2021"": 27.0, ""2022"": -11.7, ""2023"": 3.6, ""2024"": -2.0}"
tm21_25,ma20_w20,trend_dn,20,mkt_ma60,0,0,0.0,0.0,4.17,-28.37,0.147,"{""2021"": 23.1, ""2022"": -10.5, ""2023"": 3.9, ""2024"": -1.2}"
tm21_25,ma20_w20,trend_dn,20,mkt_ma20,0,0,0.0,0.0,3.91,-28.95,0.135,"{""2021"": 22.3, ""2022"": -9.8, ""2023"": 3.7, ""2024"": -2.0}"
tm21_25,ma20_w20,v1_tp_or_td,0,none,3635,196,-0.46,40.9,2.54,-7.07,0.359,"{""2021"": 2.3, ""2022"": 2.5, ""2023"": 0.6, ""2024"": 4.3}"
tm21_25,ma20_w20,v1_tp_or_td,0,mkt_ma60,1390,81,0.61,44.5,1.86,-4.31,0.432,"{""2021"": 1.1, ""2022"": -0.7, ""2023"": 1.0, ""2024"": 5.7}"
tm21_25,ma20_w20,v1_tp_or_td,0,mkt_ma20,1672,106,-0.22,43.8,1.54,-4.46,0.345,"{""2021"": 0.1, ""2022"": 1.4, ""2023"": -0.2, ""2024"": 4.6}"
tm21_25,ma20_w20,v1_tp_or_td,10,none,3522,194,0.32,45.5,3.13,-7.22,0.434,"{""2021"": 3.5, ""2022"": 2.4, ""2023"": 1.3, ""2024"": 4.8}"
tm21_25,ma20_w20,v1_tp_or_td,10,mkt_ma60,1368,79,1.05,48.1,1.96,-4.32,0.453,"{""2021"": 1.6, ""2022"": -0.5, ""2023"": 1.3, ""2024"": 5.1}"
tm21_25,ma20_w20,v1_tp_or_td,10,mkt_ma20,1645,105,-0.32,46.7,1.48,-4.63,0.319,"{""2021"": 0.4, ""2022"": 1.0, ""2023"": 0.2, ""2024"": 4.1}"
tm21_25,ma20_w20,v1_tp_or_td,20,none,3259,191,0.97,51.4,3.77,-9.69,0.389,"{""2021"": 6.2, ""2022"": 3.0, ""2023"": 1.7, ""2024"": 3.4}"
tm21_25,ma20_w20,v1_tp_or_td,20,mkt_ma60,1308,77,0.74,54.7,1.91,-6.55,0.291,"{""2021"": 2.7, ""2022"": -1.0, ""2023"": 1.9, ""2024"": 3.5}"
tm21_25,ma20_w20,v1_tp_or_td,20,mkt_ma20,1598,103,-0.52,51.3,1.36,-6.94,0.197,"{""2021"": 1.8, ""2022"": 1.3, ""2023"": -0.1, ""2024"": 2.2}"
tm21_25,ma20_w20,water_slope,0,none,2833,189,-5.86,40.7,-1.31,-15.21,-0.086,"{""2021"": 6.2, ""2022"": -7.5, ""2023"": 1.0, ""2024"": -4.8}"
tm21_25,ma20_w20,water_slope,0,mkt_ma60,1189,77,-2.8,44.0,0.12,-8.13,0.015,"{""2021"": 4.3, ""2022"": -3.3, ""2023"": -0.6, ""2024"": -0.2}"
tm21_25,ma20_w20,water_slope,0,mkt_ma20,1449,103,-4.06,42.1,-0.46,-10.24,-0.045,"{""2021"": 3.8, ""2022"": -3.4, ""2023"": -0.7, ""2024"": -1.6}"
tm21_25,ma20_w20,water_slope,10,none,2741,188,-3.85,45.5,0.37,-13.74,0.027,"{""2021"": 8.9, ""2022"": -5.9, ""2023"": 0.9, ""2024"": -2.7}"
tm21_25,ma20_w20,water_slope,10,mkt_ma60,1169,76,-1.65,47.6,0.98,-7.38,0.132,"{""2021"": 5.0, ""2022"": -3.4, ""2023"": -0.5, ""2024"": 2.3}"
tm21_25,ma20_w20,water_slope,10,mkt_ma20,1425,103,-3.75,47.2,0.45,-9.31,0.049,"{""2021"": 4.3, ""2022"": -2.8, ""2023"": -0.7, ""2024"": 0.7}"
tm21_25,ma20_w20,water_slope,20,none,2550,186,-3.34,44.9,1.7,-13.04,0.131,"{""2021"": 10.0, ""2022"": -4.6, ""2023"": 1.8, ""2024"": -1.0}"
tm21_25,ma20_w20,water_slope,20,mkt_ma60,1137,74,-2.17,44.8,1.33,-7.64,0.174,"{""2021"": 5.5, ""2022"": -3.6, ""2023"": 0.5, ""2024"": 2.4}"
tm21_25,ma20_w20,water_slope,20,mkt_ma20,1390,102,-2.39,44.7,0.82,-8.78,0.094,"{""2021"": 4.6, ""2022"": -2.6, ""2023"": 0.3, ""2024"": 0.6}"
tm21_25,ma20_w20,ndaylow5,0,none,3596,196,-0.65,37.5,2.53,-9.16,0.276,"{""2021"": 3.8, ""2022"": 1.8, ""2023"": -0.5, ""2024"": 4.3}"
tm21_25,ma20_w20,ndaylow5,0,mkt_ma60,1377,81,-0.6,39.1,1.13,-5.54,0.204,"{""2021"": 0.5, ""2022"": -1.0, ""2023"": 0.4, ""2024"": 4.4}"
tm21_25,ma20_w20,ndaylow5,0,mkt_ma20,1659,106,-1.9,38.9,0.69,-6.0,0.115,"{""2021"": -1.0, ""2022"": 1.0, ""2023"": -0.8, ""2024"": 3.5}"
tm21_25,ma20_w20,ndaylow5,10,none,3420,195,-0.31,44.2,3.04,-10.66,0.285,"{""2021"": 5.1, ""2022"": 1.2, ""2023"": 0.2, ""2024"": 4.8}"
tm21_25,ma20_w20,ndaylow5,10,mkt_ma60,1338,80,-0.45,44.8,1.27,-6.68,0.191,"{""2021"": 1.3, ""2022"": -1.3, ""2023"": 1.0, ""2024"": 3.7}"
tm21_25,ma20_w20,ndaylow5,10,mkt_ma20,1618,105,-1.56,44.0,0.86,-7.24,0.119,"{""2021"": 0.4, ""2022"": 0.2, ""2023"": -0.3, ""2024"": 2.9}"
tm21_25,ma20_w20,ndaylow5,20,none,3170,188,0.4,47.9,3.41,-12.06,0.282,"{""2021"": 8.1, ""2022"": 1.7, ""2023"": -0.6, ""2024"": 3.4}"
tm21_25,ma20_w20,ndaylow5,20,mkt_ma60,1299,74,-0.09,49.0,1.23,-8.99,0.137,"{""2021"": 3.0, ""2022"": -1.7, ""2023"": 1.2, ""2024"": 1.8}"
tm21_25,ma20_w20,ndaylow5,20,mkt_ma20,1581,102,-1.25,46.3,0.81,-9.27,0.087,"{""2021"": 1.8, ""2022"": 1.2, ""2023"": -0.7, ""2024"": 0.6}"
tm21_25,ma20_w20,ndaylow10,0,none,3459,194,-1.39,36.0,2.34,-13.36,0.175,"{""2021"": 8.3, ""2022"": -0.3, ""2023"": -1.6, ""2024"": 2.2}"
tm21_25,ma20_w20,ndaylow10,0,mkt_ma60,1337,79,-1.39,35.2,0.68,-9.17,0.075,"{""2021"": 3.3, ""2022"": -2.3, ""2023"": 0.6, ""2024"": 0.9}"
tm21_25,ma20_w20,ndaylow10,0,mkt_ma20,1622,105,-2.11,35.0,0.62,-9.8,0.063,"{""2021"": 1.7, ""2022"": 0.8, ""2023"": -1.0, ""2024"": 0.6}"
tm21_25,ma20_w20,ndaylow10,10,none,3321,193,-0.22,39.3,3.29,-13.21,0.249,"{""2021"": 10.0, ""2022"": -0.3, ""2023"": -0.7, ""2024"": 3.4}"
tm21_25,ma20_w20,ndaylow10,10,mkt_ma60,1314,78,-0.42,38.0,1.27,-9.33,0.136,"{""2021"": 5.7, ""2022"": -2.4, ""2023"": 0.7, ""2024"": 0.6}"
tm21_25,ma20_w20,ndaylow10,10,mkt_ma20,1591,104,-1.05,37.8,1.1,-10.01,0.11,"{""2021"": 4.0, ""2022"": 0.4, ""2023"": -0.7, ""2024"": 0.3}"
tm21_25,ma20_w20,ndaylow10,20,none,3085,188,0.5,43.9,4.16,-14.22,0.292,"{""2021"": 13.2, ""2022"": -0.5, ""2023"": 0.1, ""2024"": 2.9}"
tm21_25,ma20_w20,ndaylow10,20,mkt_ma60,1279,74,-0.29,42.5,1.32,-10.83,0.122,"{""2021"": 7.4, ""2022"": -2.8, ""2023"": 0.9, ""2024"": -0.8}"
tm21_25,ma20_w20,ndaylow10,20,mkt_ma20,1558,102,-0.4,41.3,1.3,-11.48,0.113,"{""2021"": 5.5, ""2022"": 0.7, ""2023"": -0.1, ""2024"": -1.4}"
tm21_25,ma20_w20,ndaylow20,0,none,3135,192,-0.57,33.3,2.54,-20.29,0.125,"{""2021"": 13.8, ""2022"": -3.9, ""2023"": -1.6, ""2024"": 1.5}"
tm21_25,ma20_w20,ndaylow20,0,mkt_ma60,1263,77,-0.92,31.5,0.33,-12.63,0.026,"{""2021"": 7.6, ""2022"": -3.4, ""2023"": -0.4, ""2024"": -2.7}"
tm21_25,ma20_w20,ndaylow20,0,mkt_ma20,1542,104,-0.68,30.9,0.76,-12.94,0.059,"{""2021"": 6.8, ""2022"": -0.6, ""2023"": -0.5, ""2024"": -2.8}"
tm21_25,ma20_w20,ndaylow20,10,none,3031,189,-0.4,34.9,2.83,-20.02,0.142,"{""2021"": 13.8, ""2022"": -4.3, ""2023"": -1.1, ""2024"": 2.5}"
tm21_25,ma20_w20,ndaylow20,10,mkt_ma60,1249,75,-0.65,32.9,0.4,-12.71,0.031,"{""2021"": 8.3, ""2022"": -3.6, ""2023"": -0.3, ""2024"": -3.0}"
tm21_25,ma20_w20,ndaylow20,10,mkt_ma20,1519,103,-0.58,32.1,1.02,-13.08,0.078,"{""2021"": 7.3, ""2022"": -1.0, ""2023"": -0.5, ""2024"": -1.8}"
tm21_25,ma20_w20,ndaylow20,20,none,2839,186,-0.08,37.6,3.25,-21.28,0.153,"{""2021"": 15.6, ""2022"": -4.5, ""2023"": -1.0, ""2024"": 2.3}"
