period,strategy,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,vs_bh
second_half,exit_trend_down,603005,晶方科技,先进封装/封测,0,0.0,63.12,-26.07,0.0,0.0,0.0,44.97,18.15
second_half,exit_hold_or_trend_down,603005,晶方科技,先进封装/封测,2,100.0,25.33,-7.09,3.57,12.27,31.0,44.97,-19.64
second_half,exit_mu_ma_or_hold,603005,晶方科技,先进封装/封测,2,100.0,10.19,-4.32,2.36,5.34,10.5,44.97,-34.78
second_half,exit_cao_pan_or_hold,603005,晶方科技,先进封装/封测,2,50.0,-0.2,-3.17,-0.06,0.17,3.0,44.97,-45.17
second_half,exit_shou_cang_or_hold,603005,晶方科技,先进封装/封测,2,50.0,-0.2,-3.17,-0.06,0.17,3.0,44.97,-45.17
full,exit_hold_line_disappear,002371,北方华创,半导体设备,5,20.0,-0.22,-24.87,-0.01,0.85,7.4,229.61,-229.83
full,exit_shou_cang_disappear,002371,北方华创,半导体设备,5,40.0,30.02,-19.84,1.51,7.03,10.0,229.61,-199.59
full,exit_mu_ma_disappear,002371,北方华创,半导体设备,5,40.0,19.75,-26.17,0.75,5.45,11.2,229.61,-209.86
full,exit_cao_pan_disappear,002371,北方华创,半导体设备,5,40.0,29.65,-20.06,1.48,6.95,9.2,229.61,-199.96
full,exit_trend_down,002371,北方华创,半导体设备,0,0.0,260.34,-23.03,0.0,0.0,0.0,229.61,30.73
full,exit_hold_or_trend_down,002371,北方华创,半导体设备,5,20.0,-0.22,-24.87,-0.01,0.85,7.4,229.61,-229.83
full,exit_mu_ma_or_hold,002371,北方华创,半导体设备,5,40.0,3.67,-23.12,0.16,1.6,6.8,229.61,-225.94
full,exit_cao_pan_or_hold,002371,北方华创,半导体设备,5,40.0,12.24,-16.77,0.73,3.11,4.8,229.61,-217.37
full,exit_shou_cang_or_hold,002371,北方华创,半导体设备,5,40.0,12.24,-16.77,0.73,3.11,4.8,229.61,-217.37
first_half,exit_hold_line_disappear,002371,北方华创,半导体设备,5,20.0,-0.22,-24.87,-0.01,0.85,7.4,30.44,-30.66
first_half,exit_shou_cang_disappear,002371,北方华创,半导体设备,5,40.0,30.02,-19.84,1.51,7.03,10.0,30.44,-0.42
first_half,exit_mu_ma_disappear,002371,北方华创,半导体设备,5,40.0,19.75,-26.17,0.75,5.45,11.2,30.44,-10.69
first_half,exit_cao_pan_disappear,002371,北方华创,半导体设备,5,40.0,29.65,-20.06,1.48,6.95,9.2,30.44,-0.79
first_half,exit_trend_down,002371,北方华创,半导体设备,0,0.0,42.78,-23.03,0.0,0.0,0.0,30.44,12.34
first_half,exit_hold_or_trend_down,002371,北方华创,半导体设备,5,20.0,-0.22,-24.87,-0.01,0.85,7.4,30.44,-30.66
first_half,exit_mu_ma_or_hold,002371,北方华创,半导体设备,5,40.0,3.67,-23.12,0.16,1.6,6.8,30.44,-26.77
first_half,exit_cao_pan_or_hold,002371,北方华创,半导体设备,5,40.0,12.24,-16.77,0.73,3.11,4.8,30.44,-18.2
first_half,exit_shou_cang_or_hold,002371,北方华创,半导体设备,5,40.0,12.24,-16.77,0.73,3.11,4.8,30.44,-18.2
second_half,exit_hold_line_disappear,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_shou_cang_disappear,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_mu_ma_disappear,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_cao_pan_disappear,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_trend_down,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_hold_or_trend_down,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_mu_ma_or_hold,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_cao_pan_or_hold,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
second_half,exit_shou_cang_or_hold,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-150.09
full,exit_hold_line_disappear,300054,鼎龙股份,半导体材料,4,25.0,-17.3,-19.03,-0.91,-4.34,8.5,334.99,-352.29
full,exit_shou_cang_disappear,300054,鼎龙股份,半导体材料,5,40.0,20.7,-14.17,1.46,5.25,16.0,334.99,-314.29
full,exit_mu_ma_disappear,300054,鼎龙股份,半导体材料,5,40.0,16.04,-15.26,1.05,4.57,9.2,334.99,-318.95
full,exit_cao_pan_disappear,300054,鼎龙股份,半导体材料,6,33.33,16.95,-20.89,0.81,3.85,9.7,334.99,-318.04
full,exit_trend_down,300054,鼎龙股份,半导体材料,0,0.0,319.85,-19.57,0.0,0.0,0.0,334.99,-15.14
full,exit_hold_or_trend_down,300054,鼎龙股份,半导体材料,4,25.0,-17.3,-19.03,-0.91,-4.34,8.5,334.99,-352.29
full,exit_mu_ma_or_hold,300054,鼎龙股份,半导体材料,5,40.0,17.96,-13.86,1.3,5.03,8.4,334.99,-317.03
full,exit_cao_pan_or_hold,300054,鼎龙股份,半导体材料,6,33.33,20.79,-13.37,1.56,4.59,6.8,334.99,-314.2
full,exit_shou_cang_or_hold,300054,鼎龙股份,半导体材料,5,20.0,-18.09,-19.81,-0.91,-3.63,7.0,334.99,-353.08
first_half,exit_hold_line_disappear,300054,鼎龙股份,半导体材料,3,0.0,-17.7,-18.28,-0.97,-6.04,7.3,32.48,-50.18
first_half,exit_shou_cang_disappear,300054,鼎龙股份,半导体材料,4,25.0,20.15,-13.37,1.51,6.39,12.2,32.48,-12.33
first_half,exit_mu_ma_disappear,300054,鼎龙股份,半导体材料,4,25.0,15.47,-14.47,1.07,5.52,8.5,32.48,-17.01
first_half,exit_cao_pan_disappear,300054,鼎龙股份,半导体材料,5,20.0,16.38,-20.16,0.81,4.47,9.2,32.48,-16.1
first_half,exit_trend_down,300054,鼎龙股份,半导体材料,0,0.0,28.04,-19.57,0.0,0.0,0.0,32.48,-4.44
first_half,exit_hold_or_trend_down,300054,鼎龙股份,半导体材料,3,0.0,-17.7,-18.28,-0.97,-6.04,7.3,32.48,-50.18
first_half,exit_mu_ma_or_hold,300054,鼎龙股份,半导体材料,4,25.0,17.38,-13.06,1.33,6.1,7.5,32.48,-15.1
first_half,exit_cao_pan_or_hold,300054,鼎龙股份,半导体材料,5,20.0,20.2,-12.57,1.61,5.36,5.8,32.48,-12.28
first_half,exit_shou_cang_or_hold,300054,鼎龙股份,半导体材料,4,0.0,-18.49,-19.07,-0.97,-4.72,5.8,32.48,-50.97
second_half,exit_hold_line_disappear,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_shou_cang_disappear,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_mu_ma_disappear,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_cao_pan_disappear,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_trend_down,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_hold_or_trend_down,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_mu_ma_or_hold,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_cao_pan_or_hold,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
second_half,exit_shou_cang_or_hold,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-217.22
full,exit_hold_line_disappear,300502,新易盛,光模块,4,75.0,9.52,-35.58,0.27,5.16,17.2,975.45,-965.93
full,exit_shou_cang_disappear,300502,新易盛,光模块,4,50.0,-21.9,-38.25,-0.57,-3.25,12.0,975.45,-997.35
full,exit_mu_ma_disappear,300502,新易盛,光模块,5,60.0,53.26,-21.22,2.51,10.77,17.0,975.45,-922.19
full,exit_cao_pan_disappear,300502,新易盛,光模块,5,40.0,6.42,-17.16,0.37,2.18,7.4,975.45,-969.03
full,exit_trend_down,300502,新易盛,光模块,0,0.0,764.86,-50.93,0.0,0.0,0.0,975.45,-210.59
full,exit_hold_or_trend_down,300502,新易盛,光模块,4,75.0,9.52,-35.58,0.27,5.16,17.2,975.45,-965.93
full,exit_mu_ma_or_hold,300502,新易盛,光模块,5,60.0,34.04,-21.22,1.6,7.28,13.2,975.45,-941.41
full,exit_cao_pan_or_hold,300502,新易盛,光模块,5,40.0,10.01,-17.16,0.58,3.02,6.6,975.45,-965.44
full,exit_shou_cang_or_hold,300502,新易盛,光模块,4,50.0,-10.17,-32.32,-0.31,-0.17,10.0,975.45,-985.62
first_half,exit_hold_line_disappear,300502,新易盛,光模块,2,50.0,-28.66,-35.5,-0.81,-14.01,12.5,54.99,-83.65
first_half,exit_shou_cang_disappear,300502,新易盛,光模块,2,0.0,-38.16,-38.16,-1.0,-19.64,9.0,54.99,-93.15
first_half,exit_mu_ma_disappear,300502,新易盛,光模块,3,33.33,-12.69,-21.22,-0.6,-4.1,7.3,54.99,-67.68
first_half,exit_cao_pan_disappear,300502,新易盛,光模块,3,0.0,-17.0,-17.16,-0.99,-5.75,3.0,54.99,-71.99
first_half,exit_trend_down,300502,新易盛,光模块,0,0.0,24.82,-50.93,0.0,0.0,0.0,54.99,-30.17
first_half,exit_hold_or_trend_down,300502,新易盛,光模块,2,50.0,-28.66,-35.5,-0.81,-14.01,12.5,54.99,-83.65
first_half,exit_mu_ma_or_hold,300502,新易盛,光模块,3,33.33,-12.69,-21.22,-0.6,-4.1,7.3,54.99,-67.68
first_half,exit_cao_pan_or_hold,300502,新易盛,光模块,3,0.0,-17.0,-17.16,-0.99,-5.75,3.0,54.99,-71.99
first_half,exit_shou_cang_or_hold,300502,新易盛,光模块,2,0.0,-32.23,-32.23,-1.0,-16.53,8.0,54.99,-87.22
second_half,exit_hold_line_disappear,300502,新易盛,光模块,2,100.0,53.52,-8.2,6.52,24.34,22.0,283.5,-229.98
second_half,exit_shou_cang_disappear,300502,新易盛,光模块,2,100.0,26.3,-12.52,2.1,13.14,15.0,283.5,-257.2
second_half,exit_mu_ma_disappear,300502,新易盛,光模块,2,100.0,75.54,-13.74,5.5,33.06,31.5,283.5,-207.96
second_half,exit_cao_pan_disappear,300502,新易盛,光模块,2,100.0,28.21,-11.2,2.52,14.08,14.0,283.5,-255.29
second_half,exit_trend_down,300502,新易盛,光模块,0,0.0,116.43,-22.32,0.0,0.0,0.0,283.5,-167.07
second_half,exit_hold_or_trend_down,300502,新易盛,光模块,2,100.0,53.52,-8.2,6.52,24.34,22.0,283.5,-229.98
second_half,exit_mu_ma_or_hold,300502,新易盛,光模块,2,100.0,53.52,-8.2,6.52,24.34,22.0,283.5,-229.98
second_half,exit_cao_pan_or_hold,300502,新易盛,光模块,2,100.0,32.54,-8.2,3.97,16.19,12.0,283.5,-250.96
second_half,exit_shou_cang_or_hold,300502,新易盛,光模块,2,100.0,32.54,-8.2,3.97,16.19,12.0,283.5,-250.96
full,exit_hold_line_disappear,002281,光迅科技,光模块,5,60.0,19.34,-20.08,0.96,4.6,15.6,568.86,-549.52
full,exit_shou_cang_disappear,002281,光迅科技,光模块,5,60.0,38.55,-17.26,2.23,9.27,11.6,568.86,-530.31
full,exit_mu_ma_disappear,002281,光迅科技,光模块,5,40.0,-0.2,-17.01,-0.01,0.65,10.0,568.86,-569.06
full,exit_cao_pan_disappear,002281,光迅科技,光模块,5,40.0,-13.14,-17.01,-0.77,-2.4,3.0,568.86,-582.0
full,exit_trend_down,002281,光迅科技,光模块,0,0.0,553.17,-33.32,0.0,0.0,0.0,568.86,-15.69
full,exit_hold_or_trend_down,002281,光迅科技,光模块,5,60.0,19.34,-20.08,0.96,4.6,15.6,568.86,-549.52
full,exit_mu_ma_or_hold,002281,光迅科技,光模块,5,40.0,0.56,-17.01,0.03,0.83,7.6,568.86,-568.3
full,exit_cao_pan_or_hold,002281,光迅科技,光模块,5,40.0,-13.14,-17.01,-0.77,-2.4,3.0,568.86,-582.0
full,exit_shou_cang_or_hold,002281,光迅科技,光模块,5,60.0,4.1,-17.26,0.24,1.49,6.4,568.86,-564.76
first_half,exit_hold_line_disappear,002281,光迅科技,光模块,4,50.0,0.75,-20.08,0.04,1.06,13.0,31.82,-31.07
first_half,exit_shou_cang_disappear,002281,光迅科技,光模块,4,50.0,35.42,-17.26,2.05,10.94,13.8,31.82,3.6
first_half,exit_mu_ma_disappear,002281,光迅科技,光模块,4,25.0,-15.1,-17.01,-0.89,-3.65,3.0,31.82,-46.92
first_half,exit_cao_pan_disappear,002281,光迅科技,光模块,4,25.0,-15.1,-17.01,-0.89,-3.65,3.0,31.82,-46.92
first_half,exit_trend_down,002281,光迅科技,光模块,0,0.0,28.93,-33.32,0.0,0.0,0.0,31.82,-2.89
first_half,exit_hold_or_trend_down,002281,光迅科技,光模块,4,50.0,0.75,-20.08,0.04,1.06,13.0,31.82,-31.07
first_half,exit_mu_ma_or_hold,002281,光迅科技,光模块,4,25.0,-15.1,-17.01,-0.89,-3.65,3.0,31.82,-46.92
first_half,exit_cao_pan_or_hold,002281,光迅科技,光模块,4,25.0,-15.1,-17.01,-0.89,-3.65,3.0,31.82,-46.92
first_half,exit_shou_cang_or_hold,002281,光迅科技,光模块,4,50.0,1.75,-17.26,0.1,1.22,7.2,31.82,-30.07
second_half,exit_hold_line_disappear,002281,光迅科技,光模块,1,100.0,18.45,-9.04,2.04,18.76,26.0,327.13,-308.68
second_half,exit_shou_cang_disappear,002281,光迅科技,光模块,1,100.0,22.35,-11.57,1.93,22.67,40.0,327.13,-304.78
second_half,exit_mu_ma_disappear,002281,光迅科技,光模块,1,100.0,17.55,-11.68,1.5,17.86,38.0,327.13,-309.58
second_half,exit_cao_pan_disappear,002281,光迅科技,光模块,1,100.0,2.31,-1.01,2.28,2.58,3.0,327.13,-324.82
second_half,exit_trend_down,002281,光迅科技,光模块,0,0.0,268.5,-21.28,0.0,0.0,0.0,327.13,-58.63
second_half,exit_hold_or_trend_down,002281,光迅科技,光模块,1,100.0,18.45,-9.04,2.04,18.76,26.0,327.13,-308.68
second_half,exit_mu_ma_or_hold,002281,光迅科技,光模块,1,100.0,18.45,-9.04,2.04,18.76,26.0,327.13,-308.68
second_half,exit_cao_pan_or_hold,002281,光迅科技,光模块,1,100.0,2.31,-1.01,2.28,2.58,3.0,327.13,-324.82
second_half,exit_shou_cang_or_hold,002281,光迅科技,光模块,1,100.0,18.45,-9.04,2.04,18.76,26.0,327.13,-308.68
full,exit_hold_line_disappear,603083,剑桥科技,光模块,4,50.0,-0.39,-13.63,-0.03,0.24,9.2,637.87,-638.26
full,exit_shou_cang_disappear,603083,剑桥科技,光模块,5,40.0,46.37,-31.32,1.48,10.91,13.2,637.87,-591.5
full,exit_mu_ma_disappear,603083,剑桥科技,光模块,5,40.0,-0.06,-13.63,-0.0,0.29,8.0,637.87,-637.93
full,exit_cao_pan_disappear,603083,剑桥科技,光模块,5,20.0,-12.75,-12.75,-1.0,-2.4,3.0,637.87,-650.62
full,exit_trend_down,603083,剑桥科技,光模块,0,0.0,672.29,-46.69,0.0,0.0,0.0,637.87,34.42
full,exit_hold_or_trend_down,603083,剑桥科技,光模块,4,50.0,-0.39,-13.63,-0.03,0.24,9.2,637.87,-638.26
full,exit_mu_ma_or_hold,603083,剑桥科技,光模块,5,40.0,-0.06,-13.63,-0.0,0.29,8.0,637.87,-637.93
full,exit_cao_pan_or_hold,603083,剑桥科技,光模块,5,20.0,-12.75,-12.75,-1.0,-2.4,3.0,637.87,-650.62
full,exit_shou_cang_or_hold,603083,剑桥科技,光模块,5,40.0,2.86,-26.48,0.11,1.11,7.2,637.87,-635.01
first_half,exit_hold_line_disappear,603083,剑桥科技,光模块,3,33.33,-4.65,-11.12,-0.42,-1.27,7.3,64.04,-68.69
first_half,exit_shou_cang_disappear,603083,剑桥科技,光模块,4,50.0,55.54,-29.24,1.9,15.05,15.8,64.04,-8.5
first_half,exit_mu_ma_disappear,603083,剑桥科技,光模块,4,25.0,-4.33,-10.83,-0.4,-0.82,6.2,64.04,-68.37
first_half,exit_cao_pan_disappear,603083,剑桥科技,光模块,4,25.0,-7.28,-10.12,-0.72,-1.59,3.0,64.04,-71.32
first_half,exit_trend_down,603083,剑桥科技,光模块,0,0.0,71.91,-46.69,0.0,0.0,0.0,64.04,7.87
first_half,exit_hold_or_trend_down,603083,剑桥科技,光模块,3,33.33,-4.65,-11.12,-0.42,-1.27,7.3,64.04,-68.69
first_half,exit_mu_ma_or_hold,603083,剑桥科技,光模块,4,25.0,-4.33,-10.83,-0.4,-0.82,6.2,64.04,-68.37
first_half,exit_cao_pan_or_hold,603083,剑桥科技,光模块,4,25.0,-7.28,-10.12,-0.72,-1.59,3.0,64.04,-71.32
first_half,exit_shou_cang_or_hold,603083,剑桥科技,光模块,4,50.0,9.3,-24.27,0.38,2.8,8.2,64.04,-54.74
second_half,exit_hold_line_disappear,603083,剑桥科技,光模块,1,100.0,4.47,-13.63,0.33,4.74,15.0,307.99,-303.52
second_half,exit_shou_cang_disappear,603083,剑桥科技,光模块,1,0.0,-5.89,-7.82,-0.75,-5.65,3.0,307.99,-313.88
second_half,exit_mu_ma_disappear,603083,剑桥科技,光模块,1,100.0,4.47,-13.63,0.33,4.74,15.0,307.99,-303.52
second_half,exit_cao_pan_disappear,603083,剑桥科技,光模块,1,0.0,-5.89,-7.82,-0.75,-5.65,3.0,307.99,-313.88
second_half,exit_trend_down,603083,剑桥科技,光模块,0,0.0,97.82,-20.15,0.0,0.0,0.0,307.99,-210.17
second_half,exit_hold_or_trend_down,603083,剑桥科技,光模块,1,100.0,4.47,-13.63,0.33,4.74,15.0,307.99,-303.52
second_half,exit_mu_ma_or_hold,603083,剑桥科技,光模块,1,100.0,4.47,-13.63,0.33,4.74,15.0,307.99,-303.52
second_half,exit_cao_pan_or_hold,603083,剑桥科技,光模块,1,0.0,-5.89,-7.82,-0.75,-5.65,3.0,307.99,-313.88
second_half,exit_shou_cang_or_hold,603083,剑桥科技,光模块,1,0.0,-5.89,-7.82,-0.75,-5.65,3.0,307.99,-313.88
full,exit_hold_line_disappear,300570,太辰光,CPO,5,80.0,56.59,-22.72,2.49,10.18,16.2,689.61,-633.02
full,exit_shou_cang_disappear,300570,太辰光,CPO,5,60.0,39.07,-16.94,2.31,7.81,15.0,689.61,-650.54
full,exit_mu_ma_disappear,300570,太辰光,CPO,5,60.0,10.64,-14.3,0.74,2.49,7.6,689.61,-678.97
full,exit_cao_pan_disappear,300570,太辰光,CPO,4,75.0,120.63,-19.75,6.11,5.14,10.0,689.61,-568.98
full,exit_trend_down,300570,太辰光,CPO,0,0.0,771.59,-50.57,0.0,0.0,0.0,689.61,81.98
full,exit_hold_or_trend_down,300570,太辰光,CPO,5,80.0,56.59,-22.72,2.49,10.18,16.2,689.61,-633.02
full,exit_mu_ma_or_hold,300570,太辰光,CPO,5,60.0,10.64,-14.3,0.74,2.49,7.6,689.61,-678.97
full,exit_cao_pan_or_hold,300570,太辰光,CPO,5,80.0,22.32,-14.3,1.56,4.55,7.8,689.61,-667.29
full,exit_shou_cang_or_hold,300570,太辰光,CPO,5,60.0,13.55,-14.3,0.95,3.05,8.6,689.61,-676.06
first_half,exit_hold_line_disappear,300570,太辰光,CPO,2,100.0,33.51,-22.72,1.48,16.5,22.0,205.7,-172.19
first_half,exit_shou_cang_disappear,300570,太辰光,CPO,2,50.0,-3.18,-3.98,-0.8,-1.32,3.0,205.7,-208.88
first_half,exit_mu_ma_disappear,300570,太辰光,CPO,2,50.0,-3.18,-3.98,-0.8,-1.32,3.0,205.7,-208.88
first_half,exit_cao_pan_disappear,300570,太辰光,CPO,2,50.0,-3.18,-3.98,-0.8,-1.32,3.0,205.7,-208.88
first_half,exit_trend_down,300570,太辰光,CPO,0,0.0,237.62,-50.57,0.0,0.0,0.0,205.7,31.92
first_half,exit_hold_or_trend_down,300570,太辰光,CPO,2,100.0,33.51,-22.72,1.48,16.5,22.0,205.7,-172.19
first_half,exit_mu_ma_or_hold,300570,太辰光,CPO,2,50.0,-3.18,-3.98,-0.8,-1.32,3.0,205.7,-208.88
first_half,exit_cao_pan_or_hold,300570,太辰光,CPO,2,50.0,-3.18,-3.98,-0.8,-1.32,3.0,205.7,-208.88
first_half,exit_shou_cang_or_hold,300570,太辰光,CPO,2,50.0,-3.18,-3.98,-0.8,-1.32,3.0,205.7,-208.88
second_half,exit_hold_line_disappear,300570,太辰光,CPO,3,66.67,17.28,-14.3,1.21,5.97,12.3,94.13,-76.85
second_half,exit_shou_cang_disappear,300570,太辰光,CPO,3,66.67,43.64,-16.94,2.58,13.89,23.0,94.13,-50.49
second_half,exit_mu_ma_disappear,300570,太辰光,CPO,3,66.67,14.27,-14.3,1.0,5.03,10.7,94.13,-79.86
second_half,exit_cao_pan_disappear,300570,太辰光,CPO,2,100.0,127.88,-19.75,6.47,11.6,17.0,94.13,33.75
second_half,exit_trend_down,300570,太辰光,CPO,0,0.0,134.4,-30.11,0.0,0.0,0.0,94.13,40.27
second_half,exit_hold_or_trend_down,300570,太辰光,CPO,3,66.67,17.28,-14.3,1.21,5.97,12.3,94.13,-76.85
second_half,exit_mu_ma_or_hold,300570,太辰光,CPO,3,66.67,14.27,-14.3,1.0,5.03,10.7,94.13,-79.86
second_half,exit_cao_pan_or_hold,300570,太辰光,CPO,3,100.0,26.34,-14.3,1.84,8.47,11.0,94.13,-67.79
second_half,exit_shou_cang_or_hold,300570,太辰光,CPO,3,66.67,17.28,-14.3,1.21,5.97,12.3,94.13,-76.85
full,exit_hold_line_disappear,300757,罗博特科,CPO,4,25.0,105.26,-33.53,3.14,35.11,18.2,432.93,-327.67
full,exit_shou_cang_disappear,300757,罗博特科,CPO,4,100.0,28.86,-12.36,2.34,7.16,18.0,432.93,-404.07
full,exit_mu_ma_disappear,300757,罗博特科,CPO,4,50.0,100.32,-34.59,2.9,33.22,15.2,432.93,-332.61
full,exit_cao_pan_disappear,300757,罗博特科,CPO,4,75.0,-9.46,-30.56,-0.31,-1.62,4.5,432.93,-442.39
full,exit_trend_down,300757,罗博特科,CPO,0,0.0,569.78,-45.66,0.0,0.0,0.0,432.93,136.85
full,exit_hold_or_trend_down,300757,罗博特科,CPO,4,25.0,105.26,-33.53,3.14,35.11,18.2,432.93,-327.67
full,exit_mu_ma_or_hold,300757,罗博特科,CPO,4,50.0,106.99,-31.12,3.44,35.32,12.0,432.93,-325.94
full,exit_cao_pan_or_hold,300757,罗博特科,CPO,4,75.0,-9.46,-30.56,-0.31,-1.62,4.5,432.93,-442.39
full,exit_shou_cang_or_hold,300757,罗博特科,CPO,4,75.0,3.1,-9.93,0.31,1.05,7.8,432.93,-429.83
first_half,exit_hold_line_disappear,300757,罗博特科,CPO,3,33.33,105.81,-31.85,3.32,46.82,19.3,32.93,72.88
first_half,exit_shou_cang_disappear,300757,罗博特科,CPO,2,100.0,-0.53,-12.36,-0.04,2.92,3.0,32.93,-33.46
first_half,exit_mu_ma_disappear,300757,罗博特科,CPO,3,66.67,105.8,-34.07,3.11,45.09,18.7,32.93,72.87
first_half,exit_cao_pan_disappear,300757,罗博特科,CPO,3,66.67,-9.77,-30.56,-0.32,-2.36,5.0,32.93,-42.7
first_half,exit_trend_down,300757,罗博特科,CPO,0,0.0,67.31,-45.66,0.0,0.0,0.0,32.93,34.38
first_half,exit_hold_or_trend_down,300757,罗博特科,CPO,3,33.33,105.81,-31.85,3.32,46.82,19.3,32.93,72.88
first_half,exit_mu_ma_or_hold,300757,罗博特科,CPO,3,66.67,112.65,-30.56,3.69,47.9,14.3,32.93,79.72
first_half,exit_cao_pan_or_hold,300757,罗博特科,CPO,3,66.67,-9.77,-30.56,-0.32,-2.36,5.0,32.93,-42.7
first_half,exit_shou_cang_or_hold,300757,罗博特科,CPO,3,66.67,2.74,-9.93,0.28,1.2,9.3,32.93,-30.19
second_half,exit_hold_line_disappear,300757,罗博特科,CPO,1,0.0,-0.27,-13.23,-0.02,-0.01,15.0,205.84,-206.11
second_half,exit_shou_cang_disappear,300757,罗博特科,CPO,1,100.0,0.35,-1.16,0.3,0.61,3.0,205.84,-205.49
second_half,exit_mu_ma_disappear,300757,罗博特科,CPO,1,0.0,-2.66,-4.12,-0.65,-2.41,5.0,205.84,-208.5
second_half,exit_cao_pan_disappear,300757,罗博特科,CPO,1,100.0,0.35,-1.16,0.3,0.61,3.0,205.84,-205.49
second_half,exit_trend_down,300757,罗博特科,CPO,0,0.0,151.31,-25.44,0.0,0.0,0.0,205.84,-54.53
second_half,exit_hold_or_trend_down,300757,罗博特科,CPO,1,0.0,-0.27,-13.23,-0.02,-0.01,15.0,205.84,-206.11
second_half,exit_mu_ma_or_hold,300757,罗博特科,CPO,1,0.0,-2.66,-4.12,-0.65,-2.41,5.0,205.84,-208.5
second_half,exit_cao_pan_or_hold,300757,罗博特科,CPO,1,100.0,0.35,-1.16,0.3,0.61,3.0,205.84,-205.49
second_half,exit_shou_cang_or_hold,300757,罗博特科,CPO,1,100.0,0.35,-1.16,0.3,0.61,3.0,205.84,-205.49
full,exit_hold_line_disappear,002463,沪电股份,PCB,4,0.0,-18.17,-21.37,-0.85,-4.63,9.8,327.12,-345.29
full,exit_shou_cang_disappear,002463,沪电股份,PCB,4,25.0,-7.77,-12.79,-0.61,-1.69,10.2,327.12,-334.89
full,exit_mu_ma_disappear,002463,沪电股份,PCB,4,0.0,-14.24,-17.57,-0.81,-3.49,8.2,327.12,-341.36
full,exit_cao_pan_disappear,002463,沪电股份,PCB,4,25.0,-9.69,-12.28,-0.79,-2.19,5.8,327.12,-336.81
full,exit_trend_down,002463,沪电股份,PCB,0,0.0,324.54,-46.3,0.0,0.0,0.0,327.12,-2.58
full,exit_hold_or_trend_down,002463,沪电股份,PCB,4,0.0,-18.17,-21.37,-0.85,-4.63,9.8,327.12,-345.29
full,exit_mu_ma_or_hold,002463,沪电股份,PCB,4,0.0,-11.33,-16.81,-0.67,-2.69,7.8,327.12,-338.45
full,exit_cao_pan_or_hold,002463,沪电股份,PCB,4,25.0,-8.85,-11.48,-0.77,-1.97,5.5,327.12,-335.97
full,exit_shou_cang_or_hold,002463,沪电股份,PCB,4,25.0,-8.85,-11.48,-0.77,-1.97,5.5,327.12,-335.97
first_half,exit_hold_line_disappear,002463,沪电股份,PCB,3,0.0,-12.9,-16.29,-0.79,-4.24,8.7,32.2,-45.1
first_half,exit_shou_cang_disappear,002463,沪电股份,PCB,3,33.33,-2.98,-5.76,-0.52,-0.69,3.0,32.2,-35.18
first_half,exit_mu_ma_disappear,002463,沪电股份,PCB,3,0.0,-7.86,-11.44,-0.69,-2.42,6.3,32.2,-40.06
first_half,exit_cao_pan_disappear,002463,沪电股份,PCB,3,33.33,-2.98,-5.76,-0.52,-0.69,3.0,32.2,-35.18
first_half,exit_trend_down,002463,沪电股份,PCB,0,0.0,31.58,-46.3,0.0,0.0,0.0,32.2,-0.62
first_half,exit_hold_or_trend_down,002463,沪电股份,PCB,3,0.0,-12.9,-16.29,-0.79,-4.24,8.7,32.2,-45.1
