period,strategy,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,vs_bh
second_half,exit_mu_ma_disappear,000977,浪潮信息,AI服务器,1,0.0,0.74,-8.87,0.08,-5.04,5.0,22.04,-21.3
second_half,exit_cao_pan_disappear,000977,浪潮信息,AI服务器,2,50.0,2.14,-3.48,0.61,1.43,3.0,22.04,-19.9
second_half,exit_trend_down,000977,浪潮信息,AI服务器,0,0.0,4.32,-25.21,0.0,0.0,0.0,22.04,-17.72
second_half,exit_hold_or_trend_down,000977,浪潮信息,AI服务器,1,0.0,2.85,-8.87,0.32,-3.05,17.0,22.04,-19.19
second_half,exit_mu_ma_or_hold,000977,浪潮信息,AI服务器,1,0.0,0.74,-8.87,0.08,-5.04,5.0,22.04,-21.3
second_half,exit_cao_pan_or_hold,000977,浪潮信息,AI服务器,2,50.0,2.14,-3.48,0.61,1.43,3.0,22.04,-19.9
second_half,exit_shou_cang_or_hold,000977,浪潮信息,AI服务器,2,50.0,2.14,-3.48,0.61,1.43,3.0,22.04,-19.9
full,exit_hold_line_disappear,603019,中科曙光,AI服务器,6,50.0,17.16,-24.76,0.69,1.75,15.8,122.64,-105.48
full,exit_shou_cang_disappear,603019,中科曙光,AI服务器,7,71.43,12.28,-7.44,1.65,2.07,6.9,122.64,-110.36
full,exit_mu_ma_disappear,603019,中科曙光,AI服务器,7,57.14,11.38,-21.49,0.53,2.12,12.7,122.64,-111.26
full,exit_cao_pan_disappear,603019,中科曙光,AI服务器,7,71.43,11.0,-7.67,1.44,1.88,6.6,122.64,-111.64
full,exit_trend_down,603019,中科曙光,AI服务器,0,0.0,163.48,-38.02,0.0,0.0,0.0,122.64,40.84
full,exit_hold_or_trend_down,603019,中科曙光,AI服务器,6,50.0,17.16,-24.76,0.69,1.75,15.8,122.64,-105.48
full,exit_mu_ma_or_hold,603019,中科曙光,AI服务器,7,57.14,12.81,-21.49,0.6,2.32,12.0,122.64,-109.83
full,exit_cao_pan_or_hold,603019,中科曙光,AI服务器,7,71.43,12.44,-6.47,1.92,2.09,5.9,122.64,-110.2
full,exit_shou_cang_or_hold,603019,中科曙光,AI服务器,7,71.43,12.44,-6.47,1.92,2.09,5.9,122.64,-110.2
first_half,exit_hold_line_disappear,603019,中科曙光,AI服务器,3,33.33,-0.64,-13.89,-0.05,0.26,13.3,58.93,-59.57
first_half,exit_shou_cang_disappear,603019,中科曙光,AI服务器,3,66.67,-2.96,-4.73,-0.63,-0.71,3.0,58.93,-61.89
first_half,exit_mu_ma_disappear,603019,中科曙光,AI服务器,3,66.67,4.38,-10.2,0.43,1.86,12.0,58.93,-54.55
first_half,exit_cao_pan_disappear,603019,中科曙光,AI服务器,3,66.67,-2.96,-4.73,-0.63,-0.71,3.0,58.93,-61.89
first_half,exit_trend_down,603019,中科曙光,AI服务器,0,0.0,88.17,-32.29,0.0,0.0,0.0,58.93,29.24
first_half,exit_hold_or_trend_down,603019,中科曙光,AI服务器,3,33.33,-0.64,-13.89,-0.05,0.26,13.3,58.93,-59.57
first_half,exit_mu_ma_or_hold,603019,中科曙光,AI服务器,3,66.67,4.38,-10.2,0.43,1.86,12.0,58.93,-54.55
first_half,exit_cao_pan_or_hold,603019,中科曙光,AI服务器,3,66.67,-2.96,-4.73,-0.63,-0.71,3.0,58.93,-61.89
first_half,exit_shou_cang_or_hold,603019,中科曙光,AI服务器,3,66.67,-2.96,-4.73,-0.63,-0.71,3.0,58.93,-61.89
second_half,exit_hold_line_disappear,603019,中科曙光,AI服务器,3,66.67,17.91,-14.41,1.24,3.23,18.3,36.52,-18.61
second_half,exit_shou_cang_disappear,603019,中科曙光,AI服务器,4,75.0,15.71,-7.44,2.11,4.15,9.8,36.52,-20.81
second_half,exit_mu_ma_disappear,603019,中科曙光,AI服务器,4,50.0,6.7,-14.63,0.46,2.31,13.2,36.52,-29.82
second_half,exit_cao_pan_disappear,603019,中科曙光,AI服务器,4,75.0,14.39,-7.67,1.88,3.83,9.2,36.52,-22.13
second_half,exit_trend_down,603019,中科曙光,AI服务器,0,0.0,-6.2,-23.17,0.0,0.0,0.0,36.52,-42.72
second_half,exit_hold_or_trend_down,603019,中科曙光,AI服务器,3,66.67,17.91,-14.41,1.24,3.23,18.3,36.52,-18.61
second_half,exit_mu_ma_or_hold,603019,中科曙光,AI服务器,4,50.0,8.08,-14.63,0.55,2.67,12.0,36.52,-28.44
second_half,exit_cao_pan_or_hold,603019,中科曙光,AI服务器,4,75.0,15.87,-6.47,2.45,4.19,8.0,36.52,-20.65
second_half,exit_shou_cang_or_hold,603019,中科曙光,AI服务器,4,75.0,15.87,-6.47,2.45,4.19,8.0,36.52,-20.65
full,exit_hold_line_disappear,000034,神州数码,AI服务器,4,100.0,37.43,-13.41,2.79,7.15,24.5,74.45,-37.02
full,exit_shou_cang_disappear,000034,神州数码,AI服务器,5,40.0,3.16,-19.66,0.16,1.01,23.2,74.45,-71.29
full,exit_mu_ma_disappear,000034,神州数码,AI服务器,4,50.0,13.95,-13.41,1.04,2.41,13.2,74.45,-60.5
full,exit_cao_pan_disappear,000034,神州数码,AI服务器,5,40.0,-3.46,-3.69,-0.94,-0.42,3.0,74.45,-77.91
full,exit_trend_down,000034,神州数码,AI服务器,0,0.0,6.06,-35.94,0.0,0.0,0.0,74.45,-68.39
full,exit_hold_or_trend_down,000034,神州数码,AI服务器,4,100.0,37.43,-13.41,2.79,7.15,24.5,74.45,-37.02
full,exit_mu_ma_or_hold,000034,神州数码,AI服务器,4,50.0,13.95,-13.41,1.04,2.41,13.2,74.45,-60.5
full,exit_cao_pan_or_hold,000034,神州数码,AI服务器,5,40.0,-3.46,-3.69,-0.94,-0.42,3.0,74.45,-77.91
full,exit_shou_cang_or_hold,000034,神州数码,AI服务器,5,60.0,18.45,-9.67,1.91,3.86,16.6,74.45,-56.0
first_half,exit_hold_line_disappear,000034,神州数码,AI服务器,1,100.0,5.3,-8.27,0.64,5.57,21.0,58.66,-53.36
first_half,exit_shou_cang_disappear,000034,神州数码,AI服务器,1,0.0,-3.21,-3.21,-1.0,-2.95,3.0,58.66,-61.87
first_half,exit_mu_ma_disappear,000034,神州数码,AI服务器,1,0.0,-3.21,-3.21,-1.0,-2.95,3.0,58.66,-61.87
first_half,exit_cao_pan_disappear,000034,神州数码,AI服务器,1,0.0,-3.21,-3.21,-1.0,-2.95,3.0,58.66,-61.87
first_half,exit_trend_down,000034,神州数码,AI服务器,0,0.0,-3.53,-16.69,0.0,0.0,0.0,58.66,-62.19
first_half,exit_hold_or_trend_down,000034,神州数码,AI服务器,1,100.0,5.3,-8.27,0.64,5.57,21.0,58.66,-53.36
first_half,exit_mu_ma_or_hold,000034,神州数码,AI服务器,1,0.0,-3.21,-3.21,-1.0,-2.95,3.0,58.66,-61.87
first_half,exit_cao_pan_or_hold,000034,神州数码,AI服务器,1,0.0,-3.21,-3.21,-1.0,-2.95,3.0,58.66,-61.87
first_half,exit_shou_cang_or_hold,000034,神州数码,AI服务器,1,0.0,-3.21,-3.21,-1.0,-2.95,3.0,58.66,-61.87
second_half,exit_hold_line_disappear,000034,神州数码,AI服务器,2,100.0,22.9,-13.41,1.71,8.28,22.0,-3.26,26.16
second_half,exit_shou_cang_disappear,000034,神州数码,AI服务器,3,33.33,-2.83,-17.52,-0.16,-0.66,20.3,-3.26,0.43
second_half,exit_mu_ma_disappear,000034,神州数码,AI服务器,2,100.0,22.9,-13.41,1.71,8.28,22.0,-3.26,26.16
second_half,exit_cao_pan_disappear,000034,神州数码,AI服务器,3,33.33,-0.11,-2.46,-0.05,0.24,3.0,-3.26,3.15
second_half,exit_trend_down,000034,神州数码,AI服务器,0,0.0,2.52,-28.46,0.0,0.0,0.0,-3.26,5.78
second_half,exit_hold_or_trend_down,000034,神州数码,AI服务器,2,100.0,22.9,-13.41,1.71,8.28,22.0,-3.26,26.16
second_half,exit_mu_ma_or_hold,000034,神州数码,AI服务器,2,100.0,22.9,-13.41,1.71,8.28,22.0,-3.26,26.16
second_half,exit_cao_pan_or_hold,000034,神州数码,AI服务器,3,33.33,-0.11,-2.46,-0.05,0.24,3.0,-3.26,3.15
second_half,exit_shou_cang_or_hold,000034,神州数码,AI服务器,3,66.67,15.23,-9.67,1.58,5.25,15.7,-3.26,18.49
full,exit_hold_line_disappear,300442,润泽科技,算力/IDC/算力租赁,5,40.0,-15.91,-23.48,-0.68,-2.96,16.0,295.24,-311.15
full,exit_shou_cang_disappear,300442,润泽科技,算力/IDC/算力租赁,4,100.0,68.6,-21.58,3.18,14.02,27.0,295.24,-226.64
full,exit_mu_ma_disappear,300442,润泽科技,算力/IDC/算力租赁,6,33.33,-8.14,-15.14,-0.54,-1.07,7.8,295.24,-303.38
full,exit_cao_pan_disappear,300442,润泽科技,算力/IDC/算力租赁,7,85.71,12.64,-6.88,1.84,2.03,4.7,295.24,-282.6
full,exit_trend_down,300442,润泽科技,算力/IDC/算力租赁,0,0.0,303.01,-40.52,0.0,0.0,0.0,295.24,7.77
full,exit_hold_or_trend_down,300442,润泽科技,算力/IDC/算力租赁,5,40.0,-15.91,-23.48,-0.68,-2.96,16.0,295.24,-311.15
full,exit_mu_ma_or_hold,300442,润泽科技,算力/IDC/算力租赁,6,33.33,-8.14,-15.14,-0.54,-1.07,7.8,295.24,-303.38
full,exit_cao_pan_or_hold,300442,润泽科技,算力/IDC/算力租赁,7,85.71,12.88,-6.88,1.87,2.06,4.6,295.24,-282.36
full,exit_shou_cang_or_hold,300442,润泽科技,算力/IDC/算力租赁,5,60.0,-3.48,-11.51,-0.3,-0.34,8.6,295.24,-298.72
first_half,exit_hold_line_disappear,300442,润泽科技,算力/IDC/算力租赁,2,50.0,-16.61,-22.97,-0.72,-6.46,18.5,97.27,-113.88
first_half,exit_shou_cang_disappear,300442,润泽科技,算力/IDC/算力租赁,2,100.0,41.43,-21.58,1.92,23.26,31.5,97.27,-55.84
first_half,exit_mu_ma_disappear,300442,润泽科技,算力/IDC/算力租赁,3,33.33,-5.2,-12.42,-0.42,-0.19,8.0,97.27,-102.47
first_half,exit_cao_pan_disappear,300442,润泽科技,算力/IDC/算力租赁,4,75.0,2.66,-6.88,0.39,0.98,3.0,97.27,-94.61
first_half,exit_trend_down,300442,润泽科技,算力/IDC/算力租赁,0,0.0,101.28,-40.52,0.0,0.0,0.0,97.27,4.01
first_half,exit_hold_or_trend_down,300442,润泽科技,算力/IDC/算力租赁,2,50.0,-16.61,-22.97,-0.72,-6.46,18.5,97.27,-113.88
first_half,exit_mu_ma_or_hold,300442,润泽科技,算力/IDC/算力租赁,3,33.33,-5.2,-12.42,-0.42,-0.19,8.0,97.27,-102.47
first_half,exit_cao_pan_or_hold,300442,润泽科技,算力/IDC/算力租赁,4,75.0,2.66,-6.88,0.39,0.98,3.0,97.27,-94.61
first_half,exit_shou_cang_or_hold,300442,润泽科技,算力/IDC/算力租赁,2,50.0,-7.07,-7.34,-0.96,-1.41,4.0,97.27,-104.34
second_half,exit_hold_line_disappear,300442,润泽科技,算力/IDC/算力租赁,2,0.0,-6.65,-15.41,-0.43,-3.08,9.0,78.56,-85.21
second_half,exit_shou_cang_disappear,300442,润泽科技,算力/IDC/算力租赁,1,100.0,7.96,-11.4,0.7,2.96,3.0,78.56,-70.6
second_half,exit_mu_ma_disappear,300442,润泽科技,算力/IDC/算力租赁,2,50.0,-3.41,-12.47,-0.27,-1.34,8.0,78.56,-81.97
second_half,exit_cao_pan_disappear,300442,润泽科技,算力/IDC/算力租赁,2,100.0,3.77,-4.51,0.84,2.13,3.0,78.56,-74.79
second_half,exit_trend_down,300442,润泽科技,算力/IDC/算力租赁,0,0.0,80.71,-28.88,0.0,0.0,0.0,78.56,2.15
second_half,exit_hold_or_trend_down,300442,润泽科技,算力/IDC/算力租赁,2,0.0,-6.65,-15.41,-0.43,-3.08,9.0,78.56,-85.21
second_half,exit_mu_ma_or_hold,300442,润泽科技,算力/IDC/算力租赁,2,50.0,-3.41,-12.47,-0.27,-1.34,8.0,78.56,-81.97
second_half,exit_cao_pan_or_hold,300442,润泽科技,算力/IDC/算力租赁,2,100.0,3.77,-4.51,0.84,2.13,3.0,78.56,-74.79
second_half,exit_shou_cang_or_hold,300442,润泽科技,算力/IDC/算力租赁,2,50.0,-3.84,-11.51,-0.33,-1.58,5.0,78.56,-82.4
full,exit_hold_line_disappear,300383,光环新网,算力/IDC/算力租赁,5,20.0,-19.99,-26.76,-0.75,-4.45,15.6,65.98,-85.97
full,exit_shou_cang_disappear,300383,光环新网,算力/IDC/算力租赁,7,57.14,1.45,-33.23,0.04,2.1,18.1,65.98,-64.53
full,exit_mu_ma_disappear,300383,光环新网,算力/IDC/算力租赁,7,14.29,-18.67,-18.67,-1.0,-2.53,7.1,65.98,-84.65
full,exit_cao_pan_disappear,300383,光环新网,算力/IDC/算力租赁,7,42.86,-13.37,-14.74,-0.91,-0.87,6.3,65.98,-79.35
full,exit_trend_down,300383,光环新网,算力/IDC/算力租赁,0,0.0,63.1,-47.97,0.0,0.0,0.0,65.98,-2.88
full,exit_hold_or_trend_down,300383,光环新网,算力/IDC/算力租赁,5,20.0,-18.45,-25.35,-0.73,-4.09,12.2,65.98,-84.43
full,exit_mu_ma_or_hold,300383,光环新网,算力/IDC/算力租赁,7,14.29,-18.67,-18.67,-1.0,-2.53,7.1,65.98,-84.65
full,exit_cao_pan_or_hold,300383,光环新网,算力/IDC/算力租赁,7,42.86,-11.04,-14.74,-0.75,-0.47,5.4,65.98,-77.02
full,exit_shou_cang_or_hold,300383,光环新网,算力/IDC/算力租赁,7,42.86,-17.58,-19.43,-0.91,-1.5,8.6,65.98,-83.56
first_half,exit_hold_line_disappear,300383,光环新网,算力/IDC/算力租赁,3,0.0,-23.01,-23.01,-1.0,-8.08,7.7,60.61,-83.62
first_half,exit_shou_cang_disappear,300383,光环新网,算力/IDC/算力租赁,3,33.33,4.99,-31.18,0.16,3.66,24.3,60.61,-55.62
first_half,exit_mu_ma_disappear,300383,光环新网,算力/IDC/算力租赁,3,0.0,-17.26,-17.26,-1.0,-5.86,4.7,60.61,-77.87
first_half,exit_cao_pan_disappear,300383,光环新网,算力/IDC/算力租赁,3,0.0,-13.87,-13.87,-1.0,-4.6,3.0,60.61,-74.48
first_half,exit_trend_down,300383,光环新网,算力/IDC/算力租赁,0,0.0,57.83,-45.87,0.0,0.0,0.0,60.61,-2.78
first_half,exit_hold_or_trend_down,300383,光环新网,算力/IDC/算力租赁,3,0.0,-23.01,-23.01,-1.0,-8.08,7.7,60.61,-83.62
first_half,exit_mu_ma_or_hold,300383,光环新网,算力/IDC/算力租赁,3,0.0,-17.26,-17.26,-1.0,-5.86,4.7,60.61,-77.87
first_half,exit_cao_pan_or_hold,300383,光环新网,算力/IDC/算力租赁,3,0.0,-13.87,-13.87,-1.0,-4.6,3.0,60.61,-74.48
first_half,exit_shou_cang_or_hold,300383,光环新网,算力/IDC/算力租赁,3,0.0,-18.61,-18.61,-1.0,-6.38,6.3,60.61,-79.22
second_half,exit_hold_line_disappear,300383,光环新网,算力/IDC/算力租赁,1,0.0,-3.93,-13.88,-0.28,-6.45,35.0,-10.48,6.55
second_half,exit_shou_cang_disappear,300383,光环新网,算力/IDC/算力租赁,3,66.67,-6.99,-11.23,-0.62,-0.15,9.0,-10.48,3.49
second_half,exit_mu_ma_disappear,300383,光环新网,算力/IDC/算力租赁,3,0.0,-9.13,-11.51,-0.79,-2.87,5.3,-10.48,1.35
second_half,exit_cao_pan_disappear,300383,光环新网,算力/IDC/算力租赁,3,66.67,-4.51,-6.28,-0.72,0.7,3.0,-10.48,5.97
second_half,exit_trend_down,300383,光环新网,算力/IDC/算力租赁,0,0.0,-2.68,-36.57,0.0,0.0,0.0,-10.48,7.8
second_half,exit_hold_or_trend_down,300383,光环新网,算力/IDC/算力租赁,1,0.0,-2.08,-12.22,-0.17,-4.65,18.0,-10.48,8.4
second_half,exit_mu_ma_or_hold,300383,光环新网,算力/IDC/算力租赁,3,0.0,-9.13,-11.51,-0.79,-2.87,5.3,-10.48,1.35
second_half,exit_cao_pan_or_hold,300383,光环新网,算力/IDC/算力租赁,3,66.67,-4.51,-6.28,-0.72,0.7,3.0,-10.48,5.97
second_half,exit_shou_cang_or_hold,300383,光环新网,算力/IDC/算力租赁,3,66.67,-6.39,-10.65,-0.6,0.06,7.0,-10.48,4.09
full,exit_hold_line_disappear,600602,云赛智联,算力/IDC/算力租赁,8,50.0,110.85,-26.11,4.24,13.34,16.6,55.56,55.29
full,exit_shou_cang_disappear,600602,云赛智联,算力/IDC/算力租赁,7,57.14,-17.23,-22.82,-0.76,-2.07,11.6,55.56,-72.79
full,exit_mu_ma_disappear,600602,云赛智联,算力/IDC/算力租赁,8,37.5,37.95,-28.53,1.33,6.46,9.1,55.56,-17.61
full,exit_cao_pan_disappear,600602,云赛智联,算力/IDC/算力租赁,8,50.0,-17.15,-20.01,-0.86,-1.89,3.0,55.56,-72.71
full,exit_trend_down,600602,云赛智联,算力/IDC/算力租赁,0,0.0,68.04,-46.27,0.0,0.0,0.0,55.56,12.48
full,exit_hold_or_trend_down,600602,云赛智联,算力/IDC/算力租赁,8,50.0,110.85,-26.11,4.24,13.34,16.6,55.56,55.29
full,exit_mu_ma_or_hold,600602,云赛智联,算力/IDC/算力租赁,8,37.5,37.95,-28.53,1.33,6.46,9.1,55.56,-17.61
full,exit_cao_pan_or_hold,600602,云赛智联,算力/IDC/算力租赁,8,50.0,-17.15,-20.01,-0.86,-1.89,3.0,55.56,-72.71
full,exit_shou_cang_or_hold,600602,云赛智联,算力/IDC/算力租赁,8,50.0,-13.38,-20.41,-0.66,-1.26,7.1,55.56,-68.94
first_half,exit_hold_line_disappear,600602,云赛智联,算力/IDC/算力租赁,3,66.67,114.82,-24.2,4.74,35.13,21.0,82.37,32.45
first_half,exit_shou_cang_disappear,600602,云赛智联,算力/IDC/算力租赁,3,33.33,-20.17,-22.43,-0.9,-6.56,3.7,82.37,-102.54
first_half,exit_mu_ma_disappear,600602,云赛智联,算力/IDC/算力租赁,3,33.33,34.02,-24.2,1.41,15.68,10.7,82.37,-48.35
first_half,exit_cao_pan_disappear,600602,云赛智联,算力/IDC/算力租赁,3,33.33,-17.69,-20.01,-0.88,-5.72,3.0,82.37,-100.06
first_half,exit_trend_down,600602,云赛智联,算力/IDC/算力租赁,0,0.0,96.96,-35.12,0.0,0.0,0.0,82.37,14.59
first_half,exit_hold_or_trend_down,600602,云赛智联,算力/IDC/算力租赁,3,66.67,114.82,-24.2,4.74,35.13,21.0,82.37,32.45
first_half,exit_mu_ma_or_hold,600602,云赛智联,算力/IDC/算力租赁,3,33.33,34.02,-24.2,1.41,15.68,10.7,82.37,-48.35
first_half,exit_cao_pan_or_hold,600602,云赛智联,算力/IDC/算力租赁,3,33.33,-17.69,-20.01,-0.88,-5.72,3.0,82.37,-100.06
first_half,exit_shou_cang_or_hold,600602,云赛智联,算力/IDC/算力租赁,3,33.33,-17.69,-20.01,-0.88,-5.72,3.0,82.37,-100.06
second_half,exit_hold_line_disappear,600602,云赛智联,算力/IDC/算力租赁,4,25.0,-10.84,-20.1,-0.54,-2.25,11.2,-26.82,15.98
second_half,exit_shou_cang_disappear,600602,云赛智联,算力/IDC/算力租赁,3,66.67,-4.25,-11.19,-0.38,-1.13,12.0,-26.82,22.57
second_half,exit_mu_ma_disappear,600602,云赛智联,算力/IDC/算力租赁,4,50.0,6.06,-8.99,0.67,1.83,8.8,-26.82,32.88
second_half,exit_cao_pan_disappear,600602,云赛智联,算力/IDC/算力租赁,4,75.0,1.78,-5.55,0.32,0.71,3.0,-26.82,28.6
second_half,exit_trend_down,600602,云赛智联,算力/IDC/算力租赁,0,0.0,-17.2,-38.32,0.0,0.0,0.0,-26.82,9.62
second_half,exit_hold_or_trend_down,600602,云赛智联,算力/IDC/算力租赁,4,25.0,-10.84,-20.1,-0.54,-2.25,11.2,-26.82,15.98
second_half,exit_mu_ma_or_hold,600602,云赛智联,算力/IDC/算力租赁,4,50.0,6.06,-8.99,0.67,1.83,8.8,-26.82,32.88
second_half,exit_cao_pan_or_hold,600602,云赛智联,算力/IDC/算力租赁,4,75.0,1.78,-5.55,0.32,0.71,3.0,-26.82,28.6
second_half,exit_shou_cang_or_hold,600602,云赛智联,算力/IDC/算力租赁,4,50.0,-4.4,-11.29,-0.39,-0.83,5.8,-26.82,22.42
full,exit_hold_line_disappear,300846,首都在线,算力/IDC/算力租赁,5,20.0,-13.07,-28.47,-0.46,-2.13,11.8,120.13,-133.2
full,exit_shou_cang_disappear,300846,首都在线,算力/IDC/算力租赁,6,50.0,-4.56,-26.72,-0.17,0.75,13.0,120.13,-124.69
full,exit_mu_ma_disappear,300846,首都在线,算力/IDC/算力租赁,6,50.0,-5.79,-25.36,-0.23,-0.45,9.2,120.13,-125.92
full,exit_cao_pan_disappear,300846,首都在线,算力/IDC/算力租赁,6,50.0,-9.17,-16.62,-0.55,-1.27,4.3,120.13,-129.3
full,exit_trend_down,300846,首都在线,算力/IDC/算力租赁,0,0.0,4.61,-47.01,0.0,0.0,0.0,120.13,-115.52
full,exit_hold_or_trend_down,300846,首都在线,算力/IDC/算力租赁,5,20.0,-13.07,-28.47,-0.46,-2.13,11.8,120.13,-133.2
full,exit_mu_ma_or_hold,300846,首都在线,算力/IDC/算力租赁,6,50.0,-5.79,-25.36,-0.23,-0.45,9.2,120.13,-125.92
full,exit_cao_pan_or_hold,300846,首都在线,算力/IDC/算力租赁,6,50.0,-10.95,-17.72,-0.62,-1.59,4.2,120.13,-131.08
full,exit_shou_cang_or_hold,300846,首都在线,算力/IDC/算力租赁,6,50.0,-0.2,-21.44,-0.01,0.48,8.3,120.13,-120.33
first_half,exit_hold_line_disappear,300846,首都在线,算力/IDC/算力租赁,1,0.0,-4.13,-13.01,-0.32,-3.88,13.0,92.44,-96.57
first_half,exit_shou_cang_disappear,300846,首都在线,算力/IDC/算力租赁,1,0.0,-9.47,-17.98,-0.53,-9.23,21.0,92.44,-101.91
first_half,exit_mu_ma_disappear,300846,首都在线,算力/IDC/算力租赁,1,100.0,-0.11,-9.36,-0.01,0.15,10.0,92.44,-92.55
first_half,exit_cao_pan_disappear,300846,首都在线,算力/IDC/算力租赁,1,100.0,1.37,-1.81,0.76,1.63,3.0,92.44,-91.07
first_half,exit_trend_down,300846,首都在线,算力/IDC/算力租赁,0,0.0,-8.53,-17.98,0.0,0.0,0.0,92.44,-100.97
first_half,exit_hold_or_trend_down,300846,首都在线,算力/IDC/算力租赁,1,0.0,-4.13,-13.01,-0.32,-3.88,13.0,92.44,-96.57
first_half,exit_mu_ma_or_hold,300846,首都在线,算力/IDC/算力租赁,1,100.0,-0.11,-9.36,-0.01,0.15,10.0,92.44,-92.55
first_half,exit_cao_pan_or_hold,300846,首都在线,算力/IDC/算力租赁,1,100.0,1.37,-1.81,0.76,1.63,3.0,92.44,-91.07
first_half,exit_shou_cang_or_hold,300846,首都在线,算力/IDC/算力租赁,1,0.0,-4.13,-13.01,-0.32,-3.88,13.0,92.44,-96.57
second_half,exit_hold_line_disappear,300846,首都在线,算力/IDC/算力租赁,4,25.0,-9.33,-28.47,-0.33,-1.7,11.5,0.87,-10.2
second_half,exit_shou_cang_disappear,300846,首都在线,算力/IDC/算力租赁,5,60.0,5.42,-26.72,0.2,2.74,11.4,0.87,4.55
second_half,exit_mu_ma_disappear,300846,首都在线,算力/IDC/算力租赁,5,40.0,-5.69,-25.36,-0.22,-0.57,9.0,0.87,-6.56
second_half,exit_cao_pan_disappear,300846,首都在线,算力/IDC/算力租赁,5,40.0,-10.4,-16.62,-0.63,-1.85,4.6,0.87,-11.27
second_half,exit_trend_down,300846,首都在线,算力/IDC/算力租赁,0,0.0,0.46,-47.01,0.0,0.0,0.0,0.87,-0.41
second_half,exit_hold_or_trend_down,300846,首都在线,算力/IDC/算力租赁,4,25.0,-9.33,-28.47,-0.33,-1.7,11.5,0.87,-10.2
second_half,exit_mu_ma_or_hold,300846,首都在线,算力/IDC/算力租赁,5,40.0,-5.69,-25.36,-0.22,-0.57,9.0,0.87,-6.56
second_half,exit_cao_pan_or_hold,300846,首都在线,算力/IDC/算力租赁,5,40.0,-12.15,-17.72,-0.69,-2.23,4.4,0.87,-13.02
second_half,exit_shou_cang_or_hold,300846,首都在线,算力/IDC/算力租赁,5,60.0,4.1,-19.93,0.21,1.35,7.4,0.87,3.23
full,exit_hold_line_disappear,600588,用友网络,云计算,7,42.86,89.94,-32.54,2.76,12.19,17.9,0.61,89.33
full,exit_shou_cang_disappear,600588,用友网络,云计算,7,42.86,34.42,-18.13,1.9,5.58,13.3,0.61,33.81
full,exit_mu_ma_disappear,600588,用友网络,云计算,7,42.86,3.29,-27.37,0.12,1.25,6.4,0.61,2.68
full,exit_cao_pan_disappear,600588,用友网络,云计算,7,14.29,-14.91,-17.44,-0.85,-1.76,3.0,0.61,-15.52
full,exit_trend_down,600588,用友网络,云计算,0,0.0,10.16,-56.25,0.0,0.0,0.0,0.61,9.55
full,exit_hold_or_trend_down,600588,用友网络,云计算,7,42.86,90.38,-32.54,2.78,12.23,17.7,0.61,89.77
full,exit_mu_ma_or_hold,600588,用友网络,云计算,7,42.86,3.29,-27.37,0.12,1.25,6.4,0.61,2.68
full,exit_cao_pan_or_hold,600588,用友网络,云计算,7,14.29,-14.91,-17.44,-0.85,-1.76,3.0,0.61,-15.52
full,exit_shou_cang_or_hold,600588,用友网络,云计算,7,28.57,7.0,-28.52,0.25,1.96,7.0,0.61,6.39
first_half,exit_hold_line_disappear,600588,用友网络,云计算,3,66.67,93.98,-18.36,5.12,27.34,23.3,37.55,56.43
first_half,exit_shou_cang_disappear,600588,用友网络,云计算,3,33.33,26.15,-15.72,1.66,9.44,15.7,37.55,-11.4
first_half,exit_mu_ma_disappear,600588,用友网络,云计算,3,33.33,-3.22,-7.88,-0.41,-0.81,5.0,37.55,-40.77
first_half,exit_cao_pan_disappear,600588,用友网络,云计算,3,0.0,-5.75,-8.56,-0.67,-1.69,3.0,37.55,-43.3
first_half,exit_trend_down,600588,用友网络,云计算,0,0.0,50.51,-38.0,0.0,0.0,0.0,37.55,12.96
first_half,exit_hold_or_trend_down,600588,用友网络,云计算,3,66.67,93.98,-18.36,5.12,27.34,23.3,37.55,56.43
first_half,exit_mu_ma_or_hold,600588,用友网络,云计算,3,33.33,-3.22,-7.88,-0.41,-0.81,5.0,37.55,-40.77
first_half,exit_cao_pan_or_hold,600588,用友网络,云计算,3,0.0,-5.75,-8.56,-0.67,-1.69,3.0,37.55,-43.3
first_half,exit_shou_cang_or_hold,600588,用友网络,云计算,3,33.33,21.29,-18.97,1.12,7.74,11.0,37.55,-16.26
second_half,exit_hold_line_disappear,600588,用友网络,云计算,3,33.33,0.93,-32.54,0.03,2.02,16.0,-39.84,40.77
second_half,exit_shou_cang_disappear,600588,用友网络,云计算,3,33.33,-9.06,-9.56,-0.95,-2.25,3.0,-39.84,30.78
second_half,exit_mu_ma_disappear,600588,用友网络,云计算,3,66.67,8.65,-27.37,0.32,4.24,8.3,-39.84,48.49
second_half,exit_cao_pan_disappear,600588,用友网络,云计算,3,33.33,-9.06,-9.56,-0.95,-2.25,3.0,-39.84,30.78
second_half,exit_trend_down,600588,用友网络,云计算,0,0.0,-26.73,-53.97,0.0,0.0,0.0,-39.84,13.11
second_half,exit_hold_or_trend_down,600588,用友网络,云计算,3,33.33,0.93,-32.54,0.03,2.02,16.0,-39.84,40.77
second_half,exit_mu_ma_or_hold,600588,用友网络,云计算,3,66.67,8.65,-27.37,0.32,4.24,8.3,-39.84,48.49
second_half,exit_cao_pan_or_hold,600588,用友网络,云计算,3,33.33,-9.06,-9.56,-0.95,-2.25,3.0,-39.84,30.78
