strategy,window,basket_regime,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,bh_max_drawdown,vs_bh
bull_delay_ma55,2024-09-04_2025-09-15,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,43.83,-11.76,3.73,2.21,28.5,21.96,-38.35,21.87
adaptive_ma20_no_down,2024-09-04_2025-09-15,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,42.65,-11.76,3.63,3.34,32.0,21.96,-38.35,20.69
adaptive_ma55_no_down,2024-09-04_2025-09-15,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,42.65,-11.76,3.63,3.34,32.0,21.96,-38.35,20.69
adaptive_shou_no_down,2024-09-04_2025-09-15,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,43.25,-11.76,3.68,3.77,33.0,21.96,-38.35,21.29
bull_no_sell_until_ma20,2024-09-04_2025-09-15,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,38.77,-12.2,3.18,0.4,27.5,21.96,-38.35,16.81
base_combo,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,26.49,-15.54,1.7,16.16,41.5,22.23,-28.07,4.26
no_new_entries_in_down,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,30.9,-11.88,2.6,31.24,58.0,22.23,-28.07,8.67
bull_delay_ma20,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,65.05,-17.49,3.72,36.17,59.5,22.23,-28.07,42.82
bull_delay_ma55,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,51.28,-24.0,2.14,29.03,64.0,22.23,-28.07,29.05
adaptive_ma20_no_down,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,70.81,-17.49,4.05,71.25,94.0,22.23,-28.07,48.58
adaptive_ma55_no_down,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,56.55,-20.71,2.73,56.96,103.0,22.23,-28.07,34.32
adaptive_shou_no_down,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,1,100.0,81.11,-17.49,4.64,81.58,86.0,22.23,-28.07,58.88
bull_no_sell_until_ma20,2024-12-06_2025-12-16,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,59.36,-19.51,3.04,33.39,58.5,22.23,-28.07,37.13
base_combo,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,77.64,-15.54,5.0,33.65,50.5,75.06,-25.0,2.58
no_new_entries_in_down,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,75.63,-13.26,5.7,32.88,43.5,75.06,-25.0,0.57
bull_delay_ma20,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,131.79,-17.49,7.54,53.66,68.5,75.06,-25.0,56.73
bull_delay_ma55,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,112.45,-24.0,4.68,46.51,73.0,75.06,-25.0,37.39
adaptive_ma20_no_down,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,129.17,-17.49,7.39,52.89,61.5,75.06,-25.0,54.11
adaptive_ma55_no_down,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,110.04,-20.81,5.29,45.74,66.0,75.06,-25.0,34.98
adaptive_shou_no_down,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,142.99,-17.49,8.18,58.05,57.5,75.06,-25.0,67.93
bull_no_sell_until_ma20,2025-03-11_2026-03-20,basket_neutral,002156,通富微电,先进封装/封测,2,100.0,119.96,-19.51,6.15,49.62,67.5,75.06,-25.0,44.9
base_combo,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,2,100.0,86.21,-18.52,4.65,36.82,42.0,148.73,-28.3,-62.52
no_new_entries_in_down,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,2,100.0,84.11,-18.52,4.54,36.05,35.0,148.73,-28.3,-64.62
bull_delay_ma20,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,2,100.0,82.12,-20.31,4.04,35.3,42.5,148.73,-28.3,-66.61
bull_delay_ma55,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,1,100.0,107.18,-24.02,4.46,36.06,43.0,148.73,-28.3,-41.55
adaptive_ma20_no_down,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,2,100.0,80.06,-20.31,3.94,34.53,35.5,148.73,-28.3,-68.67
adaptive_ma55_no_down,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,1,100.0,104.84,-24.02,4.36,34.52,29.0,148.73,-28.3,-43.89
adaptive_shou_no_down,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,2,100.0,71.46,-24.12,2.96,31.33,36.0,148.73,-28.3,-77.27
bull_no_sell_until_ma20,2025-06-10_2026-06-18,basket_bull,002156,通富微电,先进封装/封测,2,100.0,82.04,-18.52,4.43,35.3,41.5,148.73,-28.3,-66.69
base_combo,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,2,100.0,86.21,-18.52,4.65,36.82,42.0,136.5,-28.3,-50.29
no_new_entries_in_down,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,2,100.0,84.11,-18.52,4.54,36.05,35.0,136.5,-28.3,-52.39
bull_delay_ma20,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,2,100.0,82.12,-20.31,4.04,35.3,42.5,136.5,-28.3,-54.38
bull_delay_ma55,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,1,100.0,96.65,-24.02,4.02,36.06,43.0,136.5,-28.3,-39.85
adaptive_ma20_no_down,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,2,100.0,80.06,-20.31,3.94,34.53,35.5,136.5,-28.3,-56.44
adaptive_ma55_no_down,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,1,100.0,94.43,-24.02,3.93,34.52,29.0,136.5,-28.3,-42.07
adaptive_shou_no_down,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,2,100.0,71.46,-24.12,2.96,31.33,36.0,136.5,-28.3,-65.04
bull_no_sell_until_ma20,2025-06-24_2026-07-03,basket_bull,002156,通富微电,先进封装/封测,2,100.0,82.04,-18.52,4.43,35.3,41.5,136.5,-28.3,-54.46
base_combo,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,20.97,-32.6,0.64,10.16,39.7,0.62,-38.87,20.35
no_new_entries_in_down,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,1,0.0,-13.74,-16.35,-0.84,-13.52,41.0,0.62,-38.87,-14.36
bull_delay_ma20,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,24.75,-30.5,0.81,11.73,40.3,0.62,-38.87,24.13
bull_delay_ma55,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,19.26,-33.55,0.57,7.65,47.0,0.62,-38.87,18.64
adaptive_ma20_no_down,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,1,0.0,-13.74,-16.35,-0.84,-13.52,41.0,0.62,-38.87,-14.36
adaptive_ma55_no_down,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,1,0.0,-13.74,-16.35,-0.84,-13.52,41.0,0.62,-38.87,-14.36
adaptive_shou_no_down,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,1,0.0,-11.27,-16.35,-0.69,-11.04,43.0,0.62,-38.87,-11.89
bull_no_sell_until_ma20,2024-05-28_2025-06-09,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,25.14,-30.28,0.83,11.21,38.0,0.62,-38.87,24.52
base_combo,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,-11.54,-21.09,-0.55,-3.28,30.0,19.6,-38.87,-31.14
no_new_entries_in_down,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,2,50.0,-5.59,-16.35,-0.34,-1.89,30.5,19.6,-38.87,-25.19
bull_delay_ma20,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,2,0.0,7.27,-21.09,0.34,-9.79,35.0,19.6,-38.87,-12.33
bull_delay_ma55,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,2,0.0,7.27,-21.09,0.34,-9.79,35.0,19.6,-38.87,-12.33
adaptive_ma20_no_down,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,1,0.0,14.48,-16.35,0.89,-13.52,41.0,19.6,-38.87,-5.12
adaptive_ma55_no_down,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,1,0.0,14.48,-16.35,0.89,-13.52,41.0,19.6,-38.87,-5.12
adaptive_shou_no_down,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,2,50.0,0.58,-16.35,0.04,1.31,39.0,19.6,-38.87,-19.02
bull_no_sell_until_ma20,2024-08-21_2025-09-01,basket_neutral,002185,华天科技,先进封装/封测,2,0.0,10.96,-18.37,0.6,-8.21,32.0,19.6,-38.87,-8.64
base_combo,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,-5.71,-15.73,-0.36,0.12,26.0,-2.42,-26.04,-3.29
no_new_entries_in_down,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,2,50.0,0.63,-13.19,0.05,3.21,24.5,-2.42,-26.04,3.05
bull_delay_ma20,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,2.18,-15.73,0.14,3.18,39.7,-2.42,-26.04,4.6
bull_delay_ma55,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,6.6,-19.21,0.34,4.9,50.7,-2.42,-26.04,9.02
adaptive_ma20_no_down,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,2,50.0,9.04,-14.81,0.61,7.8,45.0,-2.42,-26.04,11.46
adaptive_ma55_no_down,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,2,50.0,13.76,-19.21,0.72,10.37,61.5,-2.42,-26.04,16.18
adaptive_shou_no_down,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,2,50.0,7.21,-10.1,0.71,6.55,33.0,-2.42,-26.04,9.63
bull_no_sell_until_ma20,2024-11-22_2025-12-16,basket_neutral,002185,华天科技,先进封装/封测,3,33.33,5.8,-14.73,0.39,4.3,37.3,-2.42,-26.04,8.22
base_combo,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,36.81,-13.19,2.79,17.52,33.0,30.96,-19.51,5.85
no_new_entries_in_down,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,36.81,-13.19,2.79,17.52,33.0,30.96,-19.51,5.85
bull_delay_ma20,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,48.24,-14.81,3.26,22.12,53.5,30.96,-19.51,17.28
bull_delay_ma55,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,54.66,-19.21,2.85,24.69,70.0,30.96,-19.51,23.7
adaptive_ma20_no_down,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,48.24,-14.81,3.26,22.12,53.5,30.96,-19.51,17.28
adaptive_ma55_no_down,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,54.66,-19.21,2.85,24.69,70.0,30.96,-19.51,23.7
adaptive_shou_no_down,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,41.69,-11.13,3.74,19.48,40.5,30.96,-19.51,10.73
bull_no_sell_until_ma20,2025-02-25_2026-03-20,basket_neutral,002185,华天科技,先进封装/封测,2,100.0,44.95,-14.73,3.05,20.72,52.5,30.96,-19.51,13.99
base_combo,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,98.66,-25.3,-22.48
no_new_entries_in_down,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,98.66,-25.3,-22.48
bull_delay_ma20,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,2,100.0,68.66,-25.19,2.73,30.3,45.0,98.66,-25.3,-30.0
bull_delay_ma55,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,1,100.0,102.18,-25.19,4.06,25.32,46.0,98.66,-25.3,3.52
adaptive_ma20_no_down,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,2,100.0,68.66,-25.19,2.73,30.3,45.0,98.66,-25.3,-30.0
adaptive_ma55_no_down,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,1,100.0,102.18,-25.19,4.06,25.32,46.0,98.66,-25.3,3.52
adaptive_shou_no_down,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,2,100.0,78.13,-25.19,3.1,34.1,45.5,98.66,-25.3,-20.53
bull_no_sell_until_ma20,2025-05-26_2026-06-18,basket_bull,002185,华天科技,先进封装/封测,2,100.0,61.53,-25.29,2.43,27.53,44.0,98.66,-25.3,-37.13
base_combo,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,88.83,-25.3,-12.65
no_new_entries_in_down,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,88.83,-25.3,-12.65
bull_delay_ma20,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,2,100.0,68.66,-25.19,2.73,30.3,45.0,88.83,-25.3,-20.17
bull_delay_ma55,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,1,100.0,101.15,-25.19,4.02,25.32,46.0,88.83,-25.3,12.32
adaptive_ma20_no_down,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,2,100.0,68.66,-25.19,2.73,30.3,45.0,88.83,-25.3,-20.17
adaptive_ma55_no_down,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,1,100.0,101.15,-25.19,4.02,25.32,46.0,88.83,-25.3,12.32
adaptive_shou_no_down,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,2,100.0,78.13,-25.19,3.1,34.1,45.5,88.83,-25.3,-10.7
bull_no_sell_until_ma20,2025-06-10_2026-07-03,basket_bull,002185,华天科技,先进封装/封测,2,100.0,61.53,-25.29,2.43,27.53,44.0,88.83,-25.3,-27.3
base_combo,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,4,50.0,65.75,-24.51,2.68,16.91,31.5,32.8,-31.67,32.95
no_new_entries_in_down,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,7.77,-18.32,0.42,6.52,25.5,32.8,-31.67,-25.03
bull_delay_ma20,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,4,50.0,46.62,-24.51,1.9,12.76,34.8,32.8,-31.67,13.82
bull_delay_ma55,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,4,50.0,26.72,-30.21,0.88,7.88,43.2,32.8,-31.67,-6.08
adaptive_ma20_no_down,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,0.37,-18.32,0.02,2.1,29.5,32.8,-31.67,-32.43
adaptive_ma55_no_down,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,-3.07,-18.49,-0.17,0.04,33.0,32.8,-31.67,-35.87
adaptive_shou_no_down,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,10.96,-18.32,0.6,8.43,27.0,32.8,-31.67,-21.84
bull_no_sell_until_ma20,2024-06-12_2025-06-23,basket_neutral,603005,晶方科技,先进封装/封测,4,50.0,59.82,-24.51,2.44,15.58,32.8,32.8,-31.67,27.02
base_combo,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,3,66.67,31.35,-13.13,2.39,10.53,28.7,9.0,-31.67,22.35
no_new_entries_in_down,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,31.74,-10.08,3.15,15.81,31.0,9.0,-31.67,22.74
bull_delay_ma20,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,3,66.67,31.03,-19.09,1.63,10.02,39.3,9.0,-31.67,22.03
bull_delay_ma55,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,28.77,-21.87,1.32,7.93,35.0,9.0,-31.67,19.77
adaptive_ma20_no_down,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,31.42,-16.21,1.94,15.04,47.0,9.0,-31.67,22.42
adaptive_ma55_no_down,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,1,100.0,29.15,-19.08,1.53,15.9,46.0,9.0,-31.67,20.15
adaptive_shou_no_down,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,42.04,-10.89,3.86,20.14,45.5,9.0,-31.67,33.04
bull_no_sell_until_ma20,2024-09-04_2025-09-15,basket_neutral,603005,晶方科技,先进封装/封测,3,66.67,39.81,-11.33,3.51,12.92,36.7,9.0,-31.67,30.81
base_combo,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,2.29,-8.0,0.29,1.36,27.5,-7.66,-31.67,9.95
no_new_entries_in_down,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,1,100.0,2.6,-4.44,0.59,2.77,31.0,-7.66,-31.67,10.26
bull_delay_ma20,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,9.56,-10.74,0.89,5.02,39.5,-7.66,-31.67,17.22
bull_delay_ma55,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,2.0,-16.37,0.12,1.22,51.0,-7.66,-31.67,9.66
adaptive_ma20_no_down,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,1,100.0,9.89,-10.74,0.92,10.07,55.0,-7.66,-31.67,17.55
adaptive_ma55_no_down,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,1,100.0,2.31,-16.37,0.14,2.47,78.0,-7.66,-31.67,9.97
adaptive_shou_no_down,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,1,100.0,7.44,-11.0,0.68,7.61,57.0,-7.66,-31.67,15.1
bull_no_sell_until_ma20,2024-12-06_2025-12-16,basket_neutral,603005,晶方科技,先进封装/封测,2,50.0,6.67,-10.74,0.62,3.61,38.5,-7.66,-31.67,14.33
base_combo,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,13.4,-8.57,1.56,6.84,39.5,1.28,-21.86,12.12
no_new_entries_in_down,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,13.4,-8.57,1.56,6.84,39.5,1.28,-21.86,12.12
bull_delay_ma20,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,21.46,-10.74,2.0,10.5,51.5,1.28,-21.86,20.18
bull_delay_ma55,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,13.07,-16.37,0.8,6.7,63.0,1.28,-21.86,11.79
adaptive_ma20_no_down,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,21.46,-10.74,2.0,10.5,51.5,1.28,-21.86,20.18
adaptive_ma55_no_down,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,13.07,-16.37,0.8,6.7,63.0,1.28,-21.86,11.79
adaptive_shou_no_down,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,18.74,-11.0,1.7,9.27,52.5,1.28,-21.86,17.46
bull_no_sell_until_ma20,2025-03-11_2026-03-20,basket_neutral,603005,晶方科技,先进封装/封测,2,100.0,21.5,-10.74,2.0,10.54,50.5,1.28,-21.86,20.22
base_combo,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,57.96,-26.07,14.96
no_new_entries_in_down,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,57.96,-26.07,14.96
bull_delay_ma20,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,80.24,-17.26,4.65,10.92,48.0,57.96,-26.07,22.28
bull_delay_ma55,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,80.24,-17.26,4.65,10.92,48.0,57.96,-26.07,22.28
adaptive_ma20_no_down,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,80.24,-17.26,4.65,10.92,48.0,57.96,-26.07,22.28
adaptive_ma55_no_down,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,80.24,-17.26,4.65,10.92,48.0,57.96,-26.07,22.28
adaptive_shou_no_down,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,80.24,-17.26,4.65,10.92,48.0,57.96,-26.07,22.28
bull_no_sell_until_ma20,2025-06-10_2026-06-18,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,83.12,-17.26,4.82,12.69,47.0,57.96,-26.07,25.16
base_combo,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,44.97,-26.07,27.95
no_new_entries_in_down,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,44.97,-26.07,27.95
bull_delay_ma20,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,71.05,-19.47,3.65,10.92,48.0,44.97,-26.07,26.08
bull_delay_ma55,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,71.05,-19.47,3.65,10.92,48.0,44.97,-26.07,26.08
adaptive_ma20_no_down,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,71.05,-19.47,3.65,10.92,48.0,44.97,-26.07,26.08
adaptive_ma55_no_down,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,71.05,-19.47,3.65,10.92,48.0,44.97,-26.07,26.08
adaptive_shou_no_down,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,71.05,-19.47,3.65,10.92,48.0,44.97,-26.07,26.08
bull_no_sell_until_ma20,2025-06-24_2026-07-03,basket_bull,603005,晶方科技,先进封装/封测,1,100.0,73.78,-19.47,3.79,12.69,47.0,44.97,-26.07,28.81
base_combo,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,2,100.0,31.77,-14.49,2.19,14.48,40.0,30.44,-23.03,1.33
no_new_entries_in_down,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,1,100.0,5.69,-13.76,0.41,3.98,46.0,30.44,-23.03,-24.75
bull_delay_ma20,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,2,100.0,40.5,-24.62,1.64,18.55,54.0,30.44,-23.03,10.06
bull_delay_ma55,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,2,100.0,28.24,-28.85,0.98,13.11,64.5,30.44,-23.03,-2.2
adaptive_ma20_no_down,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,1,100.0,6.3,-13.27,0.47,4.57,53.0,30.44,-23.03,-24.14
adaptive_ma55_no_down,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,1,100.0,2.79,-16.13,0.17,1.12,59.0,30.44,-23.03,-27.65
adaptive_shou_no_down,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,1,100.0,7.69,-12.13,0.63,5.94,55.0,30.44,-23.03,-22.75
bull_no_sell_until_ma20,2024-06-12_2025-06-23,basket_neutral,002371,北方华创,半导体设备,2,50.0,23.42,-28.27,0.83,12.33,40.0,30.44,-23.03,-7.02
base_combo,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,2,100.0,3.77,-13.76,0.27,2.15,37.0,30.92,-23.03,-27.15
no_new_entries_in_down,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,2,100.0,3.77,-13.76,0.27,2.15,37.0,30.92,-23.03,-27.15
bull_delay_ma20,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,2,100.0,4.36,-13.27,0.33,2.45,40.5,30.92,-23.03,-26.56
bull_delay_ma55,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,1,100.0,20.56,-16.13,1.27,1.12,59.0,30.92,-23.03,-10.36
adaptive_ma20_no_down,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,2,100.0,4.36,-13.27,0.33,2.45,40.5,30.92,-23.03,-26.56
adaptive_ma55_no_down,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,1,100.0,20.56,-16.13,1.27,1.12,59.0,30.92,-23.03,-10.36
adaptive_shou_no_down,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,2,100.0,6.98,-12.13,0.58,3.73,43.5,30.92,-23.03,-23.94
bull_no_sell_until_ma20,2024-09-04_2025-09-15,basket_neutral,002371,北方华创,半导体设备,2,50.0,-8.31,-14.57,-0.57,-3.87,26.5,30.92,-23.03,-39.23
base_combo,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,57.92,-16.05,-57.86
no_new_entries_in_down,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,57.92,-16.05,-57.86
bull_delay_ma20,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,57.92,-16.05,-57.86
bull_delay_ma55,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,0,0.0,39.36,-16.05,0.0,0.0,0.0,57.92,-16.05,-18.56
adaptive_ma20_no_down,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,57.92,-16.05,-57.86
adaptive_ma55_no_down,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,0,0.0,39.36,-16.05,0.0,0.0,0.0,57.92,-16.05,-18.56
adaptive_shou_no_down,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,1,100.0,1.24,-6.11,0.2,1.51,32.0,57.92,-16.05,-56.68
bull_no_sell_until_ma20,2024-12-06_2025-12-16,basket_neutral,002371,北方华创,半导体设备,1,100.0,0.77,-6.11,0.13,1.03,27.0,57.92,-16.05,-57.15
