strategy,window,basket_regime,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,bh_max_drawdown,vs_bh
adaptive_ma20_no_down,2025-03-11_2026-03-20,basket_neutral,300913,兆龙互连,高速铜缆/铜连接,2,0.0,-9.81,-16.73,-0.59,-4.71,28.5,28.52,-29.88,-38.33
adaptive_ma55_no_down,2025-03-11_2026-03-20,basket_neutral,300913,兆龙互连,高速铜缆/铜连接,2,0.0,-9.81,-16.73,-0.59,-4.71,28.5,28.52,-29.88,-38.33
adaptive_shou_no_down,2025-03-11_2026-03-20,basket_neutral,300913,兆龙互连,高速铜缆/铜连接,2,0.0,-9.81,-16.73,-0.59,-4.71,28.5,28.52,-29.88,-38.33
bull_no_sell_until_ma20,2025-03-11_2026-03-20,basket_neutral,300913,兆龙互连,高速铜缆/铜连接,2,0.0,-12.73,-19.42,-0.66,-6.31,28.0,28.52,-29.88,-41.25
base_combo,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,25.31,-33.06,-28.77
no_new_entries_in_down,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,25.31,-33.06,-28.77
bull_delay_ma20,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,25.31,-33.06,-28.77
bull_delay_ma55,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,2,0.0,9.89,-21.21,0.47,-4.71,28.5,25.31,-33.06,-15.42
adaptive_ma20_no_down,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,25.31,-33.06,-28.77
adaptive_ma55_no_down,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,2,0.0,9.89,-21.21,0.47,-4.71,28.5,25.31,-33.06,-15.42
adaptive_shou_no_down,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-4.95,-18.78,-0.26,-1.25,31.7,25.31,-33.06,-30.26
bull_no_sell_until_ma20,2025-06-10_2026-06-18,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-4.99,-21.41,-0.23,-1.16,25.3,25.31,-33.06,-30.3
base_combo,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,-18.84,-39.48,15.38
no_new_entries_in_down,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,-18.84,-39.48,15.38
bull_delay_ma20,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,-18.84,-39.48,15.38
bull_delay_ma55,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,0.0,-17.57,-30.35,-0.58,-5.93,39.7,-18.84,-39.48,1.27
adaptive_ma20_no_down,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-3.46,-18.78,-0.18,-0.7,26.0,-18.84,-39.48,15.38
adaptive_ma55_no_down,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,0.0,-17.57,-30.35,-0.58,-5.93,39.7,-18.84,-39.48,1.27
adaptive_shou_no_down,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-4.95,-18.78,-0.26,-1.25,31.7,-18.84,-39.48,13.89
bull_no_sell_until_ma20,2025-06-24_2026-07-03,basket_bull,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-4.99,-21.41,-0.23,-1.16,25.3,-18.84,-39.48,13.85
base_combo,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,2,100.0,34.99,-15.55,2.25,16.51,31.0,69.48,-28.66,-34.49
no_new_entries_in_down,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-28.66,-69.48
bull_delay_ma20,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,2,100.0,33.42,-16.44,2.03,15.82,36.0,69.48,-28.66,-36.06
bull_delay_ma55,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,2,100.0,72.85,-17.9,4.07,33.17,53.5,69.48,-28.66,3.37
adaptive_ma20_no_down,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-28.66,-69.48
adaptive_ma55_no_down,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-28.66,-69.48
adaptive_shou_no_down,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-28.66,-69.48
bull_no_sell_until_ma20,2024-06-12_2025-06-23,basket_neutral,600577,精达股份,高速铜缆/铜连接,2,100.0,44.81,-15.55,2.88,20.67,27.5,69.48,-28.66,-24.67
base_combo,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,51.54,-28.66,-37.67
no_new_entries_in_down,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,51.54,-28.66,-51.54
bull_delay_ma20,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,51.54,-28.66,-37.67
bull_delay_ma55,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,51.54,-28.66,-37.67
adaptive_ma20_no_down,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,51.54,-28.66,-51.54
adaptive_ma55_no_down,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,51.54,-28.66,-51.54
adaptive_shou_no_down,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,51.54,-28.66,-51.54
bull_no_sell_until_ma20,2024-09-04_2025-09-15,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,18.05,-5.45,3.31,18.36,28.0,51.54,-28.66,-33.49
base_combo,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,40.47,-28.66,-26.6
no_new_entries_in_down,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,40.47,-28.66,-40.47
bull_delay_ma20,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,40.47,-28.66,-26.6
bull_delay_ma55,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,13.87,-15.4,0.9,14.17,40.0,40.47,-28.66,-26.6
adaptive_ma20_no_down,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,40.47,-28.66,-40.47
adaptive_ma55_no_down,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,40.47,-28.66,-40.47
adaptive_shou_no_down,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,40.47,-28.66,-40.47
bull_no_sell_until_ma20,2024-12-06_2025-12-16,basket_neutral,600577,精达股份,高速铜缆/铜连接,1,100.0,18.05,-5.45,3.31,18.36,28.0,40.47,-28.66,-22.42
base_combo,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
no_new_entries_in_down,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
bull_delay_ma20,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
bull_delay_ma55,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
adaptive_ma20_no_down,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
adaptive_ma55_no_down,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
adaptive_shou_no_down,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
bull_no_sell_until_ma20,2025-03-11_2026-03-20,basket_neutral,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,-21.52,-100.7
base_combo,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.59,-16.86,-0.03,0.48,35.0,49.74,-32.69,-50.33
no_new_entries_in_down,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.59,-16.86,-0.03,0.48,35.0,49.74,-32.69,-50.33
bull_delay_ma20,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-1.06,-17.26,-0.06,0.0,37.0,49.74,-32.69,-50.8
bull_delay_ma55,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-1.06,-17.26,-0.06,0.0,37.0,49.74,-32.69,-50.8
adaptive_ma20_no_down,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-1.06,-17.26,-0.06,0.0,37.0,49.74,-32.69,-50.8
adaptive_ma55_no_down,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-1.06,-17.26,-0.06,0.0,37.0,49.74,-32.69,-50.8
adaptive_shou_no_down,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-8.49,-23.47,-0.36,-7.51,39.0,49.74,-32.69,-58.23
bull_no_sell_until_ma20,2025-06-10_2026-06-18,basket_bull,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.83,-17.06,-0.05,0.24,36.0,49.74,-32.69,-50.57
base_combo,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,100.0,-18.09,-33.62,-0.54,0.48,35.0,24.77,-41.42,-42.86
no_new_entries_in_down,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,100.0,-18.09,-33.62,-0.54,0.48,35.0,24.77,-41.42,-42.86
bull_delay_ma20,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-18.48,-33.93,-0.54,0.0,37.0,24.77,-41.42,-43.25
bull_delay_ma55,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-18.48,-33.93,-0.54,0.0,37.0,24.77,-41.42,-43.25
adaptive_ma20_no_down,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-18.48,-33.93,-0.54,0.0,37.0,24.77,-41.42,-43.25
adaptive_ma55_no_down,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-18.48,-33.93,-0.54,0.0,37.0,24.77,-41.42,-43.25
adaptive_shou_no_down,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,0.0,-24.6,-38.89,-0.63,-7.51,39.0,24.77,-41.42,-49.37
bull_no_sell_until_ma20,2025-06-24_2026-07-03,basket_bull,600577,精达股份,高速铜缆/铜连接,1,100.0,-18.28,-33.77,-0.54,0.24,36.0,24.77,-41.42,-43.05
base_combo,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,3,33.33,5.64,-18.11,0.31,2.62,33.0,-11.77,-38.39,17.41
no_new_entries_in_down,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,2,50.0,12.22,-10.34,1.18,6.74,34.5,-11.77,-38.39,23.99
bull_delay_ma20,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,3,33.33,2.62,-20.45,0.13,1.5,34.3,-11.77,-38.39,14.39
bull_delay_ma55,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,3,33.33,-6.36,-27.41,-0.23,-1.83,38.0,-11.77,-38.39,5.41
adaptive_ma20_no_down,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,2,50.0,9.02,-12.9,0.7,5.06,36.5,-11.77,-38.39,20.79
adaptive_ma55_no_down,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,2,50.0,-0.52,-20.52,-0.03,0.07,42.0,-11.77,-38.39,11.25
adaptive_shou_no_down,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,2,50.0,10.37,-11.82,0.88,5.78,37.0,-11.77,-38.39,22.14
bull_no_sell_until_ma20,2024-06-12_2025-06-23,basket_neutral,002475,立讯精密,连接器,3,33.33,3.65,-20.0,0.18,1.82,33.3,-11.77,-38.39,15.42
base_combo,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,2,0.0,-9.78,-16.02,-0.61,-4.77,27.0,25.35,-38.19,-35.13
no_new_entries_in_down,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,1,0.0,-4.16,-8.06,-0.52,-3.91,24.0,25.35,-38.19,-29.51
bull_delay_ma20,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,2,0.0,-9.78,-16.02,-0.61,-4.77,27.0,25.35,-38.19,-35.13
bull_delay_ma55,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,2,0.0,-9.78,-16.02,-0.61,-4.77,27.0,25.35,-38.19,-35.13
adaptive_ma20_no_down,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,1,0.0,-4.16,-8.06,-0.52,-3.91,24.0,25.35,-38.19,-29.51
adaptive_ma55_no_down,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,1,0.0,-4.16,-8.06,-0.52,-3.91,24.0,25.35,-38.19,-29.51
adaptive_shou_no_down,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,1,0.0,-4.16,-8.06,-0.52,-3.91,24.0,25.35,-38.19,-29.51
bull_no_sell_until_ma20,2024-09-04_2025-09-15,basket_neutral,002475,立讯精密,连接器,2,0.0,-8.88,-15.55,-0.57,-4.29,26.0,25.35,-38.19,-34.23
base_combo,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,1,0.0,-5.38,-11.28,-0.48,-5.63,30.0,40.52,-38.19,-45.9
no_new_entries_in_down,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,0,0.0,0.52,-5.41,0.0,0.0,0.0,40.52,-38.19,-40.0
bull_delay_ma20,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,1,0.0,-5.38,-11.28,-0.48,-5.63,30.0,40.52,-38.19,-45.9
bull_delay_ma55,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,1,0.0,-5.38,-11.28,-0.48,-5.63,30.0,40.52,-38.19,-45.9
adaptive_ma20_no_down,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,0,0.0,0.52,-5.41,0.0,0.0,0.0,40.52,-38.19,-40.0
adaptive_ma55_no_down,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,0,0.0,0.52,-5.41,0.0,0.0,0.0,40.52,-38.19,-40.0
adaptive_shou_no_down,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,0,0.0,0.52,-5.41,0.0,0.0,0.0,40.52,-38.19,-40.0
bull_no_sell_until_ma20,2024-12-06_2025-12-16,basket_neutral,002475,立讯精密,连接器,1,0.0,-4.97,-10.9,-0.46,-5.22,29.0,40.52,-38.19,-45.49
base_combo,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
no_new_entries_in_down,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
bull_delay_ma20,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
bull_delay_ma55,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
adaptive_ma20_no_down,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
adaptive_ma55_no_down,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
adaptive_shou_no_down,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-9.76,-18.5,-0.53,-3.1,30.0,59.57,-33.92,-69.33
bull_no_sell_until_ma20,2025-03-11_2026-03-20,basket_neutral,002475,立讯精密,连接器,1,0.0,-7.29,-16.27,-0.45,-0.44,24.0,59.57,-33.92,-66.86
base_combo,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,85.72,-33.92,-54.77
no_new_entries_in_down,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,85.72,-33.92,-54.77
bull_delay_ma20,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,2,50.0,22.43,-18.5,1.21,11.96,50.5,85.72,-33.92,-63.29
bull_delay_ma55,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,1,0.0,30.86,-20.45,1.51,-3.1,30.0,85.72,-33.92,-54.86
adaptive_ma20_no_down,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,2,50.0,22.43,-18.5,1.21,11.96,50.5,85.72,-33.92,-63.29
adaptive_ma55_no_down,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,1,0.0,30.86,-20.45,1.51,-3.1,30.0,85.72,-33.92,-54.86
adaptive_shou_no_down,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,2,50.0,35.4,-18.5,1.91,18.68,45.0,85.72,-33.92,-50.32
bull_no_sell_until_ma20,2025-06-10_2026-06-18,basket_bull,002475,立讯精密,连接器,2,50.0,27.08,-17.54,1.54,13.93,47.0,85.72,-33.92,-58.64
base_combo,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,69.99,-33.92,-39.04
no_new_entries_in_down,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,2,50.0,30.95,-18.5,1.67,16.38,43.0,69.99,-33.92,-39.04
bull_delay_ma20,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,2,50.0,22.43,-18.5,1.21,11.96,50.5,69.99,-33.92,-47.56
bull_delay_ma55,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,1,0.0,20.59,-24.02,0.86,-3.1,30.0,69.99,-33.92,-49.4
adaptive_ma20_no_down,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,2,50.0,22.43,-18.5,1.21,11.96,50.5,69.99,-33.92,-47.56
adaptive_ma55_no_down,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,1,0.0,20.59,-24.02,0.86,-3.1,30.0,69.99,-33.92,-49.4
adaptive_shou_no_down,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,2,50.0,35.4,-18.5,1.91,18.68,45.0,69.99,-33.92,-34.59
bull_no_sell_until_ma20,2025-06-24_2026-07-03,basket_bull,002475,立讯精密,连接器,2,50.0,27.08,-17.54,1.54,13.93,47.0,69.99,-33.92,-42.91
base_combo,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
no_new_entries_in_down,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
bull_delay_ma20,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
bull_delay_ma55,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
adaptive_ma20_no_down,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
adaptive_ma55_no_down,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
adaptive_shou_no_down,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-11.23,-15.77,-0.71,-7.91,34.0,0.79,-25.47,-12.02
bull_no_sell_until_ma20,2024-06-12_2025-06-23,basket_neutral,002179,中航光电,连接器,1,0.0,-8.21,-12.91,-0.64,-4.79,33.0,0.79,-25.47,-9.0
base_combo,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
no_new_entries_in_down,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
bull_delay_ma20,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
bull_delay_ma55,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
adaptive_ma20_no_down,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
adaptive_ma55_no_down,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.02,-15.77,-0.64,-4.84,30.5,-10.66,-22.83,0.64
adaptive_shou_no_down,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-10.87,-15.77,-0.69,-5.31,38.0,-10.66,-22.83,-0.21
bull_no_sell_until_ma20,2024-09-04_2025-09-15,basket_neutral,002179,中航光电,连接器,2,0.0,-6.16,-12.91,-0.48,-2.86,29.5,-10.66,-22.83,4.5
base_combo,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
no_new_entries_in_down,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
bull_delay_ma20,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
bull_delay_ma55,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
adaptive_ma20_no_down,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
adaptive_ma55_no_down,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.1,-14.92,-0.74,-1.78,27.0,-12.07,-24.71,0.97
adaptive_shou_no_down,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-11.94,-15.73,-0.76,-2.71,42.0,-12.07,-24.71,0.13
bull_no_sell_until_ma20,2024-12-06_2025-12-16,basket_neutral,002179,中航光电,连接器,1,0.0,-10.33,-14.19,-0.73,-0.93,26.0,-12.07,-24.71,1.74
base_combo,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
no_new_entries_in_down,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
bull_delay_ma20,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
bull_delay_ma55,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
adaptive_ma20_no_down,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
adaptive_ma55_no_down,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-8.87,-17.18,-0.52,-0.05,37.0,-16.49,-24.71,7.62
adaptive_shou_no_down,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-9.73,-17.18,-0.57,-0.51,44.5,-16.49,-24.71,6.76
bull_no_sell_until_ma20,2025-03-11_2026-03-20,basket_neutral,002179,中航光电,连接器,2,50.0,-7.82,-16.96,-0.46,0.52,36.0,-16.49,-24.71,8.67
base_combo,2025-06-10_2026-06-18,basket_bull,002179,中航光电,连接器,2,100.0,2.59,-19.57,0.13,1.55,53.5,4.95,-24.71,-2.36
no_new_entries_in_down,2025-06-10_2026-06-18,basket_bull,002179,中航光电,连接器,2,100.0,2.59,-19.57,0.13,1.55,53.5,4.95,-24.71,-2.36
bull_delay_ma20,2025-06-10_2026-06-18,basket_bull,002179,中航光电,连接器,2,100.0,1.44,-19.57,0.07,0.98,55.0,4.95,-24.71,-3.51
bull_delay_ma55,2025-06-10_2026-06-18,basket_bull,002179,中航光电,连接器,1,100.0,15.02,-19.57,0.77,1.69,47.0,4.95,-24.71,10.07
adaptive_ma20_no_down,2025-06-10_2026-06-18,basket_bull,002179,中航光电,连接器,2,100.0,1.44,-19.57,0.07,0.98,55.0,4.95,-24.71,-3.51
adaptive_ma55_no_down,2025-06-10_2026-06-18,basket_bull,002179,中航光电,连接器,1,100.0,15.02,-19.57,0.77,1.69,47.0,4.95,-24.71,10.07
