strategy,segment,stocks,stocks_with_trades,trades,weighted_win_rate,positive_stocks,beat_bh_stocks,median_return,median_drawdown,median_calmar,median_vs_bh
obs_then_wait_ma20_15d,半导体材料,20,18,33,63.64,10,7,0.85,-15.91,0.1,-7.42
obs_then_wait_ma20_5d,覆铜板CCL,60,51,101,58.42,32,26,3.55,-13.11,0.09,-7.67
obs_then_wait_cxhzb_15d,服务器电源,60,51,97,49.48,33,25,3.05,-16.59,0.09,-12.79
obs_then_wait_ma20_10d,HBM,40,39,89,57.3,22,14,2.66,-24.55,0.09,-9.24
obs_then_wait_ma20_15d,HBM,40,39,89,57.3,22,14,2.66,-24.55,0.09,-9.24
obs_then_wait_ma20_10d,AI服务器,80,73,164,50.0,46,30,2.65,-17.7,0.09,-9.91
obs_then_wait_muma_10d,云计算,40,40,120,49.17,21,31,1.92,-22.3,0.09,17.63
obs_then_wait_muma_15d,云计算,40,40,120,49.17,21,31,1.92,-22.3,0.09,17.63
obs_direct,大模型/AI应用/AIGC,80,79,233,48.5,44,55,1.74,-23.71,0.09,11.43
obs_direct_wait0,大模型/AI应用/AIGC,80,79,233,48.5,44,55,1.74,-23.71,0.09,11.43
obs_then_wait_ma20_5d,高速铜缆/铜连接,80,73,143,53.85,43,35,1.6,-19.92,0.09,-6.67
obs_then_wait_caopan_5d,液冷/散热,77,60,79,55.7,41,27,1.58,-14.34,0.09,-21.62
obs_then_wait_cxhzb_15d,连接器,40,35,63,53.97,20,24,1.29,-12.5,0.09,3.15
obs_then_wait_rs20_basket_5d,算力/IDC/算力租赁,80,69,109,52.29,46,37,1.26,-15.16,0.09,-2.1
obs_then_wait_rs20_basket_5d,CPO,40,35,55,52.73,23,10,1.01,-17.86,0.09,-33.47
obs_then_wait_ma20_rs20_segment_10d,连接器,40,38,63,63.49,23,20,3.25,-9.92,0.08,-0.06
obs_then_wait_rs20_segment_5d,HBM,40,36,68,58.82,23,15,2.96,-22.17,0.07,-11.57
obs_then_wait_rs20_basket_10d,AIPC/端侧AI,40,40,85,36.47,21,32,1.94,-21.12,0.07,15.62
obs_then_wait_muma_10d,AIPC/端侧AI,40,40,110,56.36,21,29,1.83,-24.06,0.07,12.84
obs_then_wait_muma_15d,AIPC/端侧AI,40,40,110,56.36,21,29,1.83,-24.06,0.07,12.84
obs_then_wait_ma20_10d,连接器,40,39,76,53.95,22,19,1.81,-11.38,0.07,-0.96
obs_then_wait_ma20_5d,连接器,40,39,76,53.95,22,19,1.81,-11.38,0.07,-0.96
obs_then_wait_rs20_basket_10d,算力/IDC/算力租赁,80,74,130,49.23,44,38,1.26,-18.38,0.07,-3.44
obs_then_wait_ma20_cxhzb_15d,交换机/网络设备,66,61,110,52.73,35,30,1.25,-15.25,0.07,-4.18
obs_then_wait_ma20_rs20_segment_10d,覆铜板CCL,60,52,78,61.54,35,25,1.2,-11.39,0.07,-11.32
obs_then_wait_rs20_segment_15d,AI服务器,80,77,160,48.12,44,30,0.84,-18.58,0.07,-13.36
obs_then_wait_caopan_10d,半导体材料,20,18,30,63.33,11,10,0.49,-9.61,0.07,0.09
obs_then_wait_caopan_15d,半导体材料,20,18,30,63.33,11,10,0.49,-9.61,0.07,0.09
obs_then_wait_caopan_5d,半导体材料,20,12,13,100.0,12,11,0.49,-5.86,0.07,2.37
obs_then_wait_muma_10d,交换机/网络设备,66,66,161,56.52,35,29,0.49,-21.11,0.07,-4.38
obs_then_wait_muma_15d,交换机/网络设备,66,66,161,56.52,35,29,0.49,-21.11,0.07,-4.38
obs_then_wait_ma20_rs20_segment_10d,半导体设备,20,18,27,55.56,11,4,1.56,-14.31,0.06,-21.09
obs_then_wait_rs20_basket_15d,算力/IDC/算力租赁,80,78,150,45.33,44,37,1.27,-20.41,0.06,-3.02
obs_then_wait_ma20_rs20_segment_15d,AI服务器,80,72,142,47.18,42,28,0.66,-16.16,0.06,-12.06
obs_then_wait_ma20_15d,大模型/AI应用/AIGC,80,79,216,44.44,42,51,0.52,-25.81,0.06,6.48
obs_direct,连接器,40,40,82,54.88,21,21,0.44,-14.32,0.06,0.78
obs_direct_wait0,连接器,40,40,82,54.88,21,21,0.44,-14.32,0.06,0.78
obs_then_wait_caopan_15d,云计算,40,39,85,45.88,20,31,0.34,-18.69,0.06,18.57
obs_then_wait_rs20_basket_15d,覆铜板CCL,60,52,97,59.79,33,24,3.28,-13.48,0.05,-5.98
obs_then_wait_rs20_basket_5d,大模型/AI应用/AIGC,80,76,124,50.81,43,56,1.48,-19.73,0.05,10.54
obs_then_wait_rs20_basket_10d,高速铜缆/铜连接,80,70,110,63.64,44,37,1.16,-16.44,0.05,-3.1
obs_then_wait_ma20_rs20_segment_10d,液冷/散热,77,66,122,54.1,42,27,3.38,-19.48,0.04,-16.18
obs_then_wait_ma20_rs20_segment_5d,HBM,40,34,54,59.26,23,14,2.17,-20.13,0.04,-13.9
obs_then_wait_cxhzb_15d,PCB,66,61,110,50.0,35,18,1.75,-15.49,0.04,-51.14
obs_then_wait_ma20_cxhzb_15d,PCB,66,60,102,50.98,37,18,1.75,-15.45,0.04,-51.14
obs_then_wait_ma20_rs20_segment_15d,覆铜板CCL,60,53,91,62.64,33,25,1.15,-13.63,0.04,-12.4
obs_then_wait_rs20_basket_10d,PCB,66,59,89,50.56,35,20,0.98,-14.36,0.04,-43.53
obs_then_wait_rs20_segment_10d,AI服务器,80,76,152,48.03,43,29,0.81,-17.87,0.04,-12.73
obs_then_wait_muma_5d,光模块,100,92,203,51.72,55,26,8.79,-21.18,0.03,-45.58
obs_then_wait_ma20_rs20_segment_10d,服务器电源,60,55,97,54.64,31,26,1.4,-16.68,0.03,-14.82
obs_then_wait_rs20_basket_15d,高速铜缆/铜连接,80,72,128,54.69,41,33,1.16,-17.06,0.03,-5.56
obs_then_wait_cxhzb_15d,高速铜缆/铜连接,80,73,126,50.79,42,34,0.69,-14.77,0.03,-5.02
obs_then_wait_muma_5d,云计算,40,40,116,48.28,21,28,0.53,-21.23,0.03,13.49
obs_then_wait_cxhzb_15d,AI服务器,80,69,137,55.47,42,33,2.39,-16.36,0.02,-10.58
obs_then_wait_muma_5d,连接器,40,39,78,51.28,21,18,1.36,-13.99,0.02,-0.37
obs_then_wait_cxhzb_10d,半导体设备,20,11,14,100.0,10,6,0.14,-6.58,0.02,-17.46
obs_then_wait_rs20_basket_10d,覆铜板CCL,60,50,80,61.25,32,23,1.33,-12.08,0.01,-5.98
obs_then_wait_caopan_15d,高速铜缆/铜连接,80,73,147,57.14,41,38,0.45,-16.68,0.01,-4.0
obs_then_wait_ma20_rs20_segment_10d,大模型/AI应用/AIGC,80,75,160,40.62,40,54,0.29,-20.31,0.01,10.7
obs_then_wait_rs20_segment_5d,高速铜缆/铜连接,80,69,113,61.06,40,36,0.29,-18.64,0.01,-3.48
obs_then_wait_caopan_10d,覆铜板CCL,60,48,83,61.45,34,25,0.24,-11.84,0.01,-11.38
obs_then_wait_ma20_cxhzb_15d,算力/IDC/算力租赁,80,78,148,45.27,40,29,0.07,-19.77,0.01,-9.52
obs_then_wait_ma20_rs20_segment_10d,半导体材料,20,18,33,57.58,10,7,0.05,-10.73,0.01,-10.39
obs_then_wait_ma20_rs20_segment_15d,半导体材料,20,18,34,58.82,10,7,0.05,-12.02,0.01,-10.39
obs_then_wait_ma20_rs20_segment_5d,PCB,66,44,54,61.11,35,20,4.79,-9.63,0.0,-40.75
obs_then_wait_rs20_segment_15d,PCB,66,61,109,47.71,34,23,4.25,-16.94,0.0,-45.45
obs_then_wait_rs20_segment_5d,光模块,100,81,132,55.3,52,31,2.75,-17.37,0.0,-66.59
obs_then_wait_cxhzb_10d,液冷/散热,77,57,77,55.84,41,24,2.28,-14.59,0.0,-13.67
obs_then_wait_ma20_rs20_segment_5d,交换机/网络设备,66,52,80,51.25,34,27,2.04,-12.04,0.0,-6.3
obs_then_wait_ma20_cxhzb_rs20_segment_15d,PCB,66,55,79,50.63,34,15,1.75,-11.82,0.0,-48.86
obs_then_wait_cxhzb_10d,CPO,40,28,50,66.0,20,11,1.71,-13.92,0.0,-36.5
obs_then_wait_rs20_basket_15d,液冷/散热,77,73,159,47.8,39,23,1.57,-22.85,0.0,-23.89
obs_then_wait_ma20_rs20_segment_10d,HBM,40,38,70,54.29,21,14,1.36,-23.55,0.0,-13.11
obs_then_wait_ma20_cxhzb_15d,光模块,100,91,153,47.06,50,28,0.94,-15.99,0.0,-51.2
obs_then_wait_ma20_cxhzb_10d,HBM,40,29,36,61.11,21,16,0.93,-14.29,0.0,-16.58
obs_then_wait_ma20_rs20_segment_5d,半导体设备,20,17,23,60.87,10,3,0.77,-12.47,0.0,-23.45
obs_then_wait_caopan_5d,交换机/网络设备,66,46,65,63.08,33,29,0.57,-12.93,0.0,-6.09
obs_then_wait_ma20_rs20_segment_5d,光模块,100,68,95,56.84,51,30,0.56,-12.49,0.0,-68.61
obs_then_wait_rs20_segment_5d,PCB,66,51,71,50.7,33,20,0.54,-12.11,0.0,-47.2
obs_then_wait_rs20_segment_5d,服务器电源,60,55,99,50.5,30,24,0.44,-17.56,0.0,-12.62
obs_then_wait_rs20_segment_10d,云计算,40,37,84,46.43,21,30,0.32,-15.76,0.0,18.59
obs_then_wait_cxhzb_15d,交换机/网络设备,66,61,118,49.15,33,30,0.17,-14.94,0.0,-4.96
obs_then_wait_ma20_rs20_segment_5d,CPO,40,27,47,61.7,20,10,0.05,-15.59,0.0,-37.69
obs_then_wait_ma20_cxhzb_15d,高速铜缆/铜连接,80,66,112,50.0,40,36,0.01,-14.97,0.0,-2.51
obs_then_wait_caopan_10d,算力芯片/GPU/CPU设计,40,34,61,50.82,19,28,0.0,-15.36,0.0,8.26
obs_then_wait_caopan_10d,高速铜缆/铜连接,80,72,130,53.08,36,36,0.0,-16.44,0.0,-7.03
obs_then_wait_caopan_5d,AI服务器,80,56,82,52.44,30,27,0.0,-10.51,0.0,-17.87
obs_then_wait_caopan_5d,HBM,40,27,37,67.57,17,15,0.0,-13.85,0.0,-13.54
obs_then_wait_caopan_5d,PCB,66,45,57,52.63,29,21,0.0,-9.68,0.0,-48.26
obs_then_wait_caopan_5d,云计算,40,20,25,36.0,5,30,0.0,-7.04,0.0,19.13
obs_then_wait_caopan_5d,光模块,100,73,101,60.4,47,30,0.0,-14.31,0.0,-61.53
obs_then_wait_caopan_5d,大模型/AI应用/AIGC,80,71,114,44.74,36,50,0.0,-18.17,0.0,9.59
obs_then_wait_caopan_5d,服务器电源,60,42,59,59.32,26,27,0.0,-12.78,0.0,-6.05
obs_then_wait_caopan_5d,算力/IDC/算力租赁,80,64,117,49.57,37,32,0.0,-16.91,0.0,-5.66
obs_then_wait_caopan_5d,算力芯片/GPU/CPU设计,40,30,45,46.67,17,29,0.0,-13.62,0.0,8.72
obs_then_wait_caopan_5d,覆铜板CCL,60,43,56,60.71,28,25,0.0,-11.79,0.0,-10.04
obs_then_wait_caopan_5d,高速铜缆/铜连接,80,55,82,47.56,28,36,0.0,-11.31,0.0,-5.68
obs_then_wait_cxhzb_10d,AIPC/端侧AI,40,30,44,59.09,18,29,0.0,-8.48,0.0,17.93
obs_then_wait_cxhzb_10d,AI服务器,80,55,84,57.14,33,29,0.0,-12.75,0.0,-16.88
obs_then_wait_cxhzb_10d,HBM,40,30,42,52.38,19,11,0.0,-15.22,0.0,-19.05
obs_then_wait_cxhzb_10d,PCB,66,49,63,42.86,22,17,0.0,-12.56,0.0,-53.63
obs_then_wait_cxhzb_10d,交换机/网络设备,66,44,65,55.38,26,30,0.0,-13.81,0.0,-3.51
obs_then_wait_cxhzb_10d,光模块,100,67,89,42.7,32,27,0.0,-14.67,0.0,-66.64
obs_then_wait_cxhzb_10d,大模型/AI应用/AIGC,80,58,97,38.14,31,50,0.0,-15.06,0.0,6.14
obs_then_wait_cxhzb_10d,服务器电源,60,37,62,43.55,19,24,0.0,-16.51,0.0,-17.36
obs_then_wait_cxhzb_10d,算力/IDC/算力租赁,80,69,115,42.61,33,27,0.0,-17.76,0.0,-13.5
obs_then_wait_cxhzb_10d,算力芯片/GPU/CPU设计,40,31,43,30.23,13,26,0.0,-11.12,0.0,8.88
obs_then_wait_cxhzb_10d,覆铜板CCL,60,39,47,63.83,28,24,0.0,-8.72,0.0,-13.95
obs_then_wait_cxhzb_10d,连接器,40,28,39,53.85,15,21,0.0,-7.11,0.0,1.14
obs_then_wait_cxhzb_10d,高速铜缆/铜连接,80,58,77,32.47,24,30,0.0,-11.29,0.0,-10.61
obs_then_wait_cxhzb_15d,覆铜板CCL,60,48,81,48.15,25,25,0.0,-11.69,0.0,-15.34
obs_then_wait_cxhzb_5d,AIPC/端侧AI,40,25,32,71.88,17,29,0.0,-7.07,0.0,17.93
obs_then_wait_cxhzb_5d,AI服务器,80,34,39,51.28,21,25,0.0,0.0,0.0,-18.77
obs_then_wait_cxhzb_5d,CPO,40,18,27,51.85,11,8,0.0,-5.1,0.0,-54.03
obs_then_wait_cxhzb_5d,HBM,40,16,18,66.67,12,11,0.0,0.0,0.0,-12.15
obs_then_wait_cxhzb_5d,PCB,66,9,13,15.38,1,14,0.0,0.0,0.0,-53.68
obs_then_wait_cxhzb_5d,云计算,40,17,24,29.17,5,31,0.0,0.0,0.0,18.05
obs_then_wait_cxhzb_5d,交换机/网络设备,66,24,28,57.14,14,26,0.0,0.0,0.0,-5.96
obs_then_wait_cxhzb_5d,先进封装/封测,80,45,58,68.97,39,47,0.0,-6.0,0.0,5.56
obs_then_wait_cxhzb_5d,光模块,100,29,29,34.48,12,27,0.0,0.0,0.0,-74.73
obs_then_wait_cxhzb_5d,半导体材料,20,4,6,100.0,5,9,0.0,0.0,0.0,-0.57
obs_then_wait_cxhzb_5d,半导体设备,20,6,6,100.0,7,6,0.0,0.0,0.0,-24.22
obs_then_wait_cxhzb_5d,大模型/AI应用/AIGC,80,43,56,53.57,28,53,0.0,-7.92,0.0,9.96
obs_then_wait_cxhzb_5d,存储芯片,67,27,28,85.71,26,28,0.0,0.0,0.0,-11.74
obs_then_wait_cxhzb_5d,服务器电源,60,20,28,42.86,7,24,0.0,0.0,0.0,-11.86
obs_then_wait_cxhzb_5d,液冷/散热,77,31,34,64.71,24,22,0.0,0.0,0.0,-25.94
obs_then_wait_cxhzb_5d,算力/IDC/算力租赁,80,42,52,67.31,27,32,0.0,-6.99,0.0,-7.75
obs_then_wait_cxhzb_5d,算力芯片/GPU/CPU设计,40,18,21,52.38,11,28,0.0,-0.07,0.0,8.88
obs_then_wait_cxhzb_5d,覆铜板CCL,60,10,12,100.0,10,24,0.0,0.0,0.0,-15.34
obs_then_wait_cxhzb_5d,连接器,40,14,16,37.5,6,18,0.0,0.0,0.0,-1.23
obs_then_wait_cxhzb_5d,高速铜缆/铜连接,80,27,30,33.33,12,32,0.0,0.0,0.0,-5.67
obs_then_wait_healthy_midtrend_cxhzb_10d,AIPC/端侧AI,40,4,6,100.0,3,25,0.0,0.0,0.0,11.29
obs_then_wait_healthy_midtrend_cxhzb_10d,AI服务器,80,9,9,33.33,3,26,0.0,0.0,0.0,-19.83
obs_then_wait_healthy_midtrend_cxhzb_10d,CPO,40,11,11,100.0,11,8,0.0,0.0,0.0,-51.95
obs_then_wait_healthy_midtrend_cxhzb_10d,HBM,40,9,9,100.0,11,17,0.0,0.0,0.0,-8.56
obs_then_wait_healthy_midtrend_cxhzb_10d,PCB,66,14,15,40.0,5,15,0.0,0.0,0.0,-52.67
obs_then_wait_healthy_midtrend_cxhzb_10d,云计算,40,0,0,0.0,0,30,0.0,0.0,0.0,20.73
obs_then_wait_healthy_midtrend_cxhzb_10d,交换机/网络设备,66,5,5,60.0,3,25,0.0,0.0,0.0,-16.41
obs_then_wait_healthy_midtrend_cxhzb_10d,先进封装/封测,80,10,12,75.0,9,39,0.0,0.0,0.0,-0.3
obs_then_wait_healthy_midtrend_cxhzb_10d,光模块,100,11,11,18.18,2,29,0.0,0.0,0.0,-74.73
obs_then_wait_healthy_midtrend_cxhzb_10d,半导体材料,20,3,3,100.0,3,7,0.0,0.0,0.0,-13.55
obs_then_wait_healthy_midtrend_cxhzb_10d,半导体设备,20,3,3,100.0,3,6,0.0,0.0,0.0,-27.87
obs_then_wait_healthy_midtrend_cxhzb_10d,大模型/AI应用/AIGC,80,20,25,32.0,6,44,0.0,0.0,0.0,6.64
obs_then_wait_healthy_midtrend_cxhzb_10d,存储芯片,67,15,15,53.33,6,24,0.0,0.0,0.0,-21.22
obs_then_wait_healthy_midtrend_cxhzb_10d,服务器电源,60,9,9,33.33,5,20,0.0,0.0,0.0,-17.2
obs_then_wait_healthy_midtrend_cxhzb_10d,液冷/散热,77,3,3,100.0,3,21,0.0,0.0,0.0,-31.85
obs_then_wait_healthy_midtrend_cxhzb_10d,算力/IDC/算力租赁,80,9,9,33.33,3,31,0.0,0.0,0.0,-10.29
obs_then_wait_healthy_midtrend_cxhzb_10d,算力芯片/GPU/CPU设计,40,13,13,23.08,4,22,0.0,0.0,0.0,3.29
obs_then_wait_healthy_midtrend_cxhzb_10d,覆铜板CCL,60,3,3,100.0,3,23,0.0,0.0,0.0,-14.95
obs_then_wait_healthy_midtrend_cxhzb_10d,连接器,40,3,3,100.0,3,21,0.0,0.0,0.0,1.62
obs_then_wait_healthy_midtrend_cxhzb_10d,高速铜缆/铜连接,80,7,9,66.67,6,32,0.0,0.0,0.0,-9.8
obs_then_wait_healthy_midtrend_cxhzb_15d,AIPC/端侧AI,40,19,28,32.14,5,22,0.0,0.0,0.0,2.02
obs_then_wait_healthy_midtrend_cxhzb_15d,AI服务器,80,31,31,38.71,12,24,0.0,0.0,0.0,-23.28
obs_then_wait_healthy_midtrend_cxhzb_15d,CPO,40,22,34,52.94,14,7,0.0,-10.66,0.0,-41.2
obs_then_wait_healthy_midtrend_cxhzb_15d,HBM,40,19,21,80.95,17,16,0.0,-3.0,0.0,-7.28
obs_then_wait_healthy_midtrend_cxhzb_15d,PCB,66,21,27,44.44,10,17,0.0,0.0,0.0,-53.68
obs_then_wait_healthy_midtrend_cxhzb_15d,云计算,40,12,14,21.43,3,28,0.0,0.0,0.0,21.73
obs_then_wait_healthy_midtrend_cxhzb_15d,交换机/网络设备,66,20,23,52.17,9,26,0.0,0.0,0.0,-11.88
obs_then_wait_healthy_midtrend_cxhzb_15d,先进封装/封测,80,31,37,70.27,24,42,0.0,0.0,0.0,0.71
obs_then_wait_healthy_midtrend_cxhzb_15d,光模块,100,31,36,27.78,12,29,0.0,0.0,0.0,-74.73
obs_then_wait_healthy_midtrend_cxhzb_15d,半导体材料,20,6,6,50.0,3,7,0.0,0.0,0.0,-13.55
obs_then_wait_healthy_midtrend_cxhzb_15d,半导体设备,20,3,3,100.0,3,6,0.0,0.0,0.0,-27.87
obs_then_wait_healthy_midtrend_cxhzb_15d,大模型/AI应用/AIGC,80,39,46,23.91,10,42,0.0,-4.1,0.0,6.12
obs_then_wait_healthy_midtrend_cxhzb_15d,存储芯片,67,37,47,51.06,19,23,0.0,-11.25,0.0,-21.22
obs_then_wait_healthy_midtrend_cxhzb_15d,服务器电源,60,22,29,31.03,8,21,0.0,0.0,0.0,-24.57
obs_then_wait_healthy_midtrend_cxhzb_15d,液冷/散热,77,33,39,48.72,18,22,0.0,0.0,0.0,-28.18
obs_then_wait_healthy_midtrend_cxhzb_15d,算力/IDC/算力租赁,80,41,50,50.0,21,36,0.0,-7.75,0.0,-9.35
obs_then_wait_healthy_midtrend_cxhzb_15d,算力芯片/GPU/CPU设计,40,16,18,27.78,6,22,0.0,0.0,0.0,3.29
obs_then_wait_healthy_midtrend_cxhzb_15d,覆铜板CCL,60,26,29,72.41,20,21,0.0,0.0,0.0,-14.07
obs_then_wait_healthy_midtrend_cxhzb_15d,连接器,40,8,8,62.5,5,20,0.0,0.0,0.0,-0.14
obs_then_wait_healthy_midtrend_cxhzb_15d,高速铜缆/铜连接,80,22,25,36.0,9,29,0.0,0.0,0.0,-12.71
obs_then_wait_healthy_midtrend_cxhzb_5d,AIPC/端侧AI,40,0,0,0.0,0,25,0.0,0.0,0.0,6.95
obs_then_wait_healthy_midtrend_cxhzb_5d,AI服务器,80,3,3,0.0,0,26,0.0,0.0,0.0,-19.83
obs_then_wait_healthy_midtrend_cxhzb_5d,CPO,40,0,0,0.0,0,7,0.0,0.0,0.0,-54.67
obs_then_wait_healthy_midtrend_cxhzb_5d,HBM,40,3,3,100.0,4,15,0.0,0.0,0.0,-11.04
obs_then_wait_healthy_midtrend_cxhzb_5d,PCB,66,0,0,0.0,0,16,0.0,0.0,0.0,-53.68
obs_then_wait_healthy_midtrend_cxhzb_5d,云计算,40,0,0,0.0,0,30,0.0,0.0,0.0,20.73
obs_then_wait_healthy_midtrend_cxhzb_5d,交换机/网络设备,66,5,5,60.0,3,25,0.0,0.0,0.0,-16.41
obs_then_wait_healthy_midtrend_cxhzb_5d,先进封装/封测,80,3,3,0.0,0,38,0.0,0.0,0.0,-0.77
obs_then_wait_healthy_midtrend_cxhzb_5d,光模块,100,0,0,0.0,0,29,0.0,0.0,0.0,-74.73
obs_then_wait_healthy_midtrend_cxhzb_5d,半导体材料,20,0,0,0.0,0,7,0.0,0.0,0.0,-14.98
obs_then_wait_healthy_midtrend_cxhzb_5d,半导体设备,20,0,0,0.0,0,6,0.0,0.0,0.0,-34.3
obs_then_wait_healthy_midtrend_cxhzb_5d,大模型/AI应用/AIGC,80,7,7,42.86,3,46,0.0,0.0,0.0,6.77
obs_then_wait_healthy_midtrend_cxhzb_5d,存储芯片,67,3,3,100.0,3,24,0.0,0.0,0.0,-28.01
obs_then_wait_healthy_midtrend_cxhzb_5d,服务器电源,60,0,0,0.0,0,25,0.0,0.0,0.0,-15.73
obs_then_wait_healthy_midtrend_cxhzb_5d,液冷/散热,77,0,0,0.0,0,21,0.0,0.0,0.0,-31.96
obs_then_wait_healthy_midtrend_cxhzb_5d,算力/IDC/算力租赁,80,0,0,0.0,0,32,0.0,0.0,0.0,-7.64
obs_then_wait_healthy_midtrend_cxhzb_5d,算力芯片/GPU/CPU设计,40,0,0,0.0,0,23,0.0,0.0,0.0,5.12
obs_then_wait_healthy_midtrend_cxhzb_5d,覆铜板CCL,60,0,0,0.0,0,23,0.0,0.0,0.0,-15.34
obs_then_wait_healthy_midtrend_cxhzb_5d,连接器,40,0,0,0.0,0,20,0.0,0.0,0.0,-0.14
obs_then_wait_healthy_midtrend_cxhzb_5d,高速铜缆/铜连接,80,0,0,0.0,0,32,0.0,0.0,0.0,-9.8
obs_then_wait_ma20_cxhzb_10d,AIPC/端侧AI,40,28,41,56.1,16,28,0.0,-8.38,0.0,17.93
obs_then_wait_ma20_cxhzb_10d,AI服务器,80,53,73,57.53,31,29,0.0,-8.9,0.0,-18.33
obs_then_wait_ma20_cxhzb_10d,CPO,40,25,43,55.81,15,8,0.0,-13.79,0.0,-39.99
obs_then_wait_ma20_cxhzb_10d,PCB,66,49,59,45.76,23,20,0.0,-12.33,0.0,-53.63
obs_then_wait_ma20_cxhzb_10d,交换机/网络设备,66,39,52,65.38,29,30,0.0,-9.6,0.0,-3.51
obs_then_wait_ma20_cxhzb_10d,光模块,100,63,80,47.5,34,28,0.0,-12.91,0.0,-66.64
obs_then_wait_ma20_cxhzb_10d,半导体设备,20,6,6,100.0,6,6,0.0,0.0,0.0,-29.29
obs_then_wait_ma20_cxhzb_10d,大模型/AI应用/AIGC,80,57,83,44.58,33,52,0.0,-15.06,0.0,7.73
obs_then_wait_ma20_cxhzb_10d,存储芯片,67,47,73,49.32,31,28,0.0,-13.03,0.0,-12.81
obs_then_wait_ma20_cxhzb_10d,服务器电源,60,36,59,45.76,21,24,0.0,-13.43,0.0,-17.36
obs_then_wait_ma20_cxhzb_10d,液冷/散热,77,53,71,56.34,37,24,0.0,-13.61,0.0,-13.91
obs_then_wait_ma20_cxhzb_10d,算力/IDC/算力租赁,80,65,106,44.34,35,28,0.0,-16.54,0.0,-12.52
obs_then_wait_ma20_cxhzb_10d,算力芯片/GPU/CPU设计,40,27,39,33.33,13,26,0.0,-11.12,0.0,8.88
obs_then_wait_ma20_cxhzb_10d,覆铜板CCL,60,38,44,68.18,28,25,0.0,-8.75,0.0,-13.95
obs_then_wait_ma20_cxhzb_10d,连接器,40,28,39,53.85,15,21,0.0,-7.11,0.0,1.14
obs_then_wait_ma20_cxhzb_10d,高速铜缆/铜连接,80,45,58,31.03,16,32,0.0,-8.45,0.0,-7.31
obs_then_wait_ma20_cxhzb_15d,AI服务器,80,69,129,51.16,39,29,0.0,-16.14,0.0,-14.52
obs_then_wait_ma20_cxhzb_15d,半导体设备,20,17,23,56.52,8,5,0.0,-9.87,0.0,-21.87
obs_then_wait_ma20_cxhzb_15d,覆铜板CCL,60,48,84,46.43,25,25,0.0,-12.5,0.0,-15.34
obs_then_wait_ma20_cxhzb_5d,AIPC/端侧AI,40,20,26,65.38,12,28,0.0,-4.82,0.0,17.12
obs_then_wait_ma20_cxhzb_5d,AI服务器,80,27,29,58.62,18,26,0.0,0.0,0.0,-22.08
obs_then_wait_ma20_cxhzb_5d,CPO,40,14,21,38.09,6,8,0.0,0.0,0.0,-59.57
obs_then_wait_ma20_cxhzb_5d,HBM,40,15,15,80.0,13,15,0.0,0.0,0.0,-12.15
obs_then_wait_ma20_cxhzb_5d,PCB,66,9,9,22.22,2,17,0.0,0.0,0.0,-53.68
obs_then_wait_ma20_cxhzb_5d,云计算,40,13,16,18.75,3,31,0.0,0.0,0.0,13.48
obs_then_wait_ma20_cxhzb_5d,交换机/网络设备,66,19,19,68.42,14,25,0.0,0.0,0.0,-6.53
obs_then_wait_ma20_cxhzb_5d,先进封装/封测,80,35,43,72.09,31,45,0.0,-0.21,0.0,5.22
obs_then_wait_ma20_cxhzb_5d,光模块,100,26,26,26.92,9,27,0.0,0.0,0.0,-74.73
obs_then_wait_ma20_cxhzb_5d,半导体材料,20,4,6,100.0,5,9,0.0,0.0,0.0,-0.57
obs_then_wait_ma20_cxhzb_5d,半导体设备,20,0,0,0.0,0,6,0.0,0.0,0.0,-34.3
obs_then_wait_ma20_cxhzb_5d,大模型/AI应用/AIGC,80,37,44,68.18,30,54,0.0,-2.92,0.0,12.86
obs_then_wait_ma20_cxhzb_5d,存储芯片,67,19,19,78.95,17,26,0.0,0.0,0.0,-21.22
obs_then_wait_ma20_cxhzb_5d,服务器电源,60,17,25,48.0,7,24,0.0,0.0,0.0,-11.86
obs_then_wait_ma20_cxhzb_5d,液冷/散热,77,29,31,70.97,23,23,0.0,0.0,0.0,-25.94
obs_then_wait_ma20_cxhzb_5d,算力/IDC/算力租赁,80,40,45,64.44,23,32,0.0,-6.78,0.0,-7.75
obs_then_wait_ma20_cxhzb_5d,算力芯片/GPU/CPU设计,40,18,21,52.38,11,28,0.0,-0.07,0.0,8.88
obs_then_wait_ma20_cxhzb_5d,覆铜板CCL,60,9,9,100.0,9,24,0.0,0.0,0.0,-15.34
obs_then_wait_ma20_cxhzb_5d,连接器,40,13,13,7.69,1,16,0.0,0.0,0.0,-2.71
obs_then_wait_ma20_cxhzb_5d,高速铜缆/铜连接,80,18,21,28.57,7,31,0.0,0.0,0.0,-8.23
obs_then_wait_ma20_cxhzb_rs20_segment_10d,AIPC/端侧AI,40,23,32,59.37,17,27,0.0,-5.71,0.0,22.51
obs_then_wait_ma20_cxhzb_rs20_segment_10d,AI服务器,80,46,52,57.69,28,30,0.0,-8.0,0.0,-16.81
obs_then_wait_ma20_cxhzb_rs20_segment_10d,CPO,40,21,33,48.49,10,8,0.0,-8.0,0.0,-49.43
obs_then_wait_ma20_cxhzb_rs20_segment_10d,HBM,40,20,27,59.26,15,16,0.0,-9.41,0.0,-12.93
