strategy,window,regime,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,bh_max_drawdown,vs_bh
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,300476,胜宏科技,PCB,1,100.0,2.94,-14.43,0.2,3.2,20.0,103.86,-27.82,-100.92
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,300476,胜宏科技,PCB,1,0.0,-3.27,-17.18,-0.19,-3.02,25.0,53.42,-27.82,-56.69
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,300476,胜宏科技,PCB,1,0.0,-3.27,-17.18,-0.19,-3.02,25.0,53.42,-27.82,-56.69
control_tianma_fixed20,2025-06-24_2026-07-03,up_20_to_80pct,300476,胜宏科技,PCB,1,100.0,2.94,-14.43,0.2,3.2,20.0,53.42,-27.82,-50.48
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,001389,广合科技,PCB,2,50.0,11.5,-26.97,0.43,2.59,29.0,35.6,-36.57,-24.1
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,001389,广合科技,PCB,2,50.0,18.91,-26.97,0.7,6.21,22.0,35.6,-36.57,-16.69
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,001389,广合科技,PCB,3,33.33,11.22,-23.64,0.47,5.4,20.0,35.6,-36.57,-24.38
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,001389,广合科技,PCB,1,100.0,9.99,-18.86,0.53,10.28,54.0,61.05,-36.57,-51.06
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,001389,广合科技,PCB,1,100.0,9.99,-18.86,0.53,10.28,54.0,61.05,-36.57,-51.06
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,001389,广合科技,PCB,1,0.0,-3.64,-18.86,-0.19,-3.39,20.0,61.05,-36.57,-64.69
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,001389,广合科技,PCB,1,100.0,23.31,-18.86,1.24,10.28,54.0,25.89,-36.57,-2.58
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,001389,广合科技,PCB,1,100.0,23.31,-18.86,1.24,10.28,54.0,25.89,-36.57,-2.58
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,001389,广合科技,PCB,1,0.0,8.03,-18.86,0.43,-3.39,20.0,25.89,-36.57,-17.86
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,001389,广合科技,PCB,1,100.0,14.59,-5.86,2.49,14.89,32.0,131.38,-24.54,-116.79
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,001389,广合科技,PCB,1,100.0,14.59,-5.86,2.49,14.89,32.0,131.38,-24.54,-116.79
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,001389,广合科技,PCB,1,100.0,16.84,-3.49,4.83,17.15,20.0,131.38,-24.54,-114.54
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,001389,广合科技,PCB,1,100.0,14.59,-5.86,2.49,14.89,32.0,200.34,-24.54,-185.75
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,001389,广合科技,PCB,1,100.0,14.59,-5.86,2.49,14.89,32.0,200.34,-24.54,-185.75
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,001389,广合科技,PCB,1,100.0,16.84,-3.49,4.83,17.15,20.0,200.34,-24.54,-183.5
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,001389,广合科技,PCB,1,100.0,14.59,-5.86,2.49,14.89,32.0,207.6,-24.54,-193.01
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,001389,广合科技,PCB,1,100.0,14.59,-5.86,2.49,14.89,32.0,207.6,-24.54,-193.01
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,001389,广合科技,PCB,1,100.0,16.84,-3.49,4.83,17.15,20.0,207.6,-24.54,-190.76
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,600183,生益科技,覆铜板CCL,2,50.0,13.41,-23.16,0.58,7.06,34.5,57.37,-38.63,-43.96
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,600183,生益科技,覆铜板CCL,2,50.0,13.41,-23.16,0.58,7.06,34.5,57.37,-38.63,-43.96
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,600183,生益科技,覆铜板CCL,3,66.67,31.55,-17.89,1.76,10.8,20.0,57.37,-38.63,-25.82
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,14.59,-6.61,2.21,14.89,29.0,179.91,-38.63,-165.32
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,14.59,-6.61,2.21,14.89,29.0,179.91,-38.63,-165.32
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,21.06,-5.71,3.69,21.37,20.0,179.91,-38.63,-158.85
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,19.81,-8.78,2.26,14.89,29.0,110.39,-38.63,-90.58
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,14.59,-6.61,2.21,14.89,29.0,110.39,-38.63,-95.8
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,21.06,-5.71,3.69,21.37,20.0,110.39,-38.63,-89.33
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,15.7,-8.84,1.78,16.0,28.0,166.08,-24.5,-150.38
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,600183,生益科技,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,166.08,-24.5,-166.08
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,600183,生益科技,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,166.08,-24.5,-166.08
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,265.18,-8.96,29.59,16.0,28.0,358.38,-31.05,-93.2
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,600183,生益科技,覆铜板CCL,0,0.0,215.63,-6.36,0.0,0.0,0.0,358.38,-31.05,-142.75
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,40.27,-4.48,8.99,40.63,20.0,358.38,-31.05,-318.11
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,600183,生益科技,覆铜板CCL,2,100.0,226.88,-12.08,18.78,99.63,42.0,313.27,-31.05,-86.39
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,182.52,-12.08,15.11,183.26,56.0,313.27,-31.05,-130.75
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,600183,生益科技,覆铜板CCL,1,100.0,40.27,-4.48,8.99,40.63,20.0,313.27,-31.05,-273.0
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,603186,华正新材,覆铜板CCL,3,100.0,30.55,-15.54,1.97,9.68,33.3,42.83,-39.61,-12.28
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,603186,华正新材,覆铜板CCL,2,100.0,12.67,-15.54,0.82,6.43,38.5,42.83,-39.61,-30.16
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,603186,华正新材,覆铜板CCL,2,100.0,5.23,-16.58,0.32,2.85,20.0,42.83,-39.61,-37.6
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,603186,华正新材,覆铜板CCL,2,100.0,22.1,-13.81,1.6,10.92,34.5,42.26,-39.61,-20.16
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,603186,华正新材,覆铜板CCL,1,100.0,5.38,-9.88,0.54,5.66,46.0,42.26,-39.61,-36.88
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,603186,华正新材,覆铜板CCL,1,100.0,2.97,-5.41,0.55,3.24,20.0,42.26,-39.61,-39.29
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,603186,华正新材,覆铜板CCL,1,100.0,15.87,-4.35,3.64,16.17,23.0,75.75,-28.77,-59.88
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,603186,华正新材,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,75.75,-28.77,-75.75
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,603186,华正新材,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,75.75,-28.77,-75.75
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,603186,华正新材,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,138.45,-25.06,-138.45
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,603186,华正新材,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,138.45,-25.06,-138.45
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,603186,华正新材,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,138.45,-25.06,-138.45
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,603186,华正新材,覆铜板CCL,1,100.0,78.69,-10.74,7.33,79.15,39.0,612.43,-28.99,-533.74
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,603186,华正新材,覆铜板CCL,1,100.0,78.69,-10.74,7.33,79.15,39.0,612.43,-28.99,-533.74
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,603186,华正新材,覆铜板CCL,1,100.0,28.25,-7.38,3.83,28.59,20.0,612.43,-28.99,-584.18
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,603186,华正新材,覆铜板CCL,1,100.0,78.69,-10.74,7.33,79.15,39.0,472.12,-28.99,-393.43
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,603186,华正新材,覆铜板CCL,1,100.0,78.69,-10.74,7.33,79.15,39.0,472.12,-28.99,-393.43
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,603186,华正新材,覆铜板CCL,1,100.0,28.25,-7.38,3.83,28.59,20.0,472.12,-28.99,-443.87
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002636,金安国纪,覆铜板CCL,1,100.0,51.7,-28.04,1.84,22.27,30.0,52.83,-38.59,-1.13
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002636,金安国纪,覆铜板CCL,0,0.0,24.4,-3.59,0.0,0.0,0.0,52.83,-38.59,-28.43
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002636,金安国纪,覆铜板CCL,1,100.0,12.36,-3.55,3.48,12.65,20.0,52.83,-38.59,-40.47
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002636,金安国纪,覆铜板CCL,2,100.0,96.51,-28.04,3.44,41.91,47.5,61.43,-38.59,35.08
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002636,金安国纪,覆铜板CCL,1,100.0,61.14,-21.07,2.9,61.56,65.0,61.43,-38.59,-0.29
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002636,金安国纪,覆铜板CCL,1,100.0,12.36,-3.55,3.48,12.65,20.0,61.43,-38.59,-49.07
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,002636,金安国纪,覆铜板CCL,1,100.0,61.14,-21.07,2.9,61.56,65.0,81.84,-30.72,-20.7
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,002636,金安国纪,覆铜板CCL,1,100.0,61.14,-21.07,2.9,61.56,65.0,81.84,-30.72,-20.7
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,002636,金安国纪,覆铜板CCL,1,100.0,12.36,-3.55,3.48,12.65,20.0,81.84,-30.72,-69.48
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,299.42,-23.03,-299.42
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,299.42,-23.03,-299.42
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,299.42,-23.03,-299.42
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,755.91,-21.65,-755.91
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,755.91,-21.65,-755.91
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,755.91,-21.65,-755.91
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-21.65,-775.3
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-21.65,-775.3
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-21.65,-775.3
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,4,50.0,27.5,-23.65,1.16,7.37,29.5,2.47,-31.34,25.03
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,3,33.33,17.84,-24.05,0.74,7.0,31.3,2.47,-31.34,15.37
control_tianma_fixed20,2024-06-12_2025-06-23,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,3,33.33,28.6,-18.23,1.57,10.3,20.0,2.47,-31.34,26.13
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,4,50.0,0.71,-19.53,0.04,0.58,24.0,9.64,-31.34,-8.93
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-6.92,-19.78,-0.35,-2.06,24.0,9.64,-31.34,-16.56
control_tianma_fixed20,2024-09-04_2025-09-15,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-1.57,-18.23,-0.09,-0.24,20.0,9.64,-31.34,-11.21
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,000938,紫光股份(新华三),交换机/网络设备,2,50.0,-7.57,-7.71,-0.98,-1.48,26.0,-10.62,-31.34,3.05
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,000938,紫光股份(新华三),交换机/网络设备,2,50.0,-7.57,-7.71,-0.98,-1.48,26.0,-10.62,-31.34,3.05
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,000938,紫光股份(新华三),交换机/网络设备,2,50.0,-2.27,-6.45,-0.35,1.25,20.0,-10.62,-31.34,8.35
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,2,100.0,9.68,-9.69,1.0,3.15,34.5,7.25,-25.28,2.43
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,2,100.0,5.83,-7.59,0.77,3.15,34.5,7.25,-25.28,-1.42
control_tianma_fixed20,2025-03-11_2026-03-20,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,2,50.0,-0.21,-6.45,-0.03,0.2,20.0,7.25,-25.28,-7.46
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,2,100.0,31.82,-10.61,3.0,15.78,41.5,10.54,-25.28,21.28
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,1,100.0,3.69,-6.8,0.54,4.09,41.0,10.54,-25.28,-6.85
control_tianma_fixed20,2025-06-10_2026-06-18,flat_0_to_20pct,000938,紫光股份(新华三),交换机/网络设备,1,0.0,-3.11,-5.98,-0.52,-2.73,20.0,10.54,-25.28,-13.65
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,000938,紫光股份(新华三),交换机/网络设备,2,100.0,45.41,-10.61,4.28,15.78,41.5,22.16,-25.28,23.25
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,000938,紫光股份(新华三),交换机/网络设备,1,100.0,14.38,-13.01,1.1,4.09,41.0,22.16,-25.28,-7.78
control_tianma_fixed20,2025-06-24_2026-07-03,up_20_to_80pct,000938,紫光股份(新华三),交换机/网络设备,1,0.0,6.88,-11.3,0.61,-2.73,20.0,22.16,-25.28,-15.28
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,2,50.0,4.15,-6.22,0.67,2.38,22.5,153.05,-34.8,-148.9
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,5.37,-6.22,0.86,5.65,20.0,153.05,-34.8,-147.68
control_tianma_fixed20,2024-06-12_2025-06-23,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,5.37,-6.22,0.86,5.65,20.0,153.05,-34.8,-147.68
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,5.37,-6.22,0.86,5.65,20.0,158.98,-34.8,-153.61
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,5.37,-6.22,0.86,5.65,20.0,158.98,-34.8,-153.61
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,5.37,-6.22,0.86,5.65,20.0,158.98,-34.8,-153.61
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,17.25,-12.11,1.42,5.65,20.0,52.24,-36.24,-34.99
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,17.25,-12.11,1.42,5.65,20.0,52.24,-36.24,-34.99
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,17.25,-12.11,1.42,5.65,20.0,52.24,-36.24,-34.99
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,19.16,-12.11,1.58,19.47,34.0,64.09,-36.24,-44.93
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,19.16,-12.11,1.58,19.47,34.0,64.09,-36.24,-44.93
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,14.78,-12.11,1.22,15.08,20.0,64.09,-36.24,-49.31
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,26.28,-12.11,2.17,19.47,34.0,55.28,-36.24,-29.0
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,26.28,-12.11,2.17,19.47,34.0,55.28,-36.24,-29.0
control_tianma_fixed20,2025-06-10_2026-06-18,up_20_to_80pct,301165,锐捷网络,交换机/网络设备,1,100.0,21.64,-12.11,1.79,15.08,20.0,55.28,-36.24,-33.64
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,76.74,-12.11,6.34,19.47,34.0,106.1,-36.24,-29.36
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,76.74,-12.11,6.34,19.47,34.0,106.1,-36.24,-29.36
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,301165,锐捷网络,交换机/网络设备,1,100.0,70.25,-12.11,5.8,15.08,20.0,106.1,-36.24,-35.85
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,2,100.0,25.68,-15.2,1.69,12.85,39.0,64.46,-27.97,-38.78
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,100.0,2.53,-6.68,0.38,2.8,29.0,64.46,-27.97,-61.93
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,100.0,8.66,-1.66,5.21,8.95,20.0,64.46,-27.97,-55.8
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,002396,星网锐捷,交换机/网络设备,1,100.0,2.53,-6.68,0.38,2.8,29.0,83.2,-27.97,-80.67
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,002396,星网锐捷,交换机/网络设备,1,100.0,2.53,-6.68,0.38,2.8,29.0,83.2,-27.97,-80.67
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,002396,星网锐捷,交换机/网络设备,1,100.0,8.66,-1.66,5.21,8.95,20.0,83.2,-27.97,-74.54
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,100.0,5.4,-17.77,0.3,2.8,29.0,40.06,-32.18,-34.66
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,100.0,5.4,-17.77,0.3,2.8,29.0,40.06,-32.18,-34.66
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,2,50.0,-0.87,-12.85,-0.07,0.21,20.0,40.06,-32.18,-40.93
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,100.0,9.72,-12.18,0.8,10.01,51.0,47.16,-32.18,-37.44
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,100.0,9.72,-12.18,0.8,10.01,51.0,47.16,-32.18,-37.44
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,002396,星网锐捷,交换机/网络设备,1,0.0,-8.78,-12.18,-0.72,-8.54,20.0,47.16,-32.18,-55.94
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,down_negative,002396,星网锐捷,交换机/网络设备,2,100.0,14.69,-14.22,1.03,7.41,43.5,-1.21,-35.79,15.9
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,down_negative,002396,星网锐捷,交换机/网络设备,1,100.0,9.72,-12.18,0.8,10.01,51.0,-1.21,-35.79,10.93
control_tianma_fixed20,2025-06-10_2026-06-18,down_negative,002396,星网锐捷,交换机/网络设备,1,0.0,-8.78,-12.18,-0.72,-8.54,20.0,-1.21,-35.79,-7.57
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,flat_0_to_20pct,002396,星网锐捷,交换机/网络设备,2,100.0,33.88,-23.56,1.44,7.41,43.5,7.34,-36.23,26.54
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,flat_0_to_20pct,002396,星网锐捷,交换机/网络设备,1,100.0,28.08,-16.64,1.69,10.01,51.0,7.34,-36.23,20.74
control_tianma_fixed20,2025-06-24_2026-07-03,flat_0_to_20pct,002396,星网锐捷,交换机/网络设备,1,0.0,6.49,-20.95,0.31,-8.54,20.0,7.34,-36.23,-0.85
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,3,66.67,5.89,-31.09,0.19,2.21,38.3,26.17,-46.07,-20.28
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,1,100.0,14.68,-29.9,0.49,22.25,37.0,26.17,-46.07,-11.49
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,2,50.0,4.95,-13.42,0.37,2.87,20.0,26.17,-46.07,-21.22
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,301191,菲菱科思,交换机/网络设备,3,66.67,-6.1,-27.15,-0.22,-1.41,30.7,12.94,-46.07,-19.04
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,301191,菲菱科思,交换机/网络设备,1,0.0,-3.15,-12.32,-0.26,-2.89,38.0,12.94,-46.07,-16.09
control_tianma_fixed20,2024-09-04_2025-09-15,flat_0_to_20pct,301191,菲菱科思,交换机/网络设备,1,0.0,-3.03,-12.32,-0.25,-2.78,20.0,12.94,-46.07,-15.97
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,301191,菲菱科思,交换机/网络设备,2,50.0,-9.77,-24.68,-0.4,-4.08,23.0,10.56,-46.07,-20.33
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,301191,菲菱科思,交换机/网络设备,1,0.0,-3.53,-22.01,-0.16,-2.89,38.0,10.56,-46.07,-14.09
control_tianma_fixed20,2024-12-06_2025-12-16,flat_0_to_20pct,301191,菲菱科思,交换机/网络设备,2,0.0,-13.93,-19.64,-0.71,-6.89,20.0,10.56,-46.07,-24.49
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,2,100.0,17.5,-20.76,0.84,8.68,37.0,58.42,-32.81,-40.92
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,2,100.0,17.5,-20.76,0.84,8.68,37.0,58.42,-32.81,-40.92
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,301191,菲菱科思,交换机/网络设备,2,50.0,-2.46,-16.45,-0.15,-0.41,20.0,58.42,-32.81,-60.88
