strategy,window,regime,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,bh_max_drawdown,vs_bh
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,301308,江波龙,存储芯片,3,66.67,34.23,-10.31,3.32,11.46,25.3,183.63,-35.95,-149.4
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,183.63,-35.95,-183.63
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,183.63,-35.95,-183.63
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,301308,江波龙,存储芯片,1,100.0,8.56,-11.8,0.73,8.84,47.0,342.04,-29.78,-333.48
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,342.04,-29.78,-342.04
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,342.04,-29.78,-342.04
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,579.82,-29.78,-579.82
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,579.82,-29.78,-579.82
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,579.82,-29.78,-579.82
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-29.78,-593.45
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-29.78,-593.45
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,301308,江波龙,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,593.45,-29.78,-593.45
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,001309,德明利,存储芯片,3,66.67,12.69,-19.33,0.66,5.48,25.0,65.72,-34.84,-53.03
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,001309,德明利,存储芯片,2,50.0,14.51,-14.78,0.98,8.59,22.5,65.72,-34.84,-51.21
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,001309,德明利,存储芯片,2,50.0,28.2,-14.34,1.97,16.09,20.0,65.72,-34.84,-37.52
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,3.48,-12.23,0.28,3.75,21.0,99.68,-34.84,-96.2
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,001309,德明利,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,99.68,-34.84,-99.68
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,001309,德明利,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,99.68,-34.84,-99.68
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,001309,德明利,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,174.82,-34.84,-174.82
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,001309,德明利,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,174.82,-34.84,-174.82
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,001309,德明利,存储芯片,0,0.0,0.0,0.0,0.0,0.0,0.0,174.82,-34.84,-174.82
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,14.11,-13.63,1.04,14.4,25.0,268.47,-34.56,-254.36
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,14.11,-13.63,1.04,14.4,25.0,268.47,-34.56,-254.36
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,26.2,-8.81,2.97,26.53,20.0,268.47,-34.56,-242.27
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,14.11,-13.63,1.04,14.4,25.0,727.84,-34.56,-713.73
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,14.11,-13.63,1.04,14.4,25.0,727.84,-34.56,-713.73
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,26.2,-8.81,2.97,26.53,20.0,727.84,-34.56,-701.64
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,14.11,-13.63,1.04,14.4,25.0,842.66,-34.56,-828.55
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,14.11,-13.63,1.04,14.4,25.0,842.66,-34.56,-828.55
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,001309,德明利,存储芯片,1,100.0,26.2,-8.81,2.97,26.53,20.0,842.66,-34.56,-816.46
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300475,香农芯创,HBM,4,50.0,22.9,-30.98,0.74,8.11,29.8,32.57,-39.7,-9.67
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300475,香农芯创,HBM,3,66.67,39.86,-21.87,1.82,14.78,33.0,32.57,-39.7,7.29
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,300475,香农芯创,HBM,3,66.67,22.19,-21.87,1.01,9.22,20.0,32.57,-39.7,-10.38
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300475,香农芯创,HBM,2,50.0,18.17,-14.31,1.27,11.47,31.5,121.26,-39.7,-103.09
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300475,香农芯创,HBM,1,100.0,34.49,-13.67,2.52,34.84,43.0,121.26,-39.7,-86.77
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,300475,香农芯创,HBM,1,100.0,5.09,-7.24,0.7,5.36,20.0,121.26,-39.7,-116.17
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,300475,香农芯创,HBM,0,0.0,0.0,0.0,0.0,0.0,0.0,349.39,-39.7,-349.39
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,300475,香农芯创,HBM,0,0.0,0.0,0.0,0.0,0.0,0.0,349.39,-39.7,-349.39
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,300475,香农芯创,HBM,0,0.0,0.0,0.0,0.0,0.0,0.0,349.39,-39.7,-349.39
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300475,香农芯创,HBM,1,100.0,12.52,-17.79,0.7,7.08,20.0,408.2,-37.62,-395.68
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300475,香农芯创,HBM,0,0.0,5.35,-9.38,0.0,0.0,0.0,408.2,-37.62,-402.85
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,300475,香农芯创,HBM,0,0.0,5.35,-9.38,0.0,0.0,0.0,408.2,-37.62,-402.85
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300475,香农芯创,HBM,3,66.67,22.62,-17.86,1.27,7.95,22.7,651.68,-37.71,-629.06
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300475,香农芯创,HBM,1,0.0,-6.27,-17.75,-0.35,-6.03,20.0,651.68,-37.71,-657.95
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,300475,香农芯创,HBM,1,0.0,-6.27,-17.75,-0.35,-6.03,20.0,651.68,-37.71,-657.95
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300475,香农芯创,HBM,3,66.67,22.62,-17.86,1.27,7.95,22.7,642.95,-37.71,-620.33
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300475,香农芯创,HBM,1,0.0,-6.27,-17.75,-0.35,-6.03,20.0,642.95,-37.71,-649.22
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,300475,香农芯创,HBM,1,0.0,-6.27,-17.75,-0.35,-6.03,20.0,642.95,-37.71,-649.22
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,down_negative,002409,雅克科技,HBM,3,33.33,6.92,-18.28,0.38,3.69,27.7,-7.92,-28.81,14.84
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,down_negative,002409,雅克科技,HBM,2,50.0,7.98,-18.28,0.44,4.5,33.5,-7.92,-28.81,15.9
control_tianma_fixed20,2024-06-12_2025-06-23,down_negative,002409,雅克科技,HBM,2,50.0,19.62,-16.31,1.2,10.29,20.0,-7.92,-28.81,27.54
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,down_negative,002409,雅克科技,HBM,2,50.0,-0.35,-11.21,-0.03,0.16,30.0,-3.65,-28.81,3.3
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,down_negative,002409,雅克科技,HBM,2,50.0,-0.35,-11.21,-0.03,0.16,30.0,-3.65,-28.81,3.3
control_tianma_fixed20,2024-09-04_2025-09-15,down_negative,002409,雅克科技,HBM,2,50.0,0.93,-11.21,0.08,0.75,20.0,-3.65,-28.81,4.58
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,002409,雅克科技,HBM,1,100.0,4.5,-3.5,1.29,3.87,30.0,17.7,-21.33,-13.2
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,002409,雅克科技,HBM,1,100.0,4.5,-3.5,1.29,3.87,30.0,17.7,-21.33,-13.2
control_tianma_fixed20,2024-12-06_2025-12-16,flat_0_to_20pct,002409,雅克科技,HBM,1,100.0,3.66,-3.5,1.05,3.04,20.0,17.7,-21.33,-14.04
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002409,雅克科技,HBM,2,100.0,37.96,-6.7,5.67,18.69,33.5,60.54,-21.33,-22.58
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002409,雅克科技,HBM,2,100.0,37.96,-6.7,5.67,18.69,33.5,60.54,-21.33,-22.58
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,002409,雅克科技,HBM,2,100.0,10.69,-3.73,2.86,5.52,20.0,60.54,-21.33,-49.85
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002409,雅克科技,HBM,2,100.0,62.21,-18.07,3.44,27.82,39.5,171.77,-21.73,-109.56
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002409,雅克科技,HBM,2,100.0,65.54,-18.07,3.63,29.07,36.0,171.77,-21.73,-106.23
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002409,雅克科技,HBM,2,100.0,19.44,-7.61,2.56,9.59,20.0,171.77,-21.73,-152.33
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002409,雅克科技,HBM,2,100.0,62.21,-18.07,3.44,27.82,39.5,264.79,-21.73,-202.58
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002409,雅克科技,HBM,2,100.0,65.54,-18.07,3.63,29.07,36.0,264.79,-21.73,-199.25
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002409,雅克科技,HBM,2,100.0,19.44,-7.61,2.56,9.59,20.0,264.79,-21.73,-245.35
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,down_negative,600584,长电科技,先进封装/封测,3,100.0,23.31,-17.11,1.36,7.78,32.3,-0.87,-35.75,24.18
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,down_negative,600584,长电科技,先进封装/封测,3,100.0,39.01,-17.11,2.28,12.79,27.7,-0.87,-35.75,39.88
control_tianma_fixed20,2024-06-12_2025-06-23,down_negative,600584,长电科技,先进封装/封测,3,100.0,53.05,-17.11,3.1,16.15,20.0,-0.87,-35.75,53.92
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,down_negative,600584,长电科技,先进封装/封测,3,100.0,10.23,-17.11,0.6,3.6,31.3,-5.25,-35.75,15.48
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,down_negative,600584,长电科技,先进封装/封测,3,100.0,10.23,-17.11,0.6,3.6,31.3,-5.25,-35.75,15.48
control_tianma_fixed20,2024-09-04_2025-09-15,down_negative,600584,长电科技,先进封装/封测,3,100.0,19.16,-17.11,1.12,6.32,20.0,-5.25,-35.75,24.41
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,600584,长电科技,先进封装/封测,2,100.0,9.03,-5.21,1.73,5.3,30.0,-12.89,-29.22,21.92
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,600584,长电科技,先进封装/封测,2,100.0,9.03,-5.21,1.73,5.3,30.0,-12.89,-29.22,21.92
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,600584,长电科技,先进封装/封测,2,100.0,11.57,-5.11,2.26,6.57,20.0,-12.89,-29.22,24.46
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,600584,长电科技,先进封装/封测,2,100.0,39.51,-11.94,3.31,19.2,38.5,27.69,-25.91,11.82
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,600584,长电科技,先进封装/封测,2,100.0,39.51,-11.94,3.31,19.2,38.5,27.69,-25.91,11.82
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,600584,长电科技,先进封装/封测,2,100.0,7.12,-5.11,1.39,3.77,20.0,27.69,-25.91,-20.57
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,600584,长电科技,先进封装/封测,2,100.0,148.93,-14.58,10.22,60.61,42.0,137.5,-27.27,11.43
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,600584,长电科技,先进封装/封测,2,100.0,148.93,-14.58,10.22,60.61,42.0,137.5,-27.27,11.43
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,600584,长电科技,先进封装/封测,2,100.0,32.5,-5.11,6.36,16.04,20.0,137.5,-27.27,-105.0
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,600584,长电科技,先进封装/封测,2,100.0,148.93,-14.58,10.22,60.61,42.0,162.1,-27.27,-13.17
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,600584,长电科技,先进封装/封测,2,100.0,148.93,-14.58,10.22,60.61,42.0,162.1,-27.27,-13.17
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,600584,长电科技,先进封装/封测,2,100.0,32.5,-5.11,6.36,16.04,20.0,162.1,-27.27,-129.6
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,flat_0_to_20pct,002156,通富微电,先进封装/封测,4,75.0,35.59,-24.42,1.46,10.38,31.8,10.24,-38.35,25.35
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,flat_0_to_20pct,002156,通富微电,先进封装/封测,3,100.0,60.14,-19.51,3.08,18.87,35.7,10.24,-38.35,49.9
control_tianma_fixed20,2024-06-12_2025-06-23,flat_0_to_20pct,002156,通富微电,先进封装/封测,3,100.0,51.99,-8.51,6.11,14.62,20.0,10.24,-38.35,41.75
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002156,通富微电,先进封装/封测,3,100.0,31.97,-11.88,2.69,10.86,38.0,21.96,-38.35,10.01
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002156,通富微电,先进封装/封测,3,100.0,31.97,-11.88,2.69,10.86,38.0,21.96,-38.35,10.01
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002156,通富微电,先进封装/封测,3,100.0,25.88,-4.25,6.09,8.26,20.0,21.96,-38.35,3.92
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002156,通富微电,先进封装/封测,2,100.0,26.49,-15.54,1.7,16.16,41.5,22.23,-28.07,4.26
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002156,通富微电,先进封装/封测,2,100.0,26.49,-15.54,1.7,16.16,41.5,22.23,-28.07,4.26
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,002156,通富微电,先进封装/封测,2,100.0,10.3,-6.28,1.64,7.55,20.0,22.23,-28.07,-11.93
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002156,通富微电,先进封装/封测,2,100.0,77.64,-15.54,5.0,33.65,50.5,75.06,-25.0,2.58
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002156,通富微电,先进封装/封测,2,100.0,77.64,-15.54,5.0,33.65,50.5,75.06,-25.0,2.58
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,002156,通富微电,先进封装/封测,2,100.0,8.88,-6.28,1.41,4.66,20.0,75.06,-25.0,-66.18
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002156,通富微电,先进封装/封测,2,100.0,86.21,-18.52,4.65,36.82,42.0,148.73,-28.3,-62.52
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002156,通富微电,先进封装/封测,2,100.0,86.21,-18.52,4.65,36.82,42.0,148.73,-28.3,-62.52
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002156,通富微电,先进封装/封测,2,100.0,34.55,-6.28,5.5,17.35,20.0,148.73,-28.3,-114.18
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002156,通富微电,先进封装/封测,2,100.0,86.21,-18.52,4.65,36.82,42.0,136.5,-28.3,-50.29
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002156,通富微电,先进封装/封测,2,100.0,86.21,-18.52,4.65,36.82,42.0,136.5,-28.3,-50.29
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002156,通富微电,先进封装/封测,2,100.0,34.55,-6.28,5.5,17.35,20.0,136.5,-28.3,-101.95
candidate_low25_hold20_confirm4,2024-05-28_2025-06-09,flat_0_to_20pct,002185,华天科技,先进封装/封测,3,33.33,20.97,-32.6,0.64,10.16,39.7,0.62,-38.87,20.35
candidate_tianma_hold20_confirm4,2024-05-28_2025-06-09,flat_0_to_20pct,002185,华天科技,先进封装/封测,3,33.33,35.25,-24.64,1.43,13.57,35.7,0.62,-38.87,34.63
control_tianma_fixed20,2024-05-28_2025-06-09,flat_0_to_20pct,002185,华天科技,先进封装/封测,3,33.33,25.67,-8.48,3.03,9.07,20.0,0.62,-38.87,25.05
candidate_low25_hold20_confirm4,2024-08-21_2025-09-01,flat_0_to_20pct,002185,华天科技,先进封装/封测,3,33.33,-11.54,-21.09,-0.55,-3.28,30.0,19.6,-38.87,-31.14
candidate_tianma_hold20_confirm4,2024-08-21_2025-09-01,flat_0_to_20pct,002185,华天科技,先进封装/封测,3,33.33,-1.1,-15.73,-0.07,0.12,26.0,19.6,-38.87,-20.7
control_tianma_fixed20,2024-08-21_2025-09-01,flat_0_to_20pct,002185,华天科技,先进封装/封测,3,33.33,6.78,-9.48,0.71,2.6,20.0,19.6,-38.87,-12.82
candidate_low25_hold20_confirm4,2024-11-22_2025-12-16,down_negative,002185,华天科技,先进封装/封测,3,33.33,-5.71,-15.73,-0.36,0.12,26.0,-2.42,-26.04,-3.29
candidate_tianma_hold20_confirm4,2024-11-22_2025-12-16,down_negative,002185,华天科技,先进封装/封测,2,50.0,-2.22,-13.6,-0.16,1.84,24.5,-2.42,-26.04,0.2
control_tianma_fixed20,2024-11-22_2025-12-16,down_negative,002185,华天科技,先进封装/封测,2,50.0,3.17,-13.19,0.24,4.43,20.0,-2.42,-26.04,5.59
candidate_low25_hold20_confirm4,2025-02-25_2026-03-20,up_20_to_80pct,002185,华天科技,先进封装/封测,2,100.0,36.81,-13.19,2.79,17.52,33.0,30.96,-19.51,5.85
candidate_tianma_hold20_confirm4,2025-02-25_2026-03-20,up_20_to_80pct,002185,华天科技,先进封装/封测,2,100.0,36.81,-13.19,2.79,17.52,33.0,30.96,-19.51,5.85
control_tianma_fixed20,2025-02-25_2026-03-20,up_20_to_80pct,002185,华天科技,先进封装/封测,2,50.0,8.47,-13.19,0.64,4.54,20.0,30.96,-19.51,-22.49
candidate_low25_hold20_confirm4,2025-05-26_2026-06-18,bull_80pct_plus,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,98.66,-25.3,-22.48
candidate_tianma_hold20_confirm4,2025-05-26_2026-06-18,bull_80pct_plus,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,98.66,-25.3,-22.48
control_tianma_fixed20,2025-05-26_2026-06-18,bull_80pct_plus,002185,华天科技,先进封装/封测,2,50.0,17.63,-5.9,2.99,9.18,20.0,98.66,-25.3,-81.03
candidate_low25_hold20_confirm4,2025-06-10_2026-07-03,bull_80pct_plus,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,88.83,-25.3,-12.65
candidate_tianma_hold20_confirm4,2025-06-10_2026-07-03,bull_80pct_plus,002185,华天科技,先进封装/封测,2,100.0,76.18,-21.85,3.49,33.31,43.5,88.83,-25.3,-12.65
control_tianma_fixed20,2025-06-10_2026-07-03,bull_80pct_plus,002185,华天科技,先进封装/封测,2,50.0,17.63,-5.9,2.99,9.18,20.0,88.83,-25.3,-71.2
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,603005,晶方科技,先进封装/封测,4,50.0,65.75,-24.51,2.68,16.91,31.5,32.8,-31.67,32.95
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,50.0,53.6,-21.18,2.53,27.31,37.5,32.8,-31.67,20.8
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,34.96,-7.84,4.46,17.33,20.0,32.8,-31.67,2.16
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,603005,晶方科技,先进封装/封测,3,66.67,31.35,-13.13,2.39,10.53,28.7,9.0,-31.67,22.35
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,603005,晶方科技,先进封装/封测,2,50.0,2.2,-8.0,0.27,1.36,27.5,9.0,-31.67,-6.8
control_tianma_fixed20,2024-09-04_2025-09-15,flat_0_to_20pct,603005,晶方科技,先进封装/封测,2,100.0,6.44,-4.56,1.41,3.44,20.0,9.0,-31.67,-2.56
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,603005,晶方科技,先进封装/封测,2,50.0,2.29,-8.0,0.29,1.36,27.5,-7.66,-31.67,9.95
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,603005,晶方科技,先进封装/封测,2,50.0,2.29,-8.0,0.29,1.36,27.5,-7.66,-31.67,9.95
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,603005,晶方科技,先进封装/封测,2,100.0,6.54,-4.56,1.43,3.44,20.0,-7.66,-31.67,14.2
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,flat_0_to_20pct,603005,晶方科技,先进封装/封测,2,100.0,13.4,-8.57,1.56,6.84,39.5,1.28,-21.86,12.12
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,flat_0_to_20pct,603005,晶方科技,先进封装/封测,2,100.0,13.4,-8.57,1.56,6.84,39.5,1.28,-21.86,12.12
control_tianma_fixed20,2025-03-11_2026-03-20,flat_0_to_20pct,603005,晶方科技,先进封装/封测,2,100.0,7.62,-4.44,1.72,4.01,20.0,1.28,-21.86,6.34
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,57.96,-26.07,14.96
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,57.96,-26.07,14.96
control_tianma_fixed20,2025-06-10_2026-06-18,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,21.05,-4.32,4.87,10.45,20.0,57.96,-26.07,-36.91
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,44.97,-26.07,27.95
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,72.92,-17.26,4.22,33.81,47.0,44.97,-26.07,27.95
control_tianma_fixed20,2025-06-24_2026-07-03,up_20_to_80pct,603005,晶方科技,先进封装/封测,2,100.0,21.05,-4.32,4.87,10.45,20.0,44.97,-26.07,-23.92
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002371,北方华创,半导体设备,2,100.0,31.77,-14.49,2.19,14.48,40.0,30.44,-23.03,1.33
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002371,北方华创,半导体设备,2,100.0,31.77,-14.49,2.19,14.48,40.0,30.44,-23.03,1.33
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002371,北方华创,半导体设备,2,50.0,23.92,-12.85,1.86,12.05,20.0,30.44,-23.03,-6.52
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002371,北方华创,半导体设备,2,100.0,3.77,-13.76,0.27,2.15,37.0,30.92,-23.03,-27.15
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002371,北方华创,半导体设备,2,100.0,3.77,-13.76,0.27,2.15,37.0,30.92,-23.03,-27.15
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002371,北方华创,半导体设备,2,50.0,-2.26,-12.17,-0.19,-0.73,20.0,30.92,-23.03,-33.18
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,57.92,-16.05,-57.86
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,57.92,-16.05,-57.86
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,002371,北方华创,半导体设备,1,100.0,4.49,-6.11,0.74,4.76,20.0,57.92,-16.05,-53.43
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002371,北方华创,半导体设备,1,100.0,1.28,-6.11,0.21,0.32,28.0,39.4,-16.05,-38.12
