date,basket_index,ma60,ret60,bull,down,up
2025-06-20,1.414519578099954,1.3746494845816788,-0.08801430306652824,False,False,True
2025-06-23,1.4214730307951853,1.37253781468074,-0.08183851265640474,False,False,True
2025-06-24,1.4517852233008268,1.3718865750011455,-0.026209296079136357,False,False,True
2025-06-25,1.48305197184434,1.3717862528142082,-0.004042339143781826,False,False,True
2025-06-26,1.4872688542460142,1.3718389262009192,0.0021294961297733117,False,False,True
2025-06-27,1.5137434404704637,1.3726088225511757,0.031476809467919864,False,False,True
2025-06-30,1.5304289548030243,1.3735852662452148,0.0398049575843713,False,False,True
2025-07-01,1.5277711643437217,1.374659949560961,0.04406576389939909,False,False,True
2025-07-02,1.4867415741871866,1.3749497613141564,0.011834260890375203,False,False,True
2025-07-03,1.5123393203929303,1.376292404721735,0.05626462457411785,False,False,True
2025-07-04,1.514727021806054,1.3808586467736947,0.22081319474042838,True,False,False
2025-07-07,1.5061431085753747,1.3859323912270622,0.253324453317181,True,False,False
2025-07-08,1.5676761644714743,1.3914337797651783,0.2667139776254439,True,False,False
2025-07-09,1.561407725299874,1.3960224031578863,0.21407314782569853,True,False,False
2025-07-10,1.5556948956419452,1.3999933186320923,0.18084689578730218,False,False,True
2025-07-11,1.5542901206510786,1.4036426798277337,0.16397589066329843,False,False,True
2025-07-14,1.5613001057884344,1.4074844299678442,0.17320848931598753,False,False,True
2025-07-15,1.6275626476367346,1.4128445920615147,0.2462644098407698,True,False,False
2025-07-16,1.6128742722166087,1.4179897819219376,0.23671229738221244,True,False,False
2025-07-17,1.6589029308446008,1.4238053296628763,0.26636705174371267,True,False,False
2025-07-18,1.6492621544179231,1.428907205650561,0.22790652684172263,True,False,False
2025-07-21,1.6373503332578176,1.434242636451724,0.24303059324325105,True,False,False
2025-07-22,1.6243612430931824,1.4389433810517724,0.21011785365526214,True,False,False
2025-07-23,1.6278582233103855,1.4442916613057826,0.24552891405916055,True,False,False
2025-07-24,1.6313977024405402,1.4494355768849188,0.23332599184554303,True,False,False
2025-07-25,1.6469749540168643,1.4548238398613864,0.24424028464700775,True,False,False
2025-07-28,1.6839838443410666,1.4608519406187408,0.2735284334150758,True,False,False
2025-07-29,1.7181002286776803,1.4669749692749592,0.2719898460281487,True,False,False
2025-07-30,1.7065900284480389,1.4718826661109903,0.20852342326196238,True,False,False
2025-07-31,1.7319697568449404,1.4774623709286758,0.23961157452418114,True,False,False
2025-08-01,1.7102674531015403,1.482173652513274,0.19800978192714247,False,False,True
2025-08-04,1.7248744416184234,1.4877290485827568,0.2395340461332709,True,False,False
2025-08-05,1.7295012962418972,1.49292681667863,0.21999036384310577,True,False,False
2025-08-06,1.7476182752464438,1.4985557774984728,0.2395505285687738,True,False,False
2025-08-07,1.7374343007573794,1.5038826560391314,0.22542519811588657,True,False,False
2025-08-08,1.719278750467649,1.5097578169834385,0.2579145652730295,True,False,False
2025-08-11,1.7788244932950519,1.5165596707391793,0.29773639380803374,True,False,False
2025-08-12,1.830817032631472,1.5243458332479904,0.3425884073249992,True,False,False
2025-08-13,1.9106476118838636,1.5333403900143452,0.3936422754401956,True,False,False
2025-08-14,1.8857007033834379,1.5421809945190996,0.3913895010678283,True,False,False
2025-08-15,1.936275973076554,1.5520463877935655,0.4403039015419494,True,False,False
2025-08-18,2.022041126372715,1.5637988224881303,0.535461109457753,True,False,False
2025-08-19,2.047023049175478,1.5756228353164936,0.530390377166895,True,False,False
2025-08-20,2.053847867654811,1.5879838801803434,0.565211911775612,True,False,False
2025-08-21,2.020044630114935,1.5998024145983902,0.5409218475440407,True,False,False
2025-08-22,2.109564029250296,1.6125981344180003,0.5721651998894444,True,False,False
2025-08-25,2.1872551459282885,1.6271739843734732,0.6662209441945934,True,False,False
2025-08-26,2.1733170435360547,1.6415652770521056,0.6592239522816785,True,False,False
2025-08-27,2.1797038185527886,1.65549595643152,0.6219687037045492,True,False,False
2025-08-28,2.316166103424742,1.6707332878081038,0.652131238442746,True,False,False
2025-08-29,2.302149185955831,1.6855496195249462,0.629068232475126,True,False,False
2025-09-01,2.3560278394575764,1.7009914874070065,0.64813001340312,True,False,False
2025-09-02,2.2077178707155776,1.7142554636425456,0.5636732375482025,True,False,False
2025-09-03,2.192111817230032,1.7273049310544644,0.5556338962615242,True,False,False
2025-09-04,2.037889484243811,1.737623901598239,0.4363966071717489,True,False,False
2025-09-05,2.150076099479904,1.750154464828477,0.5376992176305229,True,False,False
2025-09-08,2.105290847271553,1.7614391889408814,0.4740792174121653,True,False,False
2025-09-09,2.0538821767915225,1.7720567767540691,0.4496352131612258,True,False,False
2025-09-10,2.1255467407444004,1.7833372164632117,0.4671891153593293,True,False,False
2025-09-11,2.290983944143923,1.797490495433537,0.5889889539386255,True,False,False
2025-09-12,2.3105681925305714,1.8124246390073806,0.6334649787132887,True,False,False
2025-09-15,2.2982287964843775,1.8270372351022004,0.616793809446196,True,False,False
2025-09-16,2.337420868575922,1.8417978291901187,0.6100321390938839,True,False,False
2025-09-17,2.3354046932398367,1.8560037078800435,0.574728827834335,True,False,False
2025-09-18,2.364488063148504,1.8706240280284185,0.5898188524543566,True,False,False
2025-09-19,2.3483213156215252,1.8845336592809363,0.5513337682187933,True,False,False
2025-09-22,2.423173356771216,1.8994127326470727,0.5833295293887675,True,False,False
2025-09-23,2.425267459614738,1.914371004234923,0.5874546635107818,True,False,False
2025-09-24,2.4373854245633604,1.930215068407859,0.6394143184540315,True,False,False
2025-09-25,2.492567634352633,1.9465522069738543,0.6481536919274329,True,False,False
2025-09-26,2.3858394578486872,1.9610707475745648,0.5750953297208496,True,False,False
2025-09-29,2.4274846619701163,1.9764264401311438,0.6117224506416372,True,False,False
